Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-06,20.743139,[40  6] ; [44 50],[27.6 18.4] ; [56.4 37.6],1
s2,1,1.3e-05,19.082707,[31 16] ; [26 68],[19. 28.] ; [38. 56.],1
b5,1,0.000165,14.19682,[16 31] ; [64 31],[26.47887324 20.52112676] ; [53.52112676 41.47887324],1
s4,1,0.000338,12.844851,[15 31] ; [ 8 85],[ 7.61151079 38.38848921] ; [15.38848921 77.61151079],1
p5,1,0.002774,8.950553,[12 35] ; [ 7 88],[ 6.28873239 40.71126761] ; [12.71126761 82.28873239],0
s7,1,0.002921,8.856316,[24 20] ; [25 64],[16.21052632 27.78947368] ; [32.78947368 56.21052632],0
p10,1,0.002934,8.848092,[44  3] ; [67 26],[37.26428571  9.73571429] ; [73.73571429 19.26428571],0
s3,1,0.004763,7.967318,[27 19] ; [32 63],[19.24822695 26.75177305] ; [39.75177305 55.24822695],0
a7,1,0.006909,7.296588,[30 17] ; [79 15],[36.33333333 10.66666667] ; [72.66666667 21.33333333],0
p4,1,0.008966,6.829519,[42  5] ; [66 29],[35.74647887 11.25352113] ; [72.25352113 22.74647887],0
a6,1,0.009833,6.664813,[25 22] ; [71 24],[31.77464789 15.22535211] ; [64.22535211 30.77464789],0
p12,1,0.022239,5.226999,[ 8 39] ; [ 5 90],[ 4.3028169 42.6971831] ; [ 8.6971831 86.3028169],0
b4,1,0.032828,4.554735,[34 13] ; [51 44],[28.13380282 18.86619718] ; [56.86619718 38.13380282],0
u3,1,0.043204,4.087397,[10  3] ; [14 18],[6.93333333 6.06666667] ; [17.06666667 14.93333333],0
p3,1,0.043402,4.079674,[34 13] ; [52 43],[28.46478873 18.53521127] ; [57.53521127 37.46478873],0
p9,1,0.060571,3.521678,[43  4] ; [75 20],[39.05633803  7.94366197] ; [78.94366197 16.05633803],0
b3,1,0.062837,3.460877,[ 8 20] ; [27 27],[11.95121951 16.04878049] ; [23.04878049 30.95121951],0
b2,1,0.062837,3.460877,[ 8 20] ; [27 27],[11.95121951 16.04878049] ; [23.04878049 30.95121951],0
p1,1,0.063874,3.433831,[ 9 38] ; [ 8 87],[ 5.62676056 41.37323944] ; [11.37323944 83.62676056],0
n2,1,0.10247,2.666667,[11  1] ; [16  8],[9. 3.] ; [18.  6.],0
p8,1,0.113555,2.504041,[35 12] ; [58 37],[30.78169014 16.21830986] ; [62.21830986 32.78169014],0
n3,1,0.134435,2.24053,[6 5] ; [19  5],[7.85714286 3.14285714] ; [17.14285714  6.85714286],0
a5,1,0.149196,2.080456,[34 13] ; [57 38],[30.11971831 16.88028169] ; [60.88028169 34.11971831],0
d5,1,0.205581,1.602273,[39  8] ; [69 25],[36. 11.] ; [72. 22.],0
v2,1,0.206758,1.593984,[22 25] ; [54 39],[25.51428571 21.48571429] ; [50.48571429 42.51428571],0
d4,1,0.217207,1.522729,[39  8] ; [70 25],[36.07746479 10.92253521] ; [72.92253521 22.07746479],0
r4,1,0.254302,1.299512,[44  3] ; [83 12],[42.03521127  4.96478873] ; [84.96478873 10.03521127],0
p7,1,0.270526,1.214079,[41  5] ; [77 17],[38.77142857  7.22857143] ; [79.22857143 14.77142857],0
u2,1,0.275121,1.191035,[9 4] ; [17 16],[7.34782609 5.65217391] ; [18.65217391 14.34782609],0
n4,1,0.329124,0.952341,[39  8] ; [72 23],[36.73943662 10.26056338] ; [74.26056338 20.73943662],0
