Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-06,22.957149,[33 58] ; [34  8],[45.84210526 45.15789474] ; [21.15789474 20.84210526],1
s2,1,0.000147,14.41082,[25 66] ; [26 16],[34.89473684 56.10526316] ; [16.10526316 25.89473684],1
s7,1,0.000283,13.178571,[19 63] ; [23 18],[28. 54.] ; [14. 27.],1
p10,1,0.000625,11.701245,[43 44] ; [34  8],[51.93023256 35.06976744] ; [25.06976744 16.93023256],1
s3,1,0.002815,8.923527,[34 56] ; [27 14],[41.90839695 48.09160305] ; [19.09160305 21.90839695],0
p9,1,0.007119,7.242758,[50 38] ; [34  8],[56.86153846 31.13846154] ; [27.13846154 14.86153846],0
r4,1,0.008664,6.890721,[61 30] ; [38  5],[67.23134328 23.76865672] ; [31.76865672 11.23134328],0
s5,1,0.010805,6.497157,[14 72] ; [15 26],[19.63779528 66.36220472] ; [ 9.36220472 31.63779528],0
u3,1,0.011163,6.439257,[15 12] ; [14  1],[18.64285714  8.35714286] ; [10.35714286  4.64285714],0
p11,1,0.01353,6.098469,[45 46] ; [31 12],[51.6119403 39.3880597] ; [24.3880597 18.6119403],0
n2,1,0.018903,5.510436,[17 15] ; [14  2],[20.66666667 11.33333333] ; [10.33333333  5.66666667],0
p5,1,0.0218,5.261707,[ 2 87] ; [ 5 37],[ 4.75572519 84.24427481] ; [ 2.24427481 39.75572519],0
s4,1,0.023387,5.139554,[11 80] ; [12 31],[15.61940299 75.38059701] ; [ 7.38059701 35.61940299],0
p7,1,0.027428,4.863686,[37 50] ; [26 15],[42.8203125 44.1796875] ; [20.1796875 20.8203125],0
p2,1,0.038226,4.294942,[56 32] ; [35  8],[61.12977099 26.87022901] ; [29.87022901 13.12977099],0
r3,1,0.038462,4.284476,[74 16] ; [41  2],[77.81954887 12.18045113] ; [37.18045113  5.81954887],0
v1,1,0.07385,3.195301,[35 54] ; [23 18],[39.70769231 49.29230769] ; [18.29230769 22.70769231],0
p4,1,0.074154,3.188595,[35 54] ; [24 19],[39.78030303 49.21969697] ; [19.21969697 23.78030303],0
a8,1,0.084928,2.967979,[ 4 84] ; [ 5 33],[ 6.28571429 81.71428571] ; [ 2.71428571 35.28571429],0
u1,1,0.095865,2.773021,[ 5 86] ; [ 6 37],[ 7.47014925 83.52985075] ; [ 3.52985075 39.47014925],0
p6,1,0.097002,2.754154,[16 67] ; [14 29],[19.76190476 63.23809524] ; [10.23809524 32.76190476],0
d1,1,0.102471,2.666657,[50 41] ; [30 13],[54.32835821 36.67164179] ; [25.67164179 17.32835821],0
n5,1,0.181273,1.787153,[33 57] ; [21 22],[36.54135338 53.45864662] ; [17.45864662 25.54135338],0
u2,1,0.214679,1.539589,[19  9] ; [12  2],[20.66666667  7.33333333] ; [10.33333333  3.66666667],0
v3,1,0.216698,1.526105,[20 65] ; [13 25],[22.80487805 62.19512195] ; [10.19512195 27.80487805],0
n1,1,0.225413,1.469574,[10 22] ; [7 7],[11.82608696 20.17391304] ; [5.17391304 8.82608696],0
d3,1,0.235861,1.405164,[60 30] ; [33 10],[62.93233083 27.06766917] ; [30.06766917 12.93233083],0
a4,1,0.255033,1.29552,[39 52] ; [14 29],[35.99253731 55.00746269] ; [17.00746269 25.99253731],0
p3,1,0.258173,1.278529,[28 60] ; [18 25],[30.90076336 57.09923664] ; [15.09923664 27.90076336],0
r2,1,0.296577,1.089524,[78 12] ; [39  3],[79.77272727 10.22727273] ; [37.22727273  4.77272727],0
n4,1,0.361572,0.832424,[50 41] ; [20 23],[47.53731343 43.46268657] ; [22.46268657 20.53731343],0
p8,1,0.371056,0.800127,[31 55] ; [19 24],[33.33333333 52.66666667] ; [16.66666667 26.33333333],0
d4,1,0.376089,0.783446,[75 16] ; [38  5],[76.73880597 14.26119403] ; [36.26119403  6.73880597],0
p12,1,0.449496,0.571921,[ 2 85] ; [ 2 40],[ 2.69767442 84.30232558] ; [ 1.30232558 40.69767442],0
b2,1,0.454093,0.560416,[11 34] ; [10 21],[12.43421053 32.56578947] ; [ 8.56578947 22.43421053],0
b3,1,0.454093,0.560416,[11 34] ; [10 21],[12.43421053 32.56578947] ; [ 8.56578947 22.43421053],0
b1,1,0.481739,0.494924,[47 44] ; [25 18],[48.89552239 42.10447761] ; [23.10447761 19.89552239],0
d2,1,0.508422,0.437312,[41 50] ; [22 21],[42.78358209 48.21641791] ; [20.21641791 22.78358209],0
a2,1,0.529614,0.395133,[19 72] ; [ 7 36],[17.65671642 73.34328358] ; [ 8.34328358 34.65671642],0
r1,1,0.579621,0.306848,[65 25] ; [33 10],[66.31578947 23.68421053] ; [31.68421053 11.31578947],0
a3,1,0.63387,0.226849,[63 28] ; [28 15],[61.79850746 29.20149254] ; [29.20149254 13.79850746],0
b5,1,0.707187,0.141103,[56 35] ; [25 18],[55.00746269 35.99253731] ; [25.99253731 17.00746269],0
a6,1,0.717795,0.130615,[65 26] ; [32 11],[65.87313433 25.12686567] ; [31.12686567 11.87313433],0
a7,1,0.717795,0.130615,[65 26] ; [32 11],[65.87313433 25.12686567] ; [31.12686567 11.87313433],0
b4,1,0.807043,0.059655,[53 38] ; [26 17],[53.64925373 37.35074627] ; [25.35074627 17.64925373],0
a5,1,0.834924,0.043426,[63 28] ; [29 14],[62.47761194 28.52238806] ; [29.52238806 13.47761194],0
a1,1,0.837717,0.041949,[ 5 86] ; [ 2 41],[ 4.75373134 86.24626866] ; [ 2.24626866 40.75373134],0
p1,1,0.869839,0.026851,[ 7 83] ; [ 3 40],[ 6.76691729 83.23308271] ; [ 3.23308271 39.76691729],0
s1,1,0.922823,0.009385,[ 4 85] ; [ 2 39],[ 4.10769231 84.89230769] ; [ 1.89230769 39.10769231],0
v2,1,0.925285,0.008794,[45 40] ; [21 18],[45.24193548 39.75806452] ; [20.75806452 18.24193548],0
n3,1,0.93557,0.006535,[19 12] ; [10  6],[19.12765957 11.87234043] ; [9.87234043 6.12765957],0
