Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,51.459815,[45 69] ; [221  66],[75.62094763 38.37905237] ; [190.37905237  96.62094763],1
a6,1,0.0,50.939499,[48 66] ; [227  61],[77.98507463 36.01492537] ; [197.01492537  90.98507463],1
a2,1,8e-06,19.921551,[  7 107] ; [ 75 213],[23.25373134 90.74626866] ; [ 58.74626866 229.25373134],1
u1,1,0.000312,12.996772,[  5 109] ; [ 53 235],[16.44776119 97.55223881] ; [ 41.55223881 246.44776119],1
d4,1,0.001266,10.391295,[78 36] ; [239  49],[89.89552239 24.10447761] ; [227.10447761  60.89552239],0
r4,1,0.00152,10.054388,[90 24] ; [261  27],[99.53731343 14.46268657] ; [251.46268657  36.53731343],0
b1,1,0.00152,10.054188,[57 57] ; [ 95 193],[43.10447761 70.89552239] ; [108.89552239 179.10447761],0
b5,1,0.00152,10.054188,[57 57] ; [193  95],[70.89552239 43.10447761] ; [179.10447761 108.89552239],0
r3,1,0.002788,8.941078,[98 16] ; [273  15],[105.20895522   8.79104478] ; [265.79104478  22.20895522],0
s1,1,0.00332,8.62289,[  6 108] ; [  2 283],[  2.28571429 111.71428571] ; [  5.71428571 279.28571429],0
d5,1,0.004258,8.170365,[81 33] ; [241  47],[91.31343284 22.68656716] ; [230.68656716  57.31343284],0
p10,1,0.00668,7.357115,[75 37] ; [226  57],[85.34683544 26.65316456] ; [215.65316456  67.34683544],0
r1,1,0.008995,6.823759,[76 38] ; [227  60],[86.13965087 27.86034913] ; [216.86034913  70.13965087],0
d1,1,0.012508,6.237452,[50 64] ; [166 122],[61.25373134 52.74626866] ; [154.74626866 133.25373134],0
p2,1,0.021372,5.296167,[80 32] ; [235  52],[88.42105263 23.57894737] ; [226.57894737  60.42105263],0
r2,1,0.036952,4.352611,[97 14] ; [269  18],[102.07537688   8.92462312] ; [263.92462312  23.07537688],0
p4,1,0.057214,3.616348,[52 60] ; [163 123],[60.50251256 51.49748744] ; [154.49748744 131.50251256],0
u3,1,0.074667,3.177333,[19 25] ; [53 36],[23.81954887 20.18045113] ; [48.18045113 40.81954887],0
p3,1,0.112866,2.513626,[44 68] ; [138 149],[51.0877193 60.9122807] ; [130.9122807 156.0877193],0
p8,1,0.125157,2.351571,[50 62] ; [149 131],[56.85714286 55.14285714] ; [142.14285714 137.85714286],0
s5,1,0.139753,2.180677,[30 79] ; [ 58 224],[24.53196931 84.46803069] ; [ 63.46803069 218.53196931],0
a3,1,0.145554,2.118238,[70 44] ; [198  89],[76.18952618 37.81047382] ; [191.81047382  95.18952618],0
p9,1,0.151127,2.060836,[83 28] ; [230  53],[88.18020305 22.81979695] ; [224.81979695  58.18020305],0
v1,1,0.181022,1.789211,[50 62] ; [149 137],[56. 56.] ; [143. 143.],0
a5,1,0.212541,1.55403,[76 38] ; [210  78],[81.10447761 32.89552239] ; [204.89552239  83.10447761],0
n5,1,0.217132,1.523224,[84 30] ; [192  93],[78.85714286 35.14285714] ; [197.14285714  87.85714286],0
a4,1,0.232533,1.425298,[43 71] ; [127 160],[48.32917706 65.67082294] ; [121.67082294 165.32917706],0
p7,1,0.23781,1.393527,[60 52] ; [170 113],[65.21518987 46.78481013] ; [164.78481013 118.21518987],0
a8,1,0.278779,1.173032,[ 9 98] ; [ 31 220],[11.95530726 95.04469274] ; [ 28.04469274 222.95530726],0
