Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.004944,7.899687,[28  1] ; [7 4],[25.375  3.625] ; [9.625 1.375],0
a4,1,0.03575,4.40898,[16 13] ; [2 9],[13.05 15.95] ; [4.95 6.05],0
u2,1,0.0456,3.996327,[2 9] ; [4 2],[3.88235294 7.11764706] ; [2.11764706 3.88235294],0
v1,1,0.07197,3.237498,[ 9 19] ; [7 4],[11.48717949 16.51282051] ; [4.51282051 6.48717949],0
b1,1,0.076638,3.134796,[12 17] ; [8 3],[14.5 14.5] ; [5.5 5.5],0
r2,1,0.114179,2.495411,[28  1] ; [9 2],[26.825  2.175] ; [10.175  0.825],0
n3,1,0.164264,1.934524,[6 1] ; [3 3],[4.84615385 2.15384615] ; [4.15384615 1.84615385],0
n1,1,0.169583,1.886621,[2 5] ; [4 2],[3.23076923 3.76923077] ; [2.76923077 3.23076923],0
b4,1,0.18897,1.725631,[22  7] ; [6 5],[20.3  8.7] ; [7.7 3.3],0
r4,1,0.195945,1.672341,[24  5] ; [7 4],[22.475  6.525] ; [8.525 2.475],0
v3,1,0.224244,1.477005,[12 17] ; [2 8],[10.41025641 18.58974359] ; [3.58974359 6.41025641],0
a7,1,0.242696,1.364867,[16 12] ; [4 7],[14.35897436 13.64102564] ; [5.64102564 5.35897436],0
p11,1,0.247473,1.337513,[19 10] ; [5 6],[17.4 11.6] ; [6.6 4.4],0
s8,1,0.285735,1.13961,[10 18] ; [2 9],[ 8.61538462 19.38461538] ; [3.38461538 7.61538462],0
a6,1,0.28809,1.128527,[16 13] ; [4 7],[14.5 14.5] ; [5.5 5.5],0
p1,1,0.306535,1.045547,[ 2 26] ; [2 9],[ 2.87179487 25.12820513] ; [1.12820513 9.87179487],0
p6,1,0.316422,1.003678,[ 4 25] ; [3 8],[ 5.075 23.925] ; [1.925 9.075],0
s2,1,0.342558,0.900833,[18 11] ; [5 6],[16.675 12.325] ; [6.325 4.675],0
p8,1,0.350303,0.87236,[ 9 18] ; [2 9],[ 7.81578947 19.18421053] ; [3.18421053 7.81578947],0
a3,1,0.387145,0.74789,[17 11] ; [5 6],[15.79487179 12.20512821] ; [6.20512821 4.79487179],0
p2,1,0.393231,0.728926,[20  9] ; [6 5],[18.85 10.15] ; [7.15 3.85],0
s4,1,0.439391,0.597871,[ 7 22] ; [4 7],[ 7.975 21.025] ; [3.025 7.975],0
r1,1,0.439391,0.597871,[22  7] ; [7 4],[21.025  7.975] ; [7.975 3.025],0
a1,1,0.464694,0.534565,[ 1 28] ; [ 1 10],[ 1.45 27.55] ; [ 0.55 10.45],0
d1,1,0.498918,0.457237,[14 15] ; [4 7],[13.05 15.95] ; [4.95 6.05],0
s6,1,0.512285,0.429396,[23  5] ; [8 3],[22.25641026  5.74358974] ; [8.74358974 2.25641026],0
a5,1,0.522166,0.409613,[19 10] ; [6 5],[18.125 10.875] ; [6.875 4.125],0
n4,1,0.528009,0.398222,[18 11] ; [8 3],[18.85 10.15] ; [7.15 3.85],0
r3,1,0.530193,0.394022,[25  3] ; [9 2],[24.41025641  3.58974359] ; [9.58974359 1.41025641],0
a8,1,0.65564,0.198864,[ 6 18] ; [2 9],[ 5.48571429 18.51428571] ; [2.51428571 8.48571429],0
b2,1,0.659658,0.193939,[ 5 17] ; [3 7],[ 5.5 16.5] ; [2.5 7.5],0
b3,1,0.659658,0.193939,[ 5 17] ; [3 7],[ 5.5 16.5] ; [2.5 7.5],0
n5,1,0.664513,0.188088,[18 11] ; [6 5],[17.4 11.6] ; [6.6 4.4],0
p9,1,0.668576,0.183273,[11 14] ; [4 7],[10.41666667 14.58333333] ; [4.58333333 6.41666667],0
p5,1,0.688038,0.161218,[ 4 25] ; [ 1 10],[ 3.625 25.375] ; [1.375 9.625],0
p4,1,0.723259,0.125392,[15 14] ; [5 6],[14.5 14.5] ; [5.5 5.5],0
u3,1,0.737316,0.1125,[5 7] ; [3 3],[5.33333333 6.66666667] ; [2.66666667 3.33333333],0
p7,1,0.79829,0.065311,[14 14] ; [6 5],[14.35897436 13.64102564] ; [5.64102564 5.35897436],0
v2,1,0.79829,0.065311,[14 14] ; [6 5],[14.35897436 13.64102564] ; [5.64102564 5.35897436],0
d5,1,0.838007,0.041797,[22  7] ; [8 3],[21.75  7.25] ; [8.25 2.75],0
s7,1,0.88012,0.022746,[14 13] ; [6 5],[14.21052632 12.78947368] ; [5.78947368 5.21052632],0
d2,1,0.882973,0.021668,[16 12] ; [6 5],[15.79487179 12.20512821] ; [6.20512821 4.79487179],0
n2,1,0.905581,0.014069,[6 1] ; [5 1],[5.92307692 1.07692308] ; [5.07692308 0.92307692],0
p3,1,0.927151,0.008359,[11 18] ; [4 7],[10.875 18.125] ; [4.125 6.875],0
b5,1,0.927151,0.008359,[18 11] ; [7 4],[18.125 10.875] ; [6.875 4.125],0
s3,1,0.969655,0.001447,[18 10] ; [7 4],[17.94871795 10.05128205] ; [7.05128205 3.94871795],0
d3,1,0.97161,0.001267,[16 13] ; [6 5],[15.95 13.05] ; [6.05 4.95],0
d4,1,0.981032,0.000565,[23  5] ; [9 2],[22.97435897  5.02564103] ; [9.02564103 1.97435897],0
