Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4.2e-05,16.77829,[2 5] ; [113  17],[5.87591241 1.12408759] ; [109.12408759  20.87591241],1
p2,1,0.000286,13.163048,[1 6] ; [98 30],[5.13333333 1.86666667] ; [93.86666667 34.13333333],1
v4,1,0.001985,9.563439,[4 3] ; [120  10],[6.33576642 0.66423358] ; [117.66423358  12.33576642],0
p9,1,0.005356,7.755102,[2 5] ; [96 30],[5.15789474 1.84210526] ; [92.84210526 33.15789474],0
b1,1,0.005491,7.710347,[6 1] ; [44 86],[2.55474453 4.44525547] ; [47.44525547 82.55474453],0
r2,1,0.007697,7.10262,[4 2] ; [121   7],[5.59701493 0.40298507] ; [119.40298507   8.59701493],0
n6,1,0.007951,7.044423,[1 6] ; [83 46],[4.32352941 2.67647059] ; [79.67647059 49.32352941],0
p11,1,0.008725,6.878236,[1 6] ; [83 47],[4.2919708 2.7080292] ; [79.7080292 50.2919708],0
v2,1,0.009612,6.705384,[1 6] ; [78 45],[4.25384615 2.74615385] ; [74.74615385 48.25384615],0
p10,1,0.018855,5.51495,[2 5] ; [90 37],[4.80597015 2.19402985] ; [87.19402985 39.80597015],0
a6,1,0.022212,5.229092,[2 5] ; [91 39],[4.75182482 2.24817518] ; [88.24817518 41.75182482],0
p7,1,0.035099,4.440352,[1 6] ; [70 57],[3.70895522 3.29104478] ; [67.29104478 59.70895522],0
s3,1,0.071491,3.248449,[1 6] ; [63 65],[3.31851852 3.68148148] ; [60.68148148 67.31851852],0
s6,1,0.086302,2.942033,[2 5] ; [79 50],[4.16911765 2.83088235] ; [76.83088235 52.16911765],0
s2,1,0.106204,2.609817,[1 6] ; [59 71],[3.06569343 3.93430657] ; [56.93430657 73.06569343],0
p8,1,0.139311,2.18555,[1 6] ; [54 73],[2.87313433 4.12686567] ; [52.12686567 74.87313433],0
n2,1,0.152036,2.051703,[1 3] ; [26 16],[2.34782609 1.65217391] ; [24.65217391 17.34782609],0
r1,1,0.173,1.856754,[4 3] ; [102  27],[5.45588235 1.54411765] ; [100.54411765  28.45588235],0
s1,1,0.188585,1.728637,[1 6] ; [  5 125],[0.30656934 6.69343066] ; [  5.69343066 124.30656934],0
s4,1,0.210667,1.566834,[3 4] ; [ 29 101],[1.6350365 5.3649635] ; [30.3649635 99.6350365],0
a5,1,0.233194,1.421271,[4 3] ; [100  30],[5.31386861 1.68613139] ; [98.68613139 31.31386861],0
n1,1,0.355403,0.854072,[2 2] ; [12 31],[1.19148936 2.80851064] ; [12.80851064 30.19148936],0
s5,1,0.371448,0.798816,[1 6] ; [37 86],[2.04615385 4.95384615] ; [35.95384615 87.04615385],0
s7,1,0.383803,0.758485,[1 4] ; [48 74],[1.92913386 3.07086614] ; [47.07086614 74.92913386],0
d2,1,0.502012,0.45068,[4 3] ; [90 40],[4.80291971 2.19708029] ; [89.19708029 40.80291971],0
a2,1,0.50783,0.438537,[1 6] ; [33 97],[1.73722628 5.26277372] ; [32.26277372 97.73722628],0
u2,1,0.607717,0.263514,[1 1] ; [25 12],[1.33333333 0.66666667] ; [24.66666667 12.33333333],0
a7,1,0.622542,0.242312,[5 2] ; [103  27],[5.51824818 1.48175182] ; [102.48175182  27.51824818],0
b4,1,0.626771,0.236465,[5 2] ; [81 49],[4.39416058 2.60583942] ; [81.60583942 48.39416058],0
b5,1,0.6548,0.199902,[5 2] ; [82 48],[4.44525547 2.55474453] ; [82.55474453 47.44525547],0
a4,1,0.683389,0.166336,[4 3] ; [64 66],[3.47445255 3.52554745] ; [64.52554745 65.47445255],0
b2,1,0.689945,0.159145,[1 3] ; [25 47],[1.36842105 2.63157895] ; [24.63157895 47.36842105],0
b3,1,0.689945,0.159145,[1 3] ; [25 47],[1.36842105 2.63157895] ; [24.63157895 47.36842105],0
v1,1,0.759272,0.093903,[3 4] ; [46 78],[2.61832061 4.38167939] ; [46.38167939 77.61832061],0
n4,1,0.848324,0.036579,[3 4] ; [51 79],[2.75912409 4.24087591] ; [51.24087591 78.75912409],0
v3,1,0.910687,0.012583,[2 5] ; [37 84],[2.1328125 4.8671875] ; [36.8671875 84.1328125],0
p3,1,0.939526,0.005756,[3 4] ; [53 75],[2.9037037 4.0962963] ; [53.0962963 74.9037037],0
n3,1,0.958679,0.002684,[3 1] ; [31 11],[2.95652174 1.04347826] ; [31.04347826 10.95652174],0
a3,1,0.994992,3.9e-05,[5 2] ; [93 37],[5.00729927 1.99270073] ; [92.99270073 37.00729927],0
