Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.01121,6.431664,[ 1 43] ; [2 6],[ 2.53846154 41.46153846] ; [0.46153846 7.53846154],0
b5,1,0.31335,1.016504,[25 19] ; [3 5],[23.69230769 20.30769231] ; [4.30769231 3.69230769],0
s6,1,0.320058,0.988711,[14 30] ; [4 4],[15.23076923 28.76923077] ; [2.76923077 5.23076923],0
s2,1,0.374742,0.787879,[10 34] ; [3 5],[11. 33.] ; [2. 6.],0
s3,1,0.395957,0.720571,[10 33] ; [3 5],[10.96078431 32.03921569] ; [2.03921569 5.96078431],0
a3,1,0.406178,0.68996,[20 23] ; [5 3],[21.07843137 21.92156863] ; [3.92156863 4.07843137],0
u2,1,0.411314,0.675,[10 14] ; [2 1],[10.66666667 13.33333333] ; [1.33333333 1.66666667],0
d4,1,0.461256,0.542845,[27 17] ; [6 2],[27.92307692 16.07692308] ; [5.07692308 2.92307692],0
r4,1,0.514695,0.424511,[10 34] ; [1 7],[ 9.30769231 34.69230769] ; [1.69230769 6.30769231],0
a7,1,0.515095,0.423704,[22 22] ; [3 5],[21.15384615 22.84615385] ; [3.84615385 4.15384615],0
p12,1,0.579055,0.307765,[ 3 41] ; [1 7],[ 3.38461538 40.61538462] ; [0.61538462 7.38461538],0
n4,1,0.593506,0.284903,[23 21] ; [5 3],[23.69230769 20.30769231] ; [4.30769231 3.69230769],0
p10,1,0.669504,0.182183,[18 25] ; [4 4],[18.54901961 24.45098039] ; [3.45098039 4.54901961],0
b2,1,0.674576,0.176296,[ 7 21] ; [2 4],[ 7.41176471 20.58823529] ; [1.58823529 4.41176471],0
b3,1,0.674576,0.176296,[ 7 21] ; [2 4],[ 7.41176471 20.58823529] ; [1.58823529 4.41176471],0
d3,1,0.676896,0.17364,[20 24] ; [3 5],[19.46153846 24.53846154] ; [3.53846154 4.46153846],0
p11,1,0.676896,0.17364,[24 20] ; [5 3],[24.53846154 19.46153846] ; [4.46153846 3.53846154],0
d2,1,0.700717,0.147727,[14 30] ; [2 6],[13.53846154 30.46153846] ; [2.46153846 5.53846154],0
p7,1,0.720962,0.127573,[19 25] ; [4 4],[19.46153846 24.53846154] ; [3.53846154 4.46153846],0
a5,1,0.720962,0.127573,[19 25] ; [4 4],[19.46153846 24.53846154] ; [3.53846154 4.46153846],0
n2,1,0.748328,0.102941,[10  7] ; [2 2],[9.71428571 7.28571429] ; [2.28571429 1.71428571],0
p1,1,0.763514,0.090522,[ 4 40] ; [1 7],[ 4.23076923 39.76923077] ; [0.76923077 7.23076923],0
v4,1,0.764773,0.089532,[25 19] ; [5 3],[25.38461538 18.61538462] ; [4.61538462 3.38461538],0
a6,1,0.81248,0.056277,[20 24] ; [4 4],[20.30769231 23.69230769] ; [3.69230769 4.30769231],0
v2,1,0.886934,0.020217,[15 28] ; [3 5],[15.17647059 27.82352941] ; [2.82352941 5.17647059],0
a4,1,0.893948,0.017772,[12 32] ; [2 6],[11.84615385 32.15384615] ; [2.15384615 5.84615385],0
p5,1,0.912649,0.012034,[ 6 37] ; [1 7],[ 5.90196078 37.09803922] ; [1.09803922 6.90196078],0
n6,1,0.92251,0.009462,[26 18] ; [4 3],[25.88235294 18.11764706] ; [4.11764706 2.88235294],0
a1,1,0.926268,0.008564,[ 5 39] ; [1 7],[ 5.07692308 38.92307692] ; [0.92307692 7.07692308],0
n1,1,0.950458,0.00386,[ 4 13] ; [1 3],[ 4.04761905 12.95238095] ; [0.95238095 3.04761905],0
n5,1,0.951541,0.003693,[27 17] ; [5 3],[27.07692308 16.92307692] ; [4.92307692 3.07692308],0
p9,1,0.951829,0.003649,[22 21] ; [4 4],[21.92156863 21.07843137] ; [4.07843137 3.92156863],0
r3,1,0.987541,0.000244,[27 16] ; [5 3],[26.98039216 16.01960784] ; [5.01960784 2.98039216],0
d1,1,1.0,0.0,[11 33] ; [2 6],[11. 33.] ; [2. 6.],0
