Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.009018,6.819287,[ 9 31] ; [5 2],[11.91489362 28.08510638] ; [2.08510638 4.91489362],0
a2,1,0.009236,6.776596,[ 1 39] ; [2 5],[ 2.55319149 37.44680851] ; [0.44680851 6.55319149],0
p1,1,0.039225,4.25108,[ 2 38] ; [2 5],[ 3.40425532 36.59574468] ; [0.59574468 6.40425532],0
p10,1,0.042133,4.129857,[31  8] ; [3 4],[28.82608696 10.17391304] ; [5.17391304 1.82608696],0
d2,1,0.070015,3.28268,[14 26] ; [5 2],[16.17021277 23.82978723] ; [2.82978723 4.17021277],0
u2,1,0.099232,2.717836,[15  4] ; [1 2],[13.81818182  5.18181818] ; [2.18181818 0.81818182],0
d1,1,0.120632,2.4091,[11 29] ; [4 3],[12.76595745 27.23404255] ; [2.23404255 4.76595745],0
p9,1,0.141252,2.164265,[32  7] ; [4 3],[30.52173913  8.47826087] ; [5.47826087 1.52173913],0
v4,1,0.162079,1.954724,[28 12] ; [3 4],[26.38297872 13.61702128] ; [4.61702128 2.38297872],0
p8,1,0.196904,1.665192,[22 18] ; [2 5],[20.42553191 19.57446809] ; [3.57446809 3.42553191],0
b1,1,0.196904,1.665192,[18 22] ; [5 2],[19.57446809 20.42553191] ; [3.42553191 3.57446809],0
s5,1,0.254488,1.298495,[ 9 31] ; [3 4],[10.21276596 29.78723404] ; [1.78723404 5.21276596],0
s3,1,0.31323,1.017007,[13 26] ; [1 6],[11.86956522 27.13043478] ; [2.13043478 4.86956522],0
s2,1,0.31323,1.017007,[13 26] ; [1 6],[11.86956522 27.13043478] ; [2.13043478 4.86956522],0
n4,1,0.328589,0.954451,[25 15] ; [3 4],[23.82978723 16.17021277] ; [4.17021277 2.82978723],0
d4,1,0.330992,0.945014,[27 13] ; [6 1],[28.08510638 11.91489362] ; [4.91489362 2.08510638],0
d3,1,0.352741,0.863573,[21 19] ; [5 2],[22.12765957 17.87234043] ; [3.87234043 3.12765957],0
a6,1,0.352741,0.863573,[21 19] ; [5 2],[22.12765957 17.87234043] ; [3.87234043 3.12765957],0
u1,1,0.353842,0.859632,[ 2 38] ; [1 6],[ 2.55319149 37.44680851] ; [0.44680851 6.55319149],0
s6,1,0.397396,0.71619,[24 16] ; [3 4],[22.9787234 17.0212766] ; [4.0212766 2.9787234],0
n6,1,0.412428,0.671792,[29 11] ; [4 3],[28.08510638 11.91489362] ; [4.91489362 2.08510638],0
b4,1,0.417355,0.657751,[22 18] ; [5 2],[22.9787234 17.0212766] ; [4.0212766 2.9787234],0
a7,1,0.472214,0.516791,[23 17] ; [3 4],[22.12765957 17.87234043] ; [3.87234043 3.12765957],0
a5,1,0.488464,0.479907,[23 17] ; [5 2],[23.82978723 16.17021277] ; [4.17021277 2.82978723],0
p5,1,0.49222,0.471669,[ 7 33] ; [2 5],[ 7.65957447 32.34042553] ; [1.34042553 5.65957447],0
s4,1,0.49222,0.471669,[ 7 33] ; [2 5],[ 7.65957447 32.34042553] ; [1.34042553 5.65957447],0
b5,1,0.552529,0.352805,[22 18] ; [3 4],[21.27659574 18.72340426] ; [3.72340426 3.27659574],0
p3,1,0.593694,0.284613,[13 27] ; [3 4],[13.61702128 26.38297872] ; [2.38297872 4.61702128],0
v2,1,0.68145,0.168498,[20 19] ; [3 4],[19.5 19.5] ; [3.5 3.5],0
r1,1,0.689802,0.1593,[14 26] ; [3 4],[14.46808511 25.53191489] ; [2.53191489 4.46808511],0
p2,1,0.726337,0.122502,[31  9] ; [5 2],[30.63829787  9.36170213] ; [5.36170213 1.63829787],0
p12,1,0.734409,0.115102,[ 4 36] ; [1 6],[ 4.25531915 35.74468085] ; [0.74468085 6.25531915],0
b2,1,0.775732,0.081159,[ 6 17] ; [1 4],[ 5.75 17.25] ; [1.25 3.75],0
b3,1,0.775732,0.081159,[ 6 17] ; [1 4],[ 5.75 17.25] ; [1.25 3.75],0
v1,1,0.787942,0.072352,[15 25] ; [3 4],[15.31914894 24.68085106] ; [2.68085106 4.31914894],0
d5,1,0.787942,0.072352,[25 15] ; [4 3],[24.68085106 15.31914894] ; [4.31914894 2.68085106],0
a3,1,0.82034,0.051578,[21 19] ; [4 3],[21.27659574 18.72340426] ; [3.72340426 3.27659574],0
s7,1,0.858499,0.031786,[11 26] ; [2 4],[11.18604651 25.81395349] ; [1.81395349 4.18604651],0
p7,1,0.886998,0.020193,[24 16] ; [4 3],[23.82978723 16.17021277] ; [4.17021277 2.82978723],0
n5,1,0.939225,0.005813,[28 12] ; [5 2],[28.08510638 11.91489362] ; [4.91489362 2.08510638],0
v3,1,0.95338,0.003418,[11 29] ; [2 5],[11.06382979 28.93617021] ; [1.93617021 5.06382979],0
p6,1,0.95338,0.003418,[11 29] ; [2 5],[11.06382979 28.93617021] ; [1.93617021 5.06382979],0
p4,1,0.985933,0.000311,[23 17] ; [4 3],[22.9787234 17.0212766] ; [4.0212766 2.9787234],0
