Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,21.59345,[37  4] ; [14 21],[27.51315789 13.48684211] ; [23.48684211 11.51315789],1
p3,1,5e-06,20.815635,[32  9] ; [ 9 26],[22.11842105 18.88157895] ; [18.88157895 16.11842105],1
p8,1,2.2e-05,18.03232,[31 10] ; [ 9 25],[21.86666667 19.13333333] ; [18.13333333 15.86666667],1
p7,1,0.000192,13.905056,[37  4] ; [17 16],[29.91891892 11.08108108] ; [24.08108108  8.91891892],1
d1,1,0.000699,11.490791,[33  8] ; [15 20],[25.89473684 15.10526316] ; [22.10526316 12.89473684],1
p10,1,0.010072,6.622135,[39  2] ; [26  9],[35.06578947  5.93421053] ; [29.93421053  5.06578947],0
s3,1,0.020237,5.391336,[27 14] ; [31  4],[31.28947368  9.71052632] ; [26.71052632  8.28947368],0
u1,1,0.023848,5.105679,[12 29] ; [ 3 32],[ 8.09210526 32.90789474] ; [ 6.90789474 28.09210526],0
p1,1,0.0251,5.016955,[ 8 33] ; [ 1 34],[ 4.85526316 36.14473684] ; [ 4.14473684 30.85526316],0
v1,1,0.041581,4.152195,[26 15] ; [14 21],[21.57894737 19.42105263] ; [18.42105263 16.57894737],0
d3,1,0.047653,3.92219,[34  7] ; [22 13],[30.21052632 10.78947368] ; [25.78947368  9.21052632],0
d2,1,0.073107,3.211839,[26 15] ; [15 20],[22.11842105 18.88157895] ; [18.88157895 16.11842105],0
a5,1,0.084117,2.983508,[34  7] ; [23 12],[30.75 10.25] ; [26.25  8.75],0
s2,1,0.092692,2.826996,[30 11] ; [31  4],[32.90789474  8.09210526] ; [28.09210526  6.90789474],0
d4,1,0.118477,2.43734,[37  4] ; [27  8],[34.52631579  6.47368421] ; [29.47368421  5.52631579],0
p12,1,0.132391,2.264238,[ 5 36] ; [ 1 34],[ 3.23684211 37.76315789] ; [ 2.76315789 32.23684211],0
n1,1,0.133918,2.246483,[5 6] ; [ 2 10],[3.34782609 7.65217391] ; [3.65217391 8.34782609],0
n3,1,0.133918,2.246483,[6 5] ; [10  2],[7.65217391 3.34782609] ; [8.34782609 3.65217391],0
p9,1,0.145249,2.121449,[39  2] ; [29  5],[37.17333333  3.82666667] ; [30.82666667  3.17333333],0
a2,1,0.181236,1.787456,[11 30] ; [ 5 30],[ 8.63157895 32.36842105] ; [ 7.36842105 27.63157895],0
u2,1,0.183864,1.766111,[7 5] ; [3 7],[5.45454545 6.54545455] ; [4.54545455 5.45454545],0
p5,1,0.206602,1.595081,[ 6 35] ; [ 2 33],[ 4.31578947 36.68421053] ; [ 3.68421053 31.31578947],0
d5,1,0.218564,1.513773,[36  5] ; [27  8],[33.98684211  7.01315789] ; [29.01315789  5.98684211],0
u3,1,0.224839,1.473214,[9 3] ; [5 5],[7.63636364 4.36363636] ; [6.36363636 3.63636364],0
p11,1,0.227729,1.454991,[31 10] ; [22 13],[28.59210526 12.40789474] ; [24.40789474 10.59210526],0
b2,1,0.255291,1.294118,[ 9 18] ; [ 3 14],[ 7.36363636 19.63636364] ; [ 4.63636364 12.36363636],0
