Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6e-06,20.545489,[126 238] ; [46 27],[143.26773455 220.73226545] ; [28.73226545 44.26773455],1
s6,1,7e-06,20.126518,[250 121] ; [73  6],[266.29555556 104.70444444] ; [56.70444444 22.29555556],1
s2,1,0.000141,14.488158,[204 171] ; [62 18],[219.23076923 155.76923077] ; [46.76923077 33.23076923],1
p6,1,0.001449,10.14265,[149 224] ; [47 32],[161.74336283 211.25663717] ; [34.25663717 44.74336283],0
s3,1,0.00266,9.02721,[216 155] ; [61 19],[227.86474501 143.13525499] ; [49.13525499 30.86474501],0
n4,1,0.009598,6.707962,[319  58] ; [58 22],[311.00437637  65.99562363] ; [65.99562363 14.00437637],0
a8,1,0.012385,6.254931,[ 54 279] ; [ 4 73],[ 47.10731707 285.89268293] ; [10.89268293 66.10731707],0
s7,1,0.014691,5.953099,[193 169] ; [54 25],[202.75283447 159.24716553] ; [44.24716553 34.75283447],0
s8,1,0.015142,5.899851,[192 182] ; [53 27],[201.82819383 172.17180617] ; [43.17180617 36.82819383],0
v3,1,0.033062,4.542568,[170 185] ; [27 51],[161.51270208 193.48729792] ; [35.48729792 42.51270208],0
p11,1,0.078423,3.097288,[319  59] ; [61 19],[313.62445415  64.37554585] ; [66.37554585 13.62445415],0
v2,1,0.089239,2.888049,[236 128] ; [42 35],[229.46031746 134.53968254] ; [48.53968254 28.46031746],0
p10,1,0.116633,2.461964,[343  34] ; [77  3],[346.47702407  30.52297593] ; [73.52297593  6.47702407],0
u2,1,0.11892,2.43149,[47 25] ; [5 7],[44.57142857 27.42857143] ; [7.42857143 4.57142857],0
n1,1,0.123292,2.375,[33 42] ; [ 5 15],[30. 45.] ; [ 8. 12.],0
p4,1,0.14251,2.150646,[249 125] ; [60 20],[254.55066079 119.44933921] ; [54.44933921 25.55066079],0
n5,1,0.153075,2.04134,[299  76] ; [58 22],[294.23076923  80.76923077] ; [62.76923077 17.23076923],0
a5,1,0.197203,1.662968,[319  59] ; [72  8],[322.70305677  55.29694323] ; [68.29694323 11.70305677],0
u4,1,0.229001,1.447055,[ 15 363] ; [ 1 79],[ 13.20524017 364.79475983] ; [ 2.79475983 77.20524017],0
v1,1,0.234961,1.410578,[218 147] ; [42 38],[213.25842697 151.74157303] ; [46.74157303 33.25842697],0
a1,1,0.255599,1.29244,[ 21 357] ; [ 2 78],[ 18.98253275 359.01746725] ; [ 4.01746725 75.98253275],0
p1,1,0.262514,1.255451,[ 32 344] ; [10 70],[ 34.63157895 341.36842105] ; [ 7.36842105 72.63157895],0
s1,1,0.278906,1.172412,[ 10 362] ; [ 4 76],[ 11.52212389 360.47787611] ; [ 2.47787611 77.52212389],0
b2,1,0.284691,1.144559,[106 139] ; [16 30],[102.71477663 142.28522337] ; [19.28522337 26.71477663],0
b3,1,0.284691,1.144559,[106 139] ; [16 30],[102.71477663 142.28522337] ; [19.28522337 26.71477663],0
p7,1,0.326606,0.962307,[248 120] ; [57 21],[251.65919283 116.34080717] ; [53.34080717 24.65919283],0
r3,1,0.330975,0.945079,[366  11] ; [75  4],[364.59868421  12.40131579] ; [76.40131579  2.59868421],0
p12,1,0.331389,0.943461,[ 42 334] ; [ 6 74],[ 39.57894737 336.42105263] ; [ 8.42105263 71.57894737],0
p3,1,0.389299,0.741132,[210 165] ; [49 31],[213.46153846 161.53846154] ; [45.53846154 34.46153846],0
d3,1,0.41091,0.676166,[331  45] ; [73  7],[333.12280702  42.87719298] ; [70.87719298  9.12280702],0
b5,1,0.413959,0.667402,[232 146] ; [53 27],[235.21834061 142.78165939] ; [49.78165939 30.21834061],0
a4,1,0.439583,0.597371,[225 152] ; [44 36],[221.91028446 155.08971554] ; [47.08971554 32.91028446],0
a3,1,0.444305,0.585139,[306  70] ; [68 12],[308.38596491  67.61403509] ; [65.61403509 14.38596491],0
r2,1,0.458379,0.549849,[363  10] ; [78  1],[363.92256637   9.07743363] ; [77.07743363  1.92256637],0
a7,1,0.46843,0.525678,[293  85] ; [59 21],[290.51528384  87.48471616] ; [61.48471616 18.51528384],0
n6,1,0.484119,0.48957,[326  48] ; [72  8],[327.86784141  46.13215859] ; [70.13215859  9.86784141],0
r1,1,0.51505,0.423794,[321  55] ; [66 14],[319.10526316  56.89473684] ; [67.89473684 12.10526316],0
n3,1,0.542093,0.371674,[55 20] ; [16  4],[56.05263158 18.94736842] ; [14.94736842  5.05263158],0
d5,1,0.57818,0.309186,[369   6] ; [78  2],[368.40659341   6.59340659] ; [78.59340659  1.40659341],0
a2,1,0.584353,0.29925,[135 243] ; [26 54],[132.87772926 245.12227074] ; [28.12227074 51.87772926],0
v4,1,0.594614,0.283196,[366  10] ; [77  3],[365.28070175  10.71929825] ; [77.71929825  2.28070175],0
p2,1,0.603652,0.269524,[326  48] ; [68 12],[324.57268722  49.42731278] ; [69.42731278 10.57268722],0
b1,1,0.615151,0.252742,[134 244] ; [26 54],[132.05240175 245.94759825] ; [27.94759825 52.05240175],0
u1,1,0.638018,0.221343,[ 99 279] ; [23 57],[100.68995633 277.31004367] ; [21.31004367 58.68995633],0
u3,1,0.711951,0.136336,[46 26] ; [7 5],[45.42857143 26.57142857] ; [7.57142857 4.42857143],0
p8,1,0.72993,0.119176,[210 163] ; [45 32],[211.36666667 161.63333333] ; [43.63333333 33.36666667],0
a6,1,0.795887,0.066912,[276  99] ; [60 20],[276.92307692  98.07692308] ; [59.07692308 20.92307692],0
n2,1,0.833973,0.043936,[55 21] ; [14  6],[54.625 21.375] ; [14.375  5.625],0
r4,1,0.838951,0.041305,[352  26] ; [75  5],[352.41484716  25.58515284] ; [74.58515284  5.41484716],0
b4,1,0.932906,0.007088,[224 154] ; [47 33],[223.66375546 154.33624454] ; [47.33624454 32.66375546],0
