Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,70.528321,[ 1 58] ; [142  83],[29.70774648 29.29225352] ; [113.29225352 111.70774648],1
d3,1,0.0,45.629062,[14 43] ; [164  61],[35.9787234 21.0212766] ; [142.0212766  82.9787234],1
d5,1,0.0,44.557249,[25 33] ; [191  34],[44.26855124 13.73144876] ; [171.73144876  53.26855124],1
a3,1,2e-06,22.921556,[25 34] ; [168  56],[40.23674912 18.76325088] ; [152.76325088  71.23674912],1
d2,1,4e-06,21.098516,[ 8 51] ; [104 120],[23.34982332 35.65017668] ; [ 88.65017668 135.34982332],1
a4,1,1.4e-05,18.919737,[ 8 51] ; [100 125],[22.43661972 36.56338028] ; [ 85.56338028 139.43661972],1
a5,1,0.000667,11.579071,[29 30] ; [163  62],[39.88732394 19.11267606] ; [152.11267606  72.88732394],1
a2,1,0.005449,7.724214,[ 3 56] ; [ 46 179],[10.17957746 48.82042254] ; [ 38.82042254 186.17957746],0
r1,1,0.014315,5.99886,[36 22] ; [175  50],[43.24381625 14.75618375] ; [167.75618375  57.24381625],0
v2,1,0.036037,4.395374,[22 31] ; [122  90],[28.8 24.2] ; [115.2  96.8],0
b4,1,0.040015,4.217244,[28 31] ; [140  85],[34.90140845 24.09859155] ; [133.09859155  91.90140845],0
p8,1,0.048762,3.883541,[28 30] ; [ 76 146],[21.54285714 36.45714286] ; [ 82.45714286 139.54285714],0
s1,1,0.072909,3.216289,[ 4 54] ; [  5 218],[ 1.85765125 56.14234875] ; [  7.14234875 215.85765125],0
s5,1,0.095364,2.781408,[12 46] ; [ 69 147],[17.1459854 40.8540146] ; [ 63.8540146 152.1459854],0
r3,1,0.121217,2.401528,[52  6] ; [213  11],[54.5035461  3.4964539] ; [210.4964539  13.5035461],0
u1,1,0.126165,2.339072,[ 4 55] ; [ 32 193],[ 7.47887324 51.52112676] ; [ 28.52112676 196.47887324],0
a7,1,0.141256,2.164222,[36 22] ; [162  63],[40.5795053 17.4204947] ; [157.4204947  67.5795053],0
b2,1,0.149337,2.079009,[ 8 21] ; [51 70],[11.40666667 17.59333333] ; [47.59333333 73.40666667],0
b3,1,0.149337,2.079009,[ 8 21] ; [51 70],[11.40666667 17.59333333] ; [47.59333333 73.40666667],0
n3,1,0.178169,1.812832,[12  2] ; [44 21],[9.92405063 4.07594937] ; [46.07594937 18.92405063],0
n2,1,0.212859,1.551876,[13  1] ; [51 14],[11.34177215  2.65822785] ; [52.65822785 12.34177215],0
p1,1,0.229464,1.44418,[ 6 53] ; [ 13 212],[ 3.9471831 55.0528169] ; [ 15.0528169 209.9471831],0
