Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.421317,[ 4 13] ; [94 10],[13.76859504  3.23140496] ; [84.23140496 19.76859504],1
s6,1,0.000251,13.403542,[ 5 12] ; [75 26],[11.52542373  5.47457627] ; [68.47457627 32.52542373],1
s2,1,0.000404,12.514708,[ 3 14] ; [66 38],[9.69421488 7.30578512] ; [59.30578512 44.69421488],1
a6,1,0.004942,7.900476,[ 5 12] ; [68 36],[10.25619835  6.74380165] ; [62.74380165 41.25619835],0
p9,1,0.008764,6.870205,[11  5] ; [95  9],[14.13333333  1.86666667] ; [91.86666667 12.13333333],0
v2,1,0.013277,6.131814,[ 4 13] ; [56 44],[8.71794872 8.28205128] ; [51.28205128 48.71794872],0
n6,1,0.013499,6.102564,[9 8] ; [82 20],[13.  4.] ; [78. 24.],0
p1,1,0.01441,5.987228,[ 4 13] ; [ 6 97],[ 1.41666667 15.58333333] ; [ 8.58333333 94.41666667],0
p7,1,0.017867,5.609192,[ 4 11] ; [61 42],[8.26271186 6.73728814] ; [56.73728814 46.26271186],0
d5,1,0.018469,5.551114,[10  7] ; [86 17],[13.6  3.4] ; [82.4 20.6],0
r2,1,0.018709,5.528481,[13  3] ; [99  4],[15.05882353  0.94117647] ; [96.94117647  6.05882353],0
s3,1,0.030154,4.700475,[ 5 12] ; [60 44],[9.1322314 7.8677686] ; [55.8677686 48.1322314],0
b5,1,0.046518,3.962753,[ 7 10] ; [69 35],[10.67768595  6.32231405] ; [65.32231405 38.67768595],0
a7,1,0.051246,3.800211,[9 8] ; [78 25],[12.325  4.675] ; [74.675 28.325],0
a5,1,0.060141,3.533497,[8 9] ; [73 31],[11.38016529  5.61983471] ; [69.61983471 34.38016529],0
b1,1,0.061751,3.489711,[12  5] ; [48 56],[8.42975207 8.57024793] ; [51.57024793 52.42975207],0
p2,1,0.062812,3.461538,[9 7] ; [81 23],[12.  4.] ; [78. 26.],0
b4,1,0.069191,3.302102,[13  4] ; [55 49],[9.55371901 7.44628099] ; [58.44628099 45.55371901],0
p6,1,0.072128,3.233919,[ 3 14] ; [42 62],[ 6.32231405 10.67768595] ; [38.67768595 65.32231405],0
v4,1,0.129653,2.29665,[14  3] ; [97  7],[15.59504132  1.40495868] ; [95.40495868  8.59504132],0
s8,1,0.132419,2.263918,[ 5 12] ; [51 53],[7.8677686 9.1322314] ; [48.1322314 55.8677686],0
p4,1,0.141873,2.157525,[ 5 11] ; [53 51],[7.73333333 8.26666667] ; [50.26666667 53.73333333],0
r1,1,0.165597,1.922357,[11  6] ; [83 21],[13.20661157  3.79338843] ; [80.79338843 23.20661157],0
u1,1,0.177894,1.81513,[ 1 16] ; [20 84],[ 2.95041322 14.04958678] ; [18.04958678 85.95041322],0
