Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,224.163285,[305 124] ; [ 35 235],[208.6695279 220.3304721] ; [131.3304721 138.6695279],1
d4,1,0.0,191.15519,[423   6] ; [158 113],[356.07  72.93] ; [224.93  46.07],1
d3,1,0.0,182.464664,[383  47] ; [111 158],[303.89127325 126.10872675] ; [190.10872675  78.89127325],1
d5,1,0.0,178.485062,[421   8] ; [160 110],[356.57939914  72.42060086] ; [224.42060086  45.57939914],1
a2,1,0.0,70.839325,[153 278] ; [ 20 251],[106.21509972 324.78490028] ; [ 66.78490028 204.21509972],1
a4,1,0.0,68.012615,[248 182] ; [ 70 201],[195.06419401 234.93580599] ; [122.93580599 148.06419401],1
u1,1,0.0,62.621609,[118 313] ; [ 10 261],[ 78.58689459 352.41310541] ; [ 49.41310541 221.58689459],1
a5,1,0.0,57.505257,[368  63] ; [163 108],[326.01282051 104.98717949] ; [204.98717949  66.01282051],1
a3,1,0.0,42.454701,[351  78] ; [161 110],[313.78285714 115.21714286] ; [198.21714286  72.78285714],1
s8,1,2.5e-05,17.802848,[229 198] ; [101 170],[201.87679083 225.12320917] ; [128.12320917 142.87679083],1
r1,1,7e-05,15.807895,[373  56] ; [203  67],[353.51072961  75.48927039] ; [222.48927039  47.51072961],1
p4,1,0.000174,14.094378,[291 138] ; [145 125],[267.58798283 161.41201717] ; [168.41201717 101.58798283],1
a7,1,0.000213,13.712217,[341  90] ; [179  90],[320.17142857 110.82857143] ; [199.82857143  69.17142857],1
a6,1,0.000851,11.127167,[320 109] ; [170 101],[300.3 128.7] ; [189.7  81.3],1
s5,1,0.000891,11.04061,[172 238] ; [ 77 186],[151.69390788 258.30609212] ; [ 97.30609212 165.69390788],1
s2,1,0.001476,10.108914,[254 174] ; [126 142],[233.67816092 194.32183908] ; [146.32183908 121.67816092],0
n4,1,0.001957,9.589046,[357  74] ; [198  73],[340.74786325  90.25213675] ; [214.25213675  56.74786325],0
p3,1,0.002275,9.31292,[248 180] ; [125 146],[228.38912732 199.61087268] ; [144.61087268 126.38912732],0
v3,1,0.007274,7.203973,[186 224] ; [ 93 173],[169.21597633 240.78402367] ; [109.78402367 156.21597633],0
v2,1,0.008178,6.994114,[258 156] ; [133 123],[241.60298507 172.39701493] ; [149.39701493 106.60298507],0
s7,1,0.01305,6.162303,[233 182] ; [119 138],[217.38095238 197.61904762] ; [134.61904762 122.38095238],0
s3,1,0.017244,5.671407,[265 159] ; [143 125],[249.98843931 174.01156069] ; [158.01156069 109.98843931],0
p6,1,0.019027,5.499003,[180 246] ; [ 89 178],[165.35930736 260.64069264] ; [103.64069264 163.35930736],0
u4,1,0.020843,5.339913,[ 12 419] ; [  1 270],[  7.98148148 423.01851852] ; [  5.01851852 265.98148148],0
r3,1,0.024587,5.05276,[417  12] ; [254  17],[411.22714286  17.77285714] ; [259.77285714  11.22714286],0
v1,1,0.050969,3.809279,[250 170] ; [136 126],[237.71260997 182.28739003] ; [148.28739003 113.71260997],0
p7,1,0.060393,3.526564,[291 128] ; [165  99],[279.74231332 139.25768668] ; [176.25768668  87.74231332],0
p12,1,0.090043,2.873606,[ 45 385] ; [ 18 251],[ 38.75536481 391.24463519] ; [ 24.24463519 244.75536481],0
r4,1,0.10052,2.697271,[408  23] ; [248  23],[402.75783476  28.24216524] ; [253.24216524  17.75783476],0
s6,1,0.110403,2.548448,[304 118] ; [175  89],[294.66180758 127.33819242] ; [184.33819242  79.66180758],0
b2,1,0.199316,1.647379,[114 157] ; [52 94],[107.88009592 163.11990408] ; [58.11990408 87.88009592],0
b3,1,0.199316,1.647379,[114 157] ; [52 94],[107.88009592 163.11990408] ; [58.11990408 87.88009592],0
p8,1,0.205948,1.599687,[246 179] ; [142 126],[237.95093795 187.04906205] ; [150.04906205 117.95093795],0
a1,1,0.212637,1.553383,[ 23 408] ; [  9 262],[ 19.64672365 411.35327635] ; [ 12.35327635 258.64672365],0
n2,1,0.220954,1.498165,[59 22] ; [49 11],[62.04255319 18.95744681] ; [45.95744681 14.04255319],0
b5,1,0.230932,1.435111,[263 168] ; [153 118],[255.40740741 175.59259259] ; [160.59259259 110.40740741],0
s1,1,0.288685,1.125743,[ 10 416] ; [ 10 258],[ 12.27665706 413.72334294] ; [  7.72334294 260.27665706],0
u2,1,0.304637,1.053786,[50 30] ; [60 49],[46.56084656 33.43915344] ; [63.43915344 45.56084656],0
n6,1,0.306437,1.045968,[379  49] ; [232  38],[374.65329513  53.34670487] ; [236.34670487  33.65329513],0
b4,1,0.372888,0.794017,[258 173] ; [153 118],[252.33760684 178.66239316] ; [158.66239316 112.33760684],0
u3,1,0.379902,0.77102,[51 29] ; [62 46],[48.08510638 31.91489362] ; [64.91489362 43.08510638],0
p9,1,0.389674,0.739958,[408  22] ; [252  18],[405.42857143  24.57142857] ; [254.57142857  15.42857143],0
n5,1,0.427365,0.629974,[341  88] ; [207  62],[336.80802292  92.19197708] ; [211.19197708  57.80802292],0
p2,1,0.434487,0.6108,[372  56] ; [229  41],[368.52148997  59.47851003] ; [232.47851003  37.52148997],0
a8,1,0.449522,0.571857,[ 53 332] ; [ 30 226],[ 49.85179407 335.14820593] ; [ 33.14820593 222.85179407],0
p5,1,0.517741,0.418392,[ 56 370] ; [ 31 239],[ 53.25 372.75] ; [ 33.75 236.25],0
s4,1,0.54249,0.370945,[ 79 347] ; [ 45 224],[ 76.0057554 349.9942446] ; [ 47.9942446 221.0057554],0
v4,1,0.607528,0.26379,[419  10] ; [262   8],[417.9527897  11.0472103] ; [263.0472103   6.9527897],0
p1,1,0.612664,0.256315,[ 38 391] ; [ 27 243],[ 39.89270386 389.10729614] ; [ 25.10729614 244.89270386],0
p11,1,0.615992,0.251541,[364  67] ; [225  46],[361.62250712  69.37749288] ; [227.37749288  43.62250712],0
b1,1,0.858271,0.031889,[153 278] ; [ 98 173],[154.1039886 276.8960114] ; [ 96.8960114 174.1039886],0
n3,1,0.867003,0.028045,[59 21] ; [45 15],[59.42857143 20.57142857] ; [44.57142857 15.42857143],0
n1,1,0.905698,0.014034,[31 50] ; [22 37],[30.66428571 50.33571429] ; [22.33571429 36.66428571],0
