Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,26.962447,[ 9 67] ; [46 47],[24.73372781 51.26627219] ; [30.26627219 62.73372781],1
p2,1,7e-06,20.253689,[41 35] ; [81 14],[54.22222222 21.77777778] ; [67.77777778 27.22222222],1
p8,1,1.5e-05,18.683105,[22 53] ; [59 35],[35.94674556 39.05325444] ; [45.05325444 48.94674556],1
p3,1,4.1e-05,16.838784,[18 58] ; [52 43],[31.11111111 44.88888889] ; [38.88888889 56.11111111],1
p4,1,5.7e-05,16.199722,[21 54] ; [56 39],[33.97058824 41.02941176] ; [43.02941176 51.97058824],1
s7,1,0.000866,11.09418,[20 54] ; [47 42],[30.41717791 43.58282209] ; [36.58282209 52.41717791],1
s8,1,0.001963,9.583568,[14 62] ; [38 56],[23.24705882 52.75294118] ; [28.75294118 65.24705882],0
n6,1,0.013966,6.042479,[54 22] ; [82 13],[60.44444444 15.55555556] ; [75.55555556 19.44444444],0
r3,1,0.014382,5.990662,[62 14] ; [89  6],[67.11111111  8.88888889] ; [83.88888889 11.11111111],0
p5,1,0.017993,5.596865,[ 4 72] ; [16 78],[ 8.94117647 67.05882353] ; [11.05882353 82.94117647],0
s3,1,0.036686,4.364949,[34 39] ; [59 35],[40.65269461 32.34730539] ; [52.34730539 41.65269461],0
a7,1,0.049806,3.847991,[40 36] ; [64 31],[46.22222222 29.77777778] ; [57.77777778 37.22222222],0
v2,1,0.050911,3.81121,[25 46] ; [46 45],[31.11728395 39.88271605] ; [39.88271605 51.11728395],0
s5,1,0.052854,3.748543,[14 57] ; [31 62],[19.48170732 51.51829268] ; [25.51829268 67.48170732],0
v4,1,0.053259,3.735771,[68  8] ; [91  3],[71.08235294  4.91764706] ; [87.91764706  6.08235294],0
n4,1,0.097841,2.740385,[57 19] ; [60 35],[52. 24.] ; [65. 30.],0
b1,1,0.109671,2.558953,[26 50] ; [44 51],[31.11111111 44.88888889] ; [38.88888889 56.11111111],0
a3,1,0.197006,1.664433,[34 41] ; [52 42],[38.16568047 36.83431953] ; [47.83431953 46.16568047],0
s4,1,0.20201,1.62778,[16 60] ; [13 82],[12.88888889 63.11111111] ; [16.11111111 78.88888889],0
s2,1,0.207727,1.587197,[26 47] ; [43 52],[29.98214286 43.01785714] ; [39.01785714 55.98214286],0
r4,1,0.21023,1.569844,[63 13] ; [85 10],[65.77777778 10.22222222] ; [82.22222222 12.77777778],0
r1,1,0.21722,1.522643,[52 24] ; [73 22],[55.55555556 20.44444444] ; [69.44444444 25.55555556],0
s1,1,0.281363,1.160495,[ 5 69] ; [ 3 91],[ 3.52380952 70.47619048] ; [ 4.47619048 89.52380952],0
a2,1,0.301935,1.065628,[ 4 72] ; [ 9 86],[ 5.77777778 70.22222222] ; [ 7.22222222 87.77777778],0
b4,1,0.36954,0.80521,[46 30] ; [51 44],[43.11111111 32.88888889] ; [53.88888889 41.11111111],0
p11,1,0.37513,0.7866,[53 23] ; [72 23],[55.55555556 20.44444444] ; [69.44444444 25.55555556],0
n3,1,0.384295,0.756918,[15  7] ; [16  4],[16.23809524  5.76190476] ; [14.76190476  5.23809524],0
u1,1,0.388136,0.744774,[ 2 74] ; [ 5 90],[ 3.11111111 72.88888889] ; [ 3.88888889 91.11111111],0
b2,1,0.422623,0.64301,[19 22] ; [23 37],[17.04950495 23.95049505] ; [24.95049505 35.04950495],0
b3,1,0.422623,0.64301,[19 22] ; [23 37],[17.04950495 23.95049505] ; [24.95049505 35.04950495],0
d2,1,0.453945,0.560783,[17 59] ; [26 69],[19.11111111 56.88888889] ; [23.88888889 71.11111111],0
p1,1,0.460252,0.545281,[ 9 67] ; [15 80],[10.66666667 65.33333333] ; [13.33333333 81.66666667],0
a1,1,0.489941,0.476655,[ 4 72] ; [ 3 92],[ 3.11111111 72.88888889] ; [ 3.88888889 91.11111111],0
n2,1,0.495014,0.465608,[20  4] ; [15  5],[19.09090909  4.90909091] ; [15.90909091  4.09090909],0
p12,1,0.508579,0.43699,[ 5 70] ; [ 9 86],[ 6.17647059 68.82352941] ; [ 7.82352941 87.17647059],0
d4,1,0.515765,0.422354,[35 41] ; [48 46],[37.10588235 38.89411765] ; [45.89411765 48.10588235],0
s6,1,0.518348,0.417179,[39 36] ; [53 40],[41.07142857 33.92857143] ; [50.92857143 42.07142857],0
a5,1,0.560812,0.338301,[41 35] ; [47 48],[39.11111111 36.88888889] ; [48.88888889 46.11111111],0
n1,1,0.570603,0.321675,[10 13] ; [ 7 13],[ 9.09302326 13.90697674] ; [ 7.90697674 12.09302326],0
a4,1,0.575017,0.314361,[17 58] ; [18 76],[15.53254438 59.46745562] ; [19.46745562 74.53254438],0
d1,1,0.577123,0.310909,[ 4 72] ; [ 7 88],[ 4.88888889 71.11111111] ; [ 6.11111111 88.88888889],0
u2,1,0.585582,0.297297,[19 23] ; [21 20],[20.24096386 21.75903614] ; [19.75903614 21.24096386],0
