Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.016693,5.728405,[13  1] ; [25 18],[9.33333333 4.66666667] ; [28.66666667 14.33333333],0
p9,1,0.08302,3.004769,[7 7] ; [10 30],[4.40740741 9.59259259] ; [12.59259259 27.40740741],0
r2,1,0.116961,2.457547,[10  3] ; [22 20],[7.56363636 5.43636364] ; [24.43636364 17.56363636],0
p1,1,0.121417,2.398946,[ 4 10] ; [ 5 39],[ 2.17241379 11.82758621] ; [ 6.82758621 37.17241379],0
b1,1,0.126687,2.332635,[5 9] ; [26 18],[7.48275862 6.51724138] ; [23.51724138 20.48275862],0
s3,1,0.14341,2.140981,[ 2 12] ; [15 28],[4.1754386 9.8245614] ; [12.8245614 30.1754386],0
b4,1,0.160253,1.971841,[10  4] ; [22 22],[7.72413793 6.27586207] ; [24.27586207 19.72413793],0
d3,1,0.168715,1.894326,[9 5] ; [19 25],[6.75862069 7.24137931] ; [21.24137931 22.75862069],0
v1,1,0.264349,1.245839,[5 9] ; [ 9 34],[ 3.43859649 10.56140351] ; [10.56140351 32.43859649],0
n2,1,0.271473,1.209289,[5 2] ; [13 14],[3.70588235 3.29411765] ; [14.29411765 12.70588235],0
n3,1,0.27893,1.172295,[4 3] ; [ 9 17],[2.75757576 4.24242424] ; [10.24242424 15.75757576],0
v2,1,0.28804,1.128758,[6 7] ; [13 30],[4.41071429 8.58928571] ; [14.58928571 28.41071429],0
s2,1,0.292514,1.108016,[ 4 10] ; [ 7 37],[ 2.65517241 11.34482759] ; [ 8.34482759 35.65517241],0
p8,1,0.31141,1.024687,[ 4 10] ; [ 7 36],[ 2.70175439 11.29824561] ; [ 8.29824561 34.70175439],0
v4,1,0.363636,0.825296,[7 7] ; [16 28],[5.55172414 8.44827586] ; [17.44827586 26.55172414],0
p10,1,0.38412,0.757475,[6 8] ; [13 30],[4.66666667 9.33333333] ; [14.33333333 28.66666667],0
b5,1,0.431156,0.619708,[5 9] ; [21 23],[6.27586207 7.72413793] ; [19.72413793 24.27586207],0
p11,1,0.434663,0.610332,[5 9] ; [11 33],[ 3.86206897 10.13793103] ; [12.13793103 31.86206897],0
a5,1,0.452094,0.565397,[7 7] ; [27 17],[8.20689655 5.79310345] ; [25.79310345 18.20689655],0
a2,1,0.483074,0.491916,[ 3 11] ; [ 6 38],[ 2.17241379 11.82758621] ; [ 6.82758621 37.17241379],0
s1,1,0.483074,0.491916,[ 3 11] ; [ 6 38],[ 2.17241379 11.82758621] ; [ 6.82758621 37.17241379],0
n6,1,0.490925,0.474498,[7 7] ; [17 26],[5.89473684 8.10526316] ; [18.10526316 24.89473684],0
d5,1,0.494921,0.465811,[10  4] ; [27 17],[8.93103448 5.06896552] ; [28.06896552 15.93103448],0
p3,1,0.505278,0.443833,[ 3 11] ; [ 6 37],[ 2.21052632 11.78947368] ; [ 6.78947368 36.21052632],0
d2,1,0.577097,0.310952,[9 5] ; [24 19],[8.10526316 5.89473684] ; [24.89473684 18.10526316],0
s6,1,0.60808,0.262981,[ 2 12] ; [ 9 35],[ 2.65517241 11.34482759] ; [ 8.34482759 35.65517241],0
a1,1,0.633938,0.226759,[ 3 11] ; [ 7 37],[ 2.4137931 11.5862069] ; [ 7.5862069 36.4137931],0
a6,1,0.655021,0.199628,[7 7] ; [25 19],[7.72413793 6.27586207] ; [24.27586207 19.72413793],0
p7,1,0.659207,0.194489,[ 2 11] ; [ 9 34],[ 2.55357143 10.44642857] ; [ 8.44642857 34.55357143],0
b3,1,0.669512,0.182173,[3 3] ; [13 19],[2.52631579 3.47368421] ; [13.47368421 18.52631579],0
b2,1,0.669512,0.182173,[3 3] ; [13 19],[2.52631579 3.47368421] ; [13.47368421 18.52631579],0
r3,1,0.729283,0.119771,[5 9] ; [18 26],[5.55172414 8.44827586] ; [17.44827586 26.55172414],0
d1,1,0.766486,0.088194,[7 7] ; [20 24],[6.51724138 7.48275862] ; [20.48275862 23.51724138],0
p4,1,0.81578,0.054278,[ 2 11] ; [ 8 36],[ 2.28070175 10.71929825] ; [ 7.71929825 36.28070175],0
d4,1,0.819093,0.052309,[10  4] ; [30 14],[9.65517241 4.34482759] ; [30.34482759 13.65517241],0
s8,1,0.82105,0.051164,[ 1 13] ; [ 4 40],[ 1.20689655 12.79310345] ; [ 3.79310345 40.20689655],0
a4,1,0.825815,0.048432,[6 8] ; [17 26],[5.64912281 8.35087719] ; [17.35087719 25.64912281],0
n4,1,0.844406,0.038518,[9 5] ; [27 17],[8.68965517 5.31034483] ; [27.31034483 16.68965517],0
s7,1,0.899931,0.015813,[ 3 10] ; [ 9 33],[ 2.83636364 10.16363636] ; [ 9.16363636 32.83636364],0
n5,1,0.911374,0.012389,[9 5] ; [29 15],[9.17241379 4.82758621] ; [28.82758621 15.17241379],0
n1,1,0.919242,0.01028,[3 4] ; [11 16],[2.88235294 4.11764706] ; [11.11764706 15.88235294],0
r1,1,0.924557,0.008967,[ 4 10] ; [12 32],[ 3.86206897 10.13793103] ; [12.13793103 31.86206897],0
s4,1,0.951065,0.003766,[ 2 12] ; [ 6 38],[ 1.93103448 12.06896552] ; [ 6.06896552 37.93103448],0
p6,1,1.0,0.0,[ 1 13] ; [ 3 39],[ 1. 13.] ; [ 3. 39.],0
a7,1,1.0,0.0,[7 7] ; [22 22],[7. 7.] ; [22. 22.],0
