Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.16721,[19 39] ; [66 14],[35.72463768 22.27536232] ; [49.27536232 30.72463768],1
v4,1,0.000108,14.991659,[32 26] ; [68 12],[42.02898551 15.97101449] ; [57.97101449 22.02898551],1
r2,1,0.000486,12.170433,[37 18] ; [72  7],[44.73880597 10.26119403] ; [64.26119403 14.73880597],1
r3,1,0.000491,12.151044,[33 25] ; [67 13],[42.02898551 15.97101449] ; [57.97101449 22.02898551],1
p11,1,0.009621,6.703764,[19 39] ; [44 36],[26.47826087 31.52173913] ; [36.52173913 43.47826087],0
a7,1,0.009849,6.662069,[28 30] ; [56 24],[35.30434783 22.69565217] ; [48.69565217 31.30434783],0
s6,1,0.014969,5.920122,[14 44] ; [35 44],[20.74452555 37.25547445] ; [28.25547445 50.74452555],0
p1,1,0.036822,4.358604,[ 9 49] ; [ 4 76],[ 5.46376812 52.53623188] ; [ 7.53623188 72.46376812],0
v2,1,0.041813,4.142743,[17 39] ; [36 39],[22.65648855 33.34351145] ; [30.34351145 44.65648855],0
u2,1,0.043386,4.080283,[ 5 16] ; [17 16],[ 8.55555556 12.44444444] ; [13.44444444 19.55555556],0
u3,1,0.048129,3.905462,[ 6 15] ; [19 15],[ 9.54545455 11.45454545] ; [15.45454545 18.54545455],0
p10,1,0.053875,3.716567,[19 37] ; [40 39],[24.47407407 31.52592593] ; [34.52592593 44.47407407],0
s3,1,0.057127,3.618888,[14 43] ; [31 46],[19.14179104 37.85820896] ; [25.85820896 51.14179104],0
s2,1,0.062589,3.467417,[11 47] ; [26 52],[15.77941176 42.22058824] ; [21.22058824 56.77941176],0
a1,1,0.075107,3.167731,[ 9 49] ; [ 5 75],[ 5.88405797 52.11594203] ; [ 8.11594203 71.88405797],0
d2,1,0.090767,2.860719,[28 28] ; [28 51],[23.22962963 32.77037037] ; [32.77037037 46.22962963],0
s5,1,0.161303,1.961971,[ 6 50] ; [15 61],[ 8.90909091 47.09090909] ; [12.09090909 63.90909091],0
b2,1,0.163642,1.940243,[17 19] ; [13 28],[14.02597403 21.97402597] ; [15.97402597 25.02597403],0
b3,1,0.163642,1.940243,[17 19] ; [13 28],[14.02597403 21.97402597] ; [15.97402597 25.02597403],0
v3,1,0.185819,1.750457,[13 44] ; [25 50],[16.40909091 40.59090909] ; [21.59090909 53.40909091],0
p4,1,0.198581,1.652782,[11 47] ; [22 55],[14.17777778 43.82222222] ; [18.82222222 58.17777778],0
b1,1,0.222725,1.486729,[30 28] ; [33 47],[26.47826087 31.52173913] ; [36.52173913 43.47826087],0
p3,1,0.240874,1.375473,[12 45] ; [24 56],[14.97810219 42.02189781] ; [21.02189781 58.97810219],0
n1,1,0.308034,1.039087,[ 8 16] ; [15 17],[ 9.85714286 14.14285714] ; [13.14285714 18.85714286],0
p12,1,0.309385,1.0333,[ 1 57] ; [ 4 76],[ 2.10144928 55.89855072] ; [ 2.89855072 77.10144928],0
s1,1,0.326437,0.962983,[ 5 53] ; [11 67],[ 6.82352941 51.17647059] ; [ 9.17647059 68.82352941],0
p8,1,0.343175,0.898535,[11 46] ; [21 59],[13.31386861 43.68613139] ; [18.68613139 61.31386861],0
p7,1,0.343719,0.896512,[14 44] ; [24 52],[16.44776119 41.55223881] ; [21.55223881 54.44776119],0
v1,1,0.392479,0.731248,[14 43] ; [25 55],[16.22627737 40.77372263] ; [22.77372263 57.22627737],0
