Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000192,13.910907,[151  10] ; [75 21],[141.57976654  19.42023346] ; [84.42023346 11.57976654],1
v2,1,0.001162,10.549243,[108  52] ; [44 50],[95.7480315 64.2519685] ; [56.2519685 37.7480315],0
s8,1,0.001712,9.835107,[109  52] ; [46 50],[97.10116732 63.89883268] ; [57.89883268 38.10116732],0
v3,1,0.002323,9.275072,[83 78] ; [30 64],[71.34509804 89.65490196] ; [41.65490196 52.34509804],0
a3,1,0.003095,8.750886,[138  24] ; [67 29],[128.72093023  33.27906977] ; [76.27906977 19.72093023],0
p8,1,0.004005,8.281751,[112  49] ; [49 46],[101.25390625  59.74609375] ; [59.74609375 35.25390625],0
d1,1,0.004036,8.267452,[120  43] ; [54 42],[109.50579151  53.49420849] ; [64.49420849 31.50579151],0
d5,1,0.004575,8.040261,[145  16] ; [74 22],[137.19455253  23.80544747] ; [81.80544747 14.19455253],0
n5,1,0.005428,7.731178,[139  23] ; [68 27],[130.48249027  31.51750973] ; [76.51750973 18.48249027],0
s2,1,0.010345,6.574446,[126  35] ; [61 35],[117.14785992  43.85214008] ; [69.85214008 26.14785992],0
v4,1,0.024202,5.0801,[159   2] ; [89  6],[155.96875   5.03125] ; [92.03125  2.96875],0
p7,1,0.047304,3.934536,[126  33] ; [64 30],[119.40711462  39.59288538] ; [70.59288538 23.40711462],0
a5,1,0.084612,2.974001,[138  25] ; [73 23],[132.79150579  30.20849421] ; [78.20849421 17.79150579],0
n4,1,0.087682,2.916425,[135  28] ; [71 25],[129.64478764  33.35521236] ; [76.35521236 19.64478764],0
p6,1,0.102312,2.669131,[88 71] ; [43 53],[81.68235294 77.31764706] ; [49.31764706 46.68235294],0
b2,1,0.105095,2.626469,[50 47] ; [20 33],[45.26666667 51.73333333] ; [24.73333333 28.26666667],0
b3,1,0.105095,2.626469,[50 47] ; [20 33],[45.26666667 51.73333333] ; [24.73333333 28.26666667],0
n2,1,0.120296,2.413468,[28  4] ; [17  7],[25.71428571  6.28571429] ; [19.28571429  4.71428571],0
p9,1,0.121052,2.403658,[157   5] ; [89  7],[154.46511628   7.53488372] ; [91.53488372  4.46511628],0
b5,1,0.127198,2.326377,[89 74] ; [43 53],[83.07335907 79.92664093] ; [48.92664093 47.07335907],0
p3,1,0.152738,2.044687,[104  58] ; [53 43],[98.58139535 63.41860465] ; [58.41860465 37.58139535],0
p11,1,0.16349,1.941647,[137  26] ; [74 22],[132.79150579  30.20849421] ; [78.20849421 17.79150579],0
p5,1,0.165093,1.926942,[ 41 122] ; [17 79],[ 36.5019305 126.4980695] ; [21.4980695 74.5019305],0
s3,1,0.178089,1.813498,[114  43] ; [62 34],[109.2173913  47.7826087] ; [66.7826087 29.2173913],0
d3,1,0.208135,1.584349,[123  39] ; [66 30],[118.6744186  43.3255814] ; [70.3255814 25.6744186],0
p4,1,0.209524,1.57471,[116  45] ; [62 34],[111.50972763  49.49027237] ; [66.49027237 29.50972763],0
n3,1,0.212168,1.556569,[20 12] ; [18  5],[22.10909091  9.89090909] ; [15.89090909  7.10909091],0
a2,1,0.213148,1.549917,[ 49 114] ; [22 74],[ 44.68339768 118.31660232] ; [26.31660232 69.68339768],0
u1,1,0.235339,1.408297,[ 41 122] ; [18 78],[ 37.13127413 125.86872587] ; [21.86872587 74.13127413],0
s1,1,0.258903,1.274612,[  4 155] ; [ 5 91],[  5.61176471 153.38823529] ; [ 3.38823529 92.61176471],0
a4,1,0.268672,1.223514,[88 75] ; [45 51],[83.7027027 79.2972973] ; [49.2972973 46.7027027],0
s4,1,0.289453,1.122163,[ 38 122] ; [28 66],[ 41.57480315 118.42519685] ; [24.42519685 69.57480315],0
p1,1,0.312732,1.019105,[ 24 138] ; [10 86],[ 21.34883721 140.65116279] ; [12.65116279 83.34883721],0
a8,1,0.325797,0.96553,[ 18 132] ; [ 7 81],[ 15.75630252 134.24369748] ; [ 9.24369748 78.75630252],0
s6,1,0.334932,0.929733,[139  22] ; [85  9],[141.42745098  19.57254902] ; [82.57254902 11.42745098],0
p12,1,0.400724,0.706153,[ 25 138] ; [11 84],[ 22.74418605 140.25581395] ; [13.25581395 81.74418605],0
d2,1,0.411846,0.673464,[89 72] ; [48 48],[85.82490272 75.17509728] ; [51.17509728 44.82490272],0
a6,1,0.462298,0.540324,[100  61] ; [64 32],[102.73929961  58.26070039] ; [61.26070039 34.73929961],0
r1,1,0.477016,0.505678,[140  22] ; [79 16],[138.04669261  23.95330739] ; [80.95330739 14.04669261],0
u2,1,0.522829,0.408308,[13 12] ; [17 11],[14.1509434 10.8490566] ; [15.8490566 12.1509434],0
n1,1,0.589154,0.291667,[17 15] ; [11 13],[16. 16.] ; [12. 12.],0
s7,1,0.604749,0.267893,[103  53] ; [63 28],[104.84210526  51.15789474] ; [61.15789474 29.84210526],0
u3,1,0.609038,0.261578,[18  7] ; [19 10],[17.12962963  7.87037037] ; [19.87037037  9.12962963],0
u4,1,0.614588,0.253548,[  3 160] ; [ 1 95],[  2.51737452 160.48262548] ; [ 1.48262548 94.51737452],0
r4,1,0.644576,0.212807,[155   8] ; [90  6],[154.18918919   8.81081081] ; [90.81081081  5.18918919],0
p2,1,0.656102,0.198294,[144  19] ; [83 13],[142.86100386  20.13899614] ; [84.13899614 11.86100386],0
a1,1,0.733947,0.115518,[ 12 151] ; [ 6 90],[ 11.32818533 151.67181467] ; [ 6.67181467 89.32818533],0
a7,1,0.814562,0.055011,[116  47] ; [67 29],[115.16988417  47.83011583] ; [67.83011583 28.16988417],0
r2,1,0.839282,0.041133,[156   6] ; [91  4],[155.69649805   6.30350195] ; [91.30350195  3.69649805],0
n6,1,0.933735,0.006913,[147  13] ; [87  8],[146.82352941  13.17647059] ; [87.17647059  7.82352941],0
b4,1,0.986161,0.000301,[100  63] ; [59 37],[100.06563707  62.93436293] ; [58.93436293 37.06563707],0
r3,1,0.988082,0.000223,[156   7] ; [90  4],[156.0233463   6.9766537] ; [89.9766537  4.0233463],0
