Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7.4e-05,15.69621,[11  1] ; [29 61],[4.70588235 7.29411765] ; [35.29411765 54.70588235],1
s4,1,0.00175,9.795238,[6 6] ; [12 78],[2.11764706 9.88235294] ; [15.88235294 74.11764706],0
s7,1,0.007556,7.135798,[6 5] ; [15 66],[2.51086957 8.48913043] ; [18.48913043 62.51086957],0
d1,1,0.014177,6.016003,[9 3] ; [34 56],[5.05882353 6.94117647] ; [37.94117647 52.05882353],0
p4,1,0.041152,4.16973,[8 4] ; [32 57],[4.75247525 7.24752475] ; [35.24752475 53.75247525],0
s3,1,0.042326,4.122128,[9 3] ; [39 50],[5.7029703 6.2970297] ; [42.2970297 46.7029703],0
d2,1,0.050081,3.838744,[8 4] ; [33 56],[4.87128713 7.12871287] ; [36.12871287 52.87128713],0
p3,1,0.062408,3.472201,[6 6] ; [22 68],[3.29411765 8.70588235] ; [24.70588235 65.29411765],0
b5,1,0.109926,2.55528,[4 8] ; [52 38],[6.58823529 5.41176471] ; [49.41176471 40.58823529],0
v2,1,0.169796,1.884747,[6 6] ; [25 58],[3.91578947 8.08421053] ; [27.08421053 55.91578947],0
a6,1,0.172796,1.858514,[6 6] ; [62 27],[8.07920792 3.92079208] ; [59.92079208 29.07920792],0
d5,1,0.184413,1.761695,[10  2] ; [57 32],[7.96039604 4.03960396] ; [59.03960396 29.96039604],0
p2,1,0.18965,1.720334,[9 3] ; [49 40],[6.89108911 5.10891089] ; [51.10891089 37.89108911],0
s8,1,0.202345,1.625366,[4 8] ; [16 74],[2.35294118 9.64705882] ; [17.64705882 72.35294118],0
p10,1,0.205268,1.604489,[8 4] ; [42 47],[5.94059406 6.05940594] ; [44.05940594 44.94059406],0
p5,1,0.243705,1.359031,[ 1 11] ; [ 2 87],[ 0.35643564 11.64356436] ; [ 2.64356436 86.35643564],0
d3,1,0.258195,1.278409,[9 3] ; [51 37],[7.2 4.8] ; [52.8 35.2],0
r2,1,0.288227,1.127885,[11  1] ; [70 19],[9.62376238 2.37623762] ; [71.37623762 17.62376238],0
u3,1,0.294266,1.1,[1 3] ; [21 19],[2. 2.] ; [20. 20.],0
n2,1,0.301323,1.068329,[6 2] ; [17 14],[4.71794872 3.28205128] ; [18.28205128 12.71794872],0
n4,1,0.310536,1.028395,[4 8] ; [44 46],[5.64705882 6.35294118] ; [42.35294118 47.64705882],0
s2,1,0.321263,0.983796,[5 7] ; [25 65],[3.52941176 8.47058824] ; [26.47058824 63.52941176],0
p9,1,0.328731,0.95389,[8 4] ; [46 43],[6.41584158 5.58415842] ; [47.58415842 41.41584158],0
v3,1,0.343821,0.896132,[ 1 10] ; [18 67],[2.17708333 8.82291667] ; [16.82291667 68.17708333],0
n1,1,0.385223,0.753968,[4 4] ; [10 20],[2.94736842 5.05263158] ; [11.05263158 18.94736842],0
p6,1,0.420445,0.649071,[3 9] ; [14 75],[2.01980198 9.98019802] ; [14.98019802 74.01980198],0
a5,1,0.423147,0.641559,[8 4] ; [49 41],[6.70588235 5.29411765] ; [50.29411765 39.70588235],0
a3,1,0.446397,0.579784,[8 4] ; [49 40],[6.77227723 5.22772277] ; [50.22772277 38.77227723],0
b1,1,0.44735,0.577358,[5 7] ; [48 42],[6.23529412 5.76470588] ; [46.76470588 43.23529412],0
a2,1,0.455893,0.555959,[ 1 11] ; [15 75],[ 1.88235294 10.11764706] ; [14.11764706 75.88235294],0
b4,1,0.465384,0.532915,[8 4] ; [50 40],[6.82352941 5.17647059] ; [51.17647059 38.82352941],0
n5,1,0.490398,0.475652,[4 8] ; [39 50],[5.10891089 6.89108911] ; [37.89108911 51.10891089],0
u2,1,0.521166,0.411585,[3 1] ; [24 17],[2.4 1.6] ; [24.6 16.4],0
v4,1,0.521726,0.410479,[8 4] ; [67 22],[8.91089109 3.08910891] ; [66.08910891 22.91089109],0
r1,1,0.539169,0.377082,[8 3] ; [57 33],[7.07920792 3.92079208] ; [57.92079208 32.07920792],0
p7,1,0.562869,0.334761,[7 5] ; [43 44],[6.06060606 5.93939394] ; [43.93939394 43.06060606],0
p11,1,0.587522,0.294231,[7 5] ; [45 45],[6.11764706 5.88235294] ; [45.88235294 44.11764706],0
r3,1,0.603697,0.269455,[10  2] ; [69 21],[9.29411765 2.70588235] ; [69.70588235 20.29411765],0
r4,1,0.679171,0.17106,[7 5] ; [58 32],[7.64705882 4.35294118] ; [57.35294118 32.64705882],0
a4,1,0.679171,0.17106,[5 7] ; [32 58],[4.35294118 7.64705882] ; [32.64705882 57.35294118],0
d4,1,0.687013,0.162338,[9 3] ; [61 27],[8.4 3.6] ; [61.6 26.4],0
p1,1,0.708748,0.139531,[ 1 11] ; [ 5 84],[ 0.71287129 11.28712871] ; [ 5.28712871 83.71287129],0
n3,1,0.711107,0.137174,[5 3] ; [16 13],[4.54054054 3.45945946] ; [16.45945946 12.54054054],0
a1,1,0.830148,0.046015,[ 1 11] ; [ 6 84],[ 0.82352941 11.17647059] ; [ 6.17647059 83.82352941],0
b2,1,0.858194,0.031924,[2 7] ; [13 39],[2.21311475 6.78688525] ; [12.78688525 39.21311475],0
b3,1,0.858194,0.031924,[2 7] ; [13 39],[2.21311475 6.78688525] ; [12.78688525 39.21311475],0
a7,1,0.879729,0.022896,[8 4] ; [58 32],[7.76470588 4.23529412] ; [58.23529412 31.76470588],0
p8,1,0.919939,0.010102,[4 7] ; [31 58],[3.85 7.15] ; [31.15 57.85],0
