Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,26.59389,[41 35] ; [ 1 34],[28.75675676 47.24324324] ; [13.24324324 21.75675676],1
a5,1,8e-06,20.032039,[52 24] ; [ 8 27],[41.08108108 34.91891892] ; [18.91891892 16.08108108],1
d3,1,5.9e-05,16.121224,[52 23] ; [10 25],[42.27272727 32.72727273] ; [19.72727273 15.27272727],1
p10,1,0.00345,8.552584,[60 14] ; [19 16],[53.63302752 20.36697248] ; [25.36697248  9.63302752],0
v2,1,0.003468,8.543347,[43 33] ; [ 9 25],[35.92727273 40.07272727] ; [16.07272727 17.92727273],0
d4,1,0.003716,8.417639,[58 18] ; [17 18],[51.35135135 24.64864865] ; [23.64864865 11.35135135],0
r2,1,0.005355,7.755574,[64  9] ; [22 12],[58.6728972 14.3271028] ; [27.3271028  6.6728972],0
r4,1,0.010169,6.605098,[54 22] ; [16 19],[47.92792793 28.07207207] ; [22.07207207 12.92792793],0
a4,1,0.016759,5.721392,[25 51] ; [ 4 31],[19.85585586 56.14414414] ; [ 9.14414414 25.85585586],0
b2,1,0.023832,5.106786,[18 34] ; [ 2 20],[14.05405405 37.94594595] ; [ 5.94594595 16.05405405],0
b3,1,0.023832,5.106786,[18 34] ; [ 2 20],[14.05405405 37.94594595] ; [ 5.94594595 16.05405405],0
a3,1,0.03265,4.56405,[50 26] ; [15 19],[44.90909091 31.09090909] ; [20.09090909 13.90909091],0
p11,1,0.036747,4.362105,[60 16] ; [21 14],[55.45945946 20.54054054] ; [25.54054054  9.45945946],0
s7,1,0.039662,4.232298,[35 37] ; [ 9 24],[30.17142857 41.82857143] ; [13.82857143 19.17142857],0
d2,1,0.057587,3.605553,[29 47] ; [ 7 28],[24.64864865 51.35135135] ; [11.35135135 23.64864865],0
p9,1,0.066693,3.36259,[62 14] ; [23 12],[58.1981982 17.8018018] ; [26.8018018  8.1981982],0
v3,1,0.069074,3.304889,[28 47] ; [ 7 28],[23.86363636 51.13636364] ; [11.13636364 23.86363636],0
n2,1,0.07571,3.154669,[23  6] ; [5 5],[20.82051282  8.17948718] ; [7.17948718 2.82051282],0
v1,1,0.098042,2.737102,[37 38] ; [11 23],[33.02752294 41.97247706] ; [14.97247706 19.02752294],0
p6,1,0.1069,2.599464,[34 37] ; [11 24],[30.14150943 40.85849057] ; [14.85849057 20.14150943],0
a7,1,0.111019,2.539652,[47 29] ; [16 19],[43.13513514 32.86486486] ; [19.86486486 15.13513514],0
a6,1,0.147199,2.101037,[48 28] ; [17 18],[44.5045045 31.4954955] ; [20.4954955 14.5045045],0
b4,1,0.184211,1.763317,[45 31] ; [16 19],[41.76576577 34.23423423] ; [19.23423423 15.76576577],0
n4,1,0.193838,1.688202,[53 23] ; [20 15],[49.98198198 26.01801802] ; [23.01801802 11.98198198],0
s5,1,0.203879,1.614365,[21 51] ; [ 6 28],[18.33962264 53.66037736] ; [ 8.66037736 25.33962264],0
r3,1,0.25554,1.292758,[67  9] ; [28  7],[65.04504505 10.95495495] ; [29.95495495  5.04504505],0
v4,1,0.300415,1.07235,[68  8] ; [28  6],[66.32727273  9.67272727] ; [29.67272727  4.32727273],0
n5,1,0.311958,1.022368,[53 23] ; [21 14],[50.66666667 25.33333333] ; [23.33333333 11.66666667],0
s1,1,0.316803,1.0021,[ 3 73] ; [ 3 32],[ 4.10810811 71.89189189] ; [ 1.89189189 33.10810811],0
p1,1,0.384443,0.756446,[ 5 71] ; [ 4 31],[ 6.16216216 69.83783784] ; [ 2.83783784 32.16216216],0
u3,1,0.391278,0.734966,[11 15] ; [ 6 14],[ 9.60869565 16.39130435] ; [ 7.39130435 12.60869565],0
p3,1,0.397309,0.716457,[45 30] ; [18 17],[42.95454545 32.04545455] ; [20.04545455 14.95454545],0
n6,1,0.405262,0.692657,[59 16] ; [25 10],[57.27272727 17.72727273] ; [26.72727273  8.27272727],0
s6,1,0.416167,0.661113,[45 27] ; [19 16],[43.06542056 28.93457944] ; [20.93457944 14.06542056],0
p4,1,0.432522,0.616041,[45 29] ; [24 11],[46.8440367 27.1559633] ; [22.1559633 12.8440367],0
n1,1,0.47522,0.509814,[12 16] ; [3 7],[11.05263158 16.94736842] ; [3.94736842 6.05263158],0
p12,1,0.516977,0.419919,[ 4 71] ; [ 3 32],[ 4.77272727 70.22727273] ; [ 2.22727273 32.77272727],0
b1,1,0.612332,0.256793,[33 43] ; [17 18],[34.23423423 41.76576577] ; [15.76576577 19.23423423],0
n3,1,0.635672,0.224447,[21  8] ; [8 2],[21.56410256  7.43589744] ; [7.43589744 2.56410256],0
s8,1,0.694504,0.154253,[29 47] ; [12 23],[28.07207207 47.92792793] ; [12.92792793 22.07207207],0
b5,1,0.715152,0.133186,[45 31] ; [22 13],[45.87387387 30.12612613] ; [21.12612613 13.87387387],0
s2,1,0.821141,0.051111,[33 43] ; [16 19],[33.54954955 42.45045045] ; [15.45045045 19.54954955],0
p5,1,0.826941,0.047798,[10 66] ; [ 5 29],[10.36363636 65.63636364] ; [ 4.63636364 29.36363636],0
s3,1,0.846532,0.03746,[39 36] ; [17 17],[38.53211009 36.46788991] ; [17.46788991 16.53211009],0
p2,1,0.893703,0.017854,[60 14] ; [28  7],[59.74311927 14.25688073] ; [28.25688073  6.74311927],0
s4,1,0.898832,0.016164,[16 60] ; [ 7 28],[15.74774775 60.25225225] ; [ 7.25225225 27.74774775],0
a1,1,0.903407,0.014728,[ 6 70] ; [ 3 32],[ 6.16216216 69.83783784] ; [ 2.83783784 32.16216216],0
a8,1,0.91648,0.010998,[ 6 67] ; [ 3 31],[ 6.14018692 66.85981308] ; [ 2.85981308 31.14018692],0
u2,1,0.935709,0.006507,[14 12] ; [10  9],[13.86666667 12.13333333] ; [10.13333333  8.86666667],0
p8,1,0.95019,0.003902,[44 30] ; [20 14],[43.85185185 30.14814815] ; [20.14814815 13.85185185],0
