Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.004506,8.067676,[19 44] ; [11  5],[23.92405063 39.07594937] ; [6.07594937 9.92405063],0
d5,1,0.008355,6.955828,[37 26] ; [15  1],[41.46835443 21.53164557] ; [10.53164557  5.46835443],0
s6,1,0.01366,6.081557,[24 39] ; [11  4],[28.26923077 34.73076923] ; [6.73076923 8.26923077],0
n5,1,0.022709,5.190594,[46 16] ; [6 8],[42.42105263 19.57894737] ; [9.57894737 4.42105263],0
s3,1,0.103373,2.652726,[25 37] ; [9 5],[27.73684211 34.26315789] ; [6.26315789 7.73684211],0
d3,1,0.116898,2.458399,[29 33] ; [11  5],[31.79487179 30.20512821] ; [8.20512821 7.79487179],0
p2,1,0.121077,2.403337,[45 15] ; [14  1],[47.2 12.8] ; [11.8  3.2],0
v2,1,0.122318,2.387391,[21 39] ; [9 7],[23.68421053 36.31578947] ; [6.31578947 9.68421053],0
p3,1,0.122906,2.379893,[18 43] ; [8 8],[20.5974026 40.4025974] ; [ 5.4025974 10.5974026],0
a7,1,0.130864,2.282224,[30 33] ; [11  5],[32.69620253 30.30379747] ; [8.30379747 7.69620253],0
d1,1,0.172842,1.858121,[20 43] ; [8 8],[22.32911392 40.67088608] ; [ 5.67088608 10.32911392],0
s7,1,0.176856,1.823849,[21 40] ; [8 7],[23.27631579 37.72368421] ; [5.72368421 9.27631579],0
b4,1,0.191439,1.706509,[36 27] ; [12  4],[38.27848101 24.72151899] ; [9.72151899 6.27848101],0
u3,1,0.224551,1.475048,[ 8 17] ; [4 3],[ 9.375 15.625] ; [2.625 4.375],0
r2,1,0.226788,1.460896,[36 25] ; [10  3],[37.91891892 23.08108108] ; [8.08108108 4.91891892],0
d4,1,0.257342,1.283002,[42 21] ; [13  3],[43.86075949 19.13924051] ; [11.13924051  4.86075949],0
p5,1,0.264163,1.246806,[ 6 56] ; [ 3 12],[ 7.24675325 54.75324675] ; [ 1.75324675 13.24675325],0
r3,1,0.297988,1.083179,[41 21] ; [12  3],[42.67532468 19.32467532] ; [10.32467532  4.67532468],0
n4,1,0.323639,0.974185,[40 23] ; [8 8],[38.27848101 24.72151899] ; [9.72151899 6.27848101],0
v1,1,0.325008,0.968688,[26 35] ; [8 6],[27.65333333 33.34666667] ; [6.34666667 7.65333333],0
p4,1,0.363547,0.825605,[27 35] ; [9 7],[28.61538462 33.38461538] ; [7.38461538 8.61538462],0
d2,1,0.365977,0.817279,[20 43] ; [7 9],[21.53164557 41.46835443] ; [ 5.46835443 10.53164557],0
a4,1,0.365977,0.817279,[20 43] ; [7 9],[21.53164557 41.46835443] ; [ 5.46835443 10.53164557],0
a8,1,0.394627,0.724638,[ 4 56] ; [ 2 13],[ 4.8 55.2] ; [ 1.2 13.8],0
b1,1,0.398059,0.714183,[35 28] ; [7 9],[33.49367089 29.50632911] ; [8.50632911 7.49367089],0
s8,1,0.408317,0.683695,[17 46] ; [ 6 10],[18.34177215 44.65822785] ; [ 4.65822785 11.34177215],0
r1,1,0.447745,0.576355,[15 48] ; [ 5 10],[16.15384615 46.84615385] ; [ 3.84615385 11.15384615],0
b5,1,0.454897,0.558421,[38 25] ; [8 8],[36.6835443 26.3164557] ; [9.3164557 6.6835443],0
a6,1,0.465068,0.533671,[29 34] ; [9 7],[30.30379747 32.69620253] ; [7.69620253 8.30379747],0
p10,1,0.486731,0.483746,[48 13] ; [13  2],[48.96052632 12.03947368] ; [12.03947368  2.96052632],0
v3,1,0.57771,0.309951,[17 46] ; [ 3 12],[16.15384615 46.84615385] ; [ 3.84615385 11.15384615],0
p12,1,0.584591,0.298871,[ 2 59] ; [ 1 15],[ 2.37662338 58.62337662] ; [ 0.62337662 15.37662338],0
p7,1,0.600009,0.274983,[27 32] ; [8 7],[27.90540541 31.09459459] ; [7.09459459 7.90540541],0
a5,1,0.69801,0.150551,[36 27] ; [10  6],[36.6835443 26.3164557] ; [9.3164557 6.6835443],0
u2,1,0.732074,0.117216,[11 15] ; [3 3],[11.375 14.625] ; [2.625 3.375],0
p11,1,0.733901,0.11556,[46 17] ; [11  5],[45.4556962 17.5443038] ; [11.5443038  4.4556962],0
v4,1,0.765415,0.089029,[44 18] ; [8 4],[43.56756757 18.43243243] ; [8.43243243 3.56756757],0
s4,1,0.853818,0.033948,[ 9 54] ; [ 2 14],[ 8.7721519 54.2278481] ; [ 2.2278481 13.7721519],0
p1,1,0.868258,0.027513,[ 5 58] ; [ 1 14],[ 4.84615385 58.15384615] ; [ 1.15384615 13.84615385],0
p8,1,0.875539,0.024532,[22 40] ; [ 5 10],[21.74025974 40.25974026] ; [5.25974026 9.74025974],0
n6,1,0.92284,0.009381,[39 23] ; [9 5],[39.15789474 22.84210526] ; [8.84210526 5.15789474],0
a3,1,0.9284,0.008075,[37 26] ; [9 6],[37.15384615 25.84615385] ; [8.84615385 6.15384615],0
n2,1,0.962732,0.002183,[17  8] ; [2 1],[16.96428571  8.03571429] ; [2.03571429 0.96428571],0
p6,1,0.973001,0.001145,[15 46] ; [ 4 12],[15.05194805 45.94805195] ; [ 3.94805195 12.05194805],0
b2,1,0.973855,0.001074,[10 26] ; [3 8],[ 9.95744681 26.04255319] ; [3.04255319 7.95744681],0
b3,1,0.973855,0.001074,[10 26] ; [3 8],[ 9.95744681 26.04255319] ; [3.04255319 7.95744681],0
u1,1,0.988388,0.000212,[ 4 59] ; [ 1 15],[ 3.98734177 59.01265823] ; [ 1.01265823 14.98734177],0
