Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n3,1,0.002785,8.943251,[24  1] ; [18 11],[19.44444444  5.55555556] ; [22.55555556  6.44444444],0
b1,1,0.011605,6.370296,[55 57] ; [28 61],[46.24875622 65.75124378] ; [36.75124378 52.24875622],0
v3,1,0.036101,4.392336,[42 62] ; [22 63],[35.21693122 68.78306878] ; [28.78306878 56.21693122],0
d5,1,0.037068,4.347295,[101  11] ; [71 18],[95.84079602 16.15920398] ; [76.15920398 12.84079602],0
p12,1,0.112827,2.514168,[  8 104] ; [ 2 87],[  5.5721393 106.4278607] ; [ 4.4278607 84.5721393],0
n6,1,0.135069,2.233259,[97 15] ; [70 19],[93.05472637 18.94527363] ; [73.94527363 15.05472637],0
r4,1,0.139629,2.182041,[102  10] ; [75 14],[98.62686567 13.37313433] ; [78.37313433 10.62686567],0
n4,1,0.151928,2.052786,[91 21] ; [64 24],[86.8 25.2] ; [68.2 19.8],0
p5,1,0.185553,1.752578,[12 97] ; [ 5 83],[ 9.40609137 99.59390863] ; [ 7.59390863 80.40609137],0
p9,1,0.18662,1.744101,[95 16] ; [69 19],[91.47738693 19.52261307] ; [72.52261307 15.47738693],0
u1,1,0.191855,1.703317,[33 79] ; [19 70],[28.97512438 83.02487562] ; [23.02487562 65.97512438],0
p11,1,0.226839,1.460571,[83 29] ; [59 30],[79.12437811 32.87562189] ; [62.87562189 26.12437811],0
a3,1,0.245416,1.349213,[85 27] ; [61 28],[81.35323383 30.64676617] ; [64.64676617 24.35323383],0
u3,1,0.259656,1.270588,[19  8] ; [15 12],[17. 10.] ; [17. 10.],0
p10,1,0.270154,1.215964,[89 22] ; [64 23],[85.77272727 25.22727273] ; [67.22727273 19.77272727],0
r3,1,0.289664,1.121182,[109   3] ; [84  5],[107.54228856   4.45771144] ; [85.45771144  3.54228856],0
a8,1,0.290145,1.118947,[10 89] ; [12 66],[12.30508475 86.69491525] ; [ 9.69491525 68.30508475],0
d1,1,0.312961,1.018138,[72 40] ; [51 38],[68.53731343 43.46268657] ; [54.46268657 34.53731343],0
s6,1,0.329049,0.952638,[83 28] ; [61 28],[79.92 31.08] ; [64.08 24.92],0
s2,1,0.33525,0.92851,[68 42] ; [49 40],[64.67336683 45.32663317] ; [52.32663317 36.67336683],0
p1,1,0.374988,0.787067,[ 10 102] ; [ 5 84],[  8.35820896 103.64179104] ; [ 6.64179104 82.35820896],0
a1,1,0.394435,0.725225,[  5 107] ; [ 2 87],[  3.90049751 108.09950249] ; [ 3.09950249 85.90049751],0
a4,1,0.424451,0.637959,[56 56] ; [49 39],[58.8 53.2] ; [46.2 41.8],0
u4,1,0.432991,0.614788,[  3 109] ; [ 1 88],[  2.22885572 109.77114428] ; [ 1.77114428 87.22885572],0
r2,1,0.43751,0.602804,[104   8] ; [79  9],[102.48   9.52] ; [80.52  7.48],0
s1,1,0.463019,0.538587,[  5 105] ; [ 6 80],[  6.17346939 103.82653061] ; [ 4.82653061 81.17346939],0
d3,1,0.480609,0.49748,[78 34] ; [66 23],[80.23880597 31.76119403] ; [63.76119403 25.23880597],0
s5,1,0.481317,0.495878,[38 68] ; [27 60],[35.69948187 70.30051813] ; [29.30051813 57.69948187],0
b2,1,0.483779,0.490333,[32 46] ; [20 37],[30.04444444 47.95555556] ; [21.95555556 35.04444444],0
b3,1,0.483779,0.490333,[32 46] ; [20 37],[30.04444444 47.95555556] ; [21.95555556 35.04444444],0
a7,1,0.503238,0.448101,[84 28] ; [63 26],[81.91044776 30.08955224] ; [65.08955224 23.91044776],0
n5,1,0.509807,0.434463,[82 29] ; [62 27],[79.92 31.08] ; [64.08 24.92],0
n2,1,0.548087,0.360756,[18  7] ; [18 10],[16.98113208  8.01886792] ; [19.01886792  8.98113208],0
p2,1,0.54861,0.359813,[94 18] ; [71 17],[92.4 19.6] ; [72.6 15.4],0
v1,1,0.562343,0.335664,[54 50] ; [42 46],[52. 52.] ; [44. 44.],0
v2,1,0.566239,0.329016,[58 48] ; [44 43],[56.02072539 49.97927461] ; [45.97927461 41.02072539],0
s7,1,0.582679,0.301923,[58 46] ; [44 41],[56.12698413 47.87301587] ; [45.87301587 39.12698413],0
d2,1,0.597902,0.278171,[64 48] ; [47 41],[62.16 49.84] ; [48.84 39.16],0
v4,1,0.655003,0.19965,[105   7] ; [82  7],[104.19900498   7.80099502] ; [82.80099502  6.19900498],0
b5,1,0.665024,0.187478,[75 37] ; [57 32],[73.55223881 38.44776119] ; [58.44776119 30.55223881],0
a6,1,0.679462,0.170732,[81 31] ; [62 27],[79.68159204 32.31840796] ; [63.31840796 25.68159204],0
p6,1,0.68509,0.164452,[36 76] ; [30 56],[37.33333333 74.66666667] ; [28.66666667 57.33333333],0
p7,1,0.714177,0.134141,[55 57] ; [45 42],[56.28140704 55.71859296] ; [43.71859296 43.28140704],0
n1,1,0.747968,0.103247,[10 15] ; [10 18],[ 9.43396226 15.56603774] ; [10.56603774 17.43396226],0
