Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,135.600434,[340  38] ; [47 73],[293.74698795  84.25301205] ; [93.25301205 26.74698795],1
n6,1,0.0,61.487647,[343  34] ; [72 47],[315.43346774  61.56653226] ; [99.56653226 19.43346774],1
p11,1,5e-06,20.805007,[317  62] ; [77 43],[299.250501  79.749499] ; [94.749499 25.250501],1
p4,1,4.7e-05,16.5557,[251 126] ; [55 65],[232.1167002 144.8832998] ; [73.8832998 46.1167002],1
s7,1,6.3e-05,16.012742,[252 114] ; [55 59],[234.0875 131.9125] ; [72.9125 41.0875],1
p10,1,0.000186,13.970309,[326  51] ; [83 33],[312.76470588  64.23529412] ; [96.23529412 19.76470588],1
p9,1,0.000226,13.599624,[336  42] ; [88 29],[323.78181818  54.21818182] ; [100.21818182  16.78181818],1
p6,1,0.000299,13.07764,[163 212] ; [29 88],[146.34146341 228.65853659] ; [45.65853659 71.34146341],1
a8,1,0.000302,13.0586,[ 66 288] ; [  5 106],[ 54.0516129 299.9483871] ; [16.9483871 94.0516129],1
p5,1,0.000679,11.546726,[ 57 318] ; [  4 114],[ 46.39959432 328.60040568] ; [ 14.60040568 103.39959432],1
v3,1,0.000731,11.409058,[165 199] ; [31 82],[149.56813417 214.43186583] ; [46.43186583 66.56813417],1
s8,1,0.000805,11.230204,[232 145] ; [53 67],[216.18712274 160.81287726] ; [68.81287726 51.18712274],1
v1,1,0.000861,11.104058,[216 150] ; [47 67],[200.5375 165.4625] ; [62.4625 51.5375],1
r4,1,0.001199,10.491652,[359  20] ; [103  17],[350.89779559  28.10220441] ; [111.10220441   8.89779559],0
p8,1,0.001306,10.333383,[212 164] ; [47 72],[196.73535354 179.26464646] ; [62.26464646 56.73535354],0
p7,1,0.00451,8.066088,[259 108] ; [66 51],[246.43595041 120.56404959] ; [78.56404959 38.43595041],0
p3,1,0.012267,6.271842,[208 169] ; [50 69],[196.10080645 180.89919355] ; [61.89919355 57.10080645],0
s6,1,0.021007,5.3262,[319  51] ; [92 27],[310.98159509  59.01840491] ; [100.01840491  18.98159509],0
a3,1,0.022218,5.228593,[285  93] ; [77 42],[275.32394366 102.67605634] ; [86.67605634 32.32394366],0
d1,1,0.030039,4.707061,[241 138] ; [63 57],[230.89378758 148.10621242] ; [73.10621242 46.89378758],0
p2,1,0.034307,4.479317,[326  52] ; [93 26],[318.67605634  59.32394366] ; [100.32394366  18.67605634],0
s2,1,0.041154,4.169668,[305  74] ; [86 34],[296.97194389  82.02805611] ; [94.02805611 25.97194389],0
b1,1,0.046151,3.976062,[162 217] ; [39 81],[152.66332665 226.33667335] ; [48.33667335 71.66332665],0
a4,1,0.051005,3.808107,[177 201] ; [44 76],[167.74698795 210.25301205] ; [53.25301205 66.74698795],0
u1,1,0.067784,3.335883,[ 79 300] ; [ 16 104],[ 72.15430862 306.84569138] ; [22.84569138 97.15430862],0
p12,1,0.073512,3.202804,[ 44 333] ; [  7 111],[ 38.84242424 338.15757576] ; [ 12.15757576 105.84242424],0
a2,1,0.073683,3.19901,[100 279] ; [22 98],[ 92.66132265 286.33867735] ; [29.33867735 90.66132265],0
s4,1,0.083377,2.99782,[ 75 300] ; [33 87],[ 81.81818182 293.18181818] ; [26.18181818 93.81818182],0
a5,1,0.087342,2.922688,[280  99] ; [79 41],[272.66733467 106.33266533] ; [86.33266533 33.66733467],0
u2,1,0.10234,2.668693,[50 44] ; [28 13],[54.31111111 39.68888889] ; [23.68888889 17.31111111],0
r1,1,0.105158,2.625525,[316  61] ; [92 27],[310.11290323  66.88709677] ; [97.88709677 21.11290323],0
d5,1,0.125431,2.348158,[309  67] ; [91 29],[303.22580645  72.77419355] ; [96.77419355 23.22580645],0
n1,1,0.15131,2.05899,[31 34] ; [13 26],[27.5 37.5] ; [16.5 22.5],0
s1,1,0.178813,1.807459,[ 14 359] ; [  8 112],[ 16.64503043 356.35496957] ; [  5.35496957 114.64503043],0
d2,1,0.240103,1.379988,[196 181] ; [55 65],[190.39637827 186.60362173] ; [60.60362173 59.39637827],0
b2,1,0.245468,1.348913,[ 94 143] ; [21 45],[ 89.95049505 147.04950495] ; [25.04950495 40.95049505],0
b3,1,0.245468,1.348913,[ 94 143] ; [21 45],[ 89.95049505 147.04950495] ; [25.04950495 40.95049505],0
r2,1,0.261623,1.260146,[365  11] ; [112   6],[363.06072874  12.93927126] ; [113.93927126   4.06072874],0
v4,1,0.296698,1.088977,[363  14] ; [111   7],[361.00606061  15.99393939] ; [112.99393939   5.00606061],0
s5,1,0.378831,0.774493,[154 208] ; [42 69],[150.00422833 211.99577167] ; [45.99577167 65.00422833],0
b4,1,0.387232,0.747615,[220 159] ; [75 45],[224.05811623 154.94188377] ; [70.94188377 49.05811623],0
v2,1,0.450291,0.56992,[208 153] ; [60 52],[204.54122622 156.45877378] ; [63.45877378 48.54122622],0
n2,1,0.452415,0.564593,[54 13] ; [29 10],[52.46226415 14.53773585] ; [30.53773585  8.46226415],0
n3,1,0.479073,0.500973,[49 19] ; [29  8],[50.51428571 17.48571429] ; [27.48571429  9.51428571],0
