Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.559439,[ 9 62] ; [21 16],[19.72222222 51.27777778] ; [10.27777778 26.72222222],1
p8,1,0.000225,13.61366,[11 60] ; [18 19],[19.06481481 51.93518519] ; [ 9.93518519 27.06481481],1
p2,1,0.000239,13.494367,[28 43] ; [29  9],[37.12844037 33.87155963] ; [19.87155963 18.12844037],1
s6,1,0.000678,11.54981,[19 51] ; [23 15],[27.22222222 42.77777778] ; [14.77777778 23.22222222],1
p7,1,0.000844,11.141053,[21 49] ; [24 14],[29.16666667 40.83333333] ; [15.83333333 22.16666667],1
s3,1,0.00242,9.19993,[23 47] ; [24 14],[30.46296296 39.53703704] ; [16.53703704 21.46296296],0
p6,1,0.010041,6.627642,[ 8 62] ; [12 26],[12.96296296 57.03703704] ; [ 7.03703704 30.96296296],0
v4,1,0.010486,6.550376,[47 23] ; [34  4],[52.5 17.5] ; [28.5  9.5],0
r3,1,0.014026,6.034901,[46 25] ; [33  5],[51.4587156 19.5412844] ; [27.5412844 10.4587156],0
d3,1,0.037512,4.326994,[30 41] ; [24 14],[35.17431193 35.82568807] ; [18.82568807 19.17431193],0
r4,1,0.053943,3.714474,[41 30] ; [29  9],[45.59633028 25.40366972] ; [24.40366972 13.59633028],0
s2,1,0.068316,3.32303,[16 54] ; [15 23],[20.09259259 49.90740741] ; [10.90740741 27.09259259],0
p5,1,0.080181,3.061228,[ 1 70] ; [ 3 34],[ 2.62962963 68.37037037] ; [ 1.37037037 35.62962963],0
s4,1,0.087972,2.91109,[11 59] ; [11 26],[14.39252336 55.60747664] ; [ 7.60747664 29.39252336],0
d5,1,0.097912,2.739228,[43 28] ; [29  9],[46.89908257 24.10091743] ; [25.10091743 12.89908257],0
a7,1,0.099025,2.72118,[35 36] ; [25 13],[39.08256881 31.91743119] ; [20.91743119 17.08256881],0
n6,1,0.122202,2.388867,[39 32] ; [26 11],[42.73148148 28.26851852] ; [22.26851852 14.73148148],0
a2,1,0.143142,2.143849,[13 58] ; [ 3 35],[10.42201835 60.57798165] ; [ 5.57798165 32.42201835],0
u2,1,0.157751,1.995652,[16 14] ; [ 7 14],[13.52941176 16.47058824] ; [ 9.47058824 11.52941176],0
n2,1,0.159372,1.980172,[18 19] ; [8 3],[20.04166667 16.95833333] ; [5.95833333 5.04166667],0
a3,1,0.168526,1.896006,[41 29] ; [17 21],[37.59259259 32.40740741] ; [20.40740741 17.59259259],0
p1,1,0.181357,1.786466,[ 4 66] ; [ 5 33],[ 5.83333333 64.16666667] ; [ 3.16666667 34.83333333],0
n4,1,0.20265,1.62317,[48 23] ; [21 17],[44.94495413 26.05504587] ; [24.05504587 13.94495413],0
a4,1,0.234186,1.415254,[29 41] ; [11 26],[26.1682243 43.8317757] ; [13.8317757 23.1682243],0
p11,1,0.238472,1.389605,[29 42] ; [20 18],[31.91743119 39.08256881] ; [17.08256881 20.91743119],0
s7,1,0.242319,1.367052,[14 50] ; [12 25],[16.47524752 47.52475248] ; [ 9.52475248 27.47524752],0
u3,1,0.283272,1.151323,[14 16] ; [13  8],[15.88235294 14.11764706] ; [11.11764706  9.88235294],0
p10,1,0.293657,1.102777,[13 58] ; [10 27],[15.12037037 55.87962963] ; [ 7.87962963 29.12037037],0
d1,1,0.330163,0.948258,[25 46] ; [17 21],[27.35779817 43.64220183] ; [14.64220183 23.35779817],0
n3,1,0.33904,0.914058,[16 18] ; [7 4],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
b2,1,0.367544,0.811952,[13 30] ; [ 6 23],[11.34722222 31.65277778] ; [ 7.65277778 21.34722222],0
b3,1,0.367544,0.811952,[13 30] ; [ 6 23],[11.34722222 31.65277778] ; [ 7.65277778 21.34722222],0
a6,1,0.371134,0.799866,[40 31] ; [18 20],[37.77981651 33.22018349] ; [20.22018349 17.77981651],0
s1,1,0.409051,0.681558,[ 6 65] ; [ 5 32],[ 7.23148148 63.76851852] ; [ 3.76851852 33.23148148],0
n5,1,0.42428,0.638431,[43 28] ; [20 18],[41.03669725 29.96330275] ; [21.96330275 16.03669725],0
u1,1,0.436878,0.604468,[ 6 65] ; [ 5 33],[ 7.16513761 63.83486239] ; [ 3.83486239 34.16513761],0
s5,1,0.436992,0.604168,[ 9 61] ; [ 7 31],[10.37037037 59.62962963] ; [ 5.62962963 32.37037037],0
n1,1,0.534803,0.385258,[13 24] ; [5 6],[13.875 23.125] ; [4.125 6.875],0
a1,1,0.543112,0.369803,[ 6 65] ; [ 2 36],[ 5.21100917 65.78899083] ; [ 2.78899083 35.21100917],0
b1,1,0.563733,0.333282,[37 34] ; [22 16],[38.43119266 32.56880734] ; [20.56880734 17.43119266],0
s8,1,0.573073,0.317568,[10 60] ; [ 7 31],[11.01851852 58.98148148] ; [ 5.98148148 32.01851852],0
v3,1,0.641993,0.216145,[12 57] ; [ 8 30],[12.89719626 56.10280374] ; [ 7.10280374 30.89719626],0
v1,1,0.658972,0.194775,[16 55] ; [10 28],[16.93577982 54.06422018] ; [ 9.06422018 28.93577982],0
d2,1,0.686951,0.162406,[36 34] ; [18 20],[35. 35.] ; [19. 19.],0
b4,1,0.710864,0.137416,[40 31] ; [20 18],[39.08256881 31.91743119] ; [20.91743119 17.08256881],0
b5,1,0.739936,0.110183,[36 35] ; [18 20],[35.17431193 35.82568807] ; [18.82568807 19.17431193],0
d4,1,0.769435,0.085916,[45 26] ; [23 15],[44.29357798 26.70642202] ; [23.70642202 14.29357798],0
a8,1,0.782055,0.076531,[ 5 65] ; [ 2 33],[ 4.66666667 65.33333333] ; [ 2.33333333 32.66666667],0
a5,1,0.861919,0.030252,[38 33] ; [21 17],[38.43119266 32.56880734] ; [20.56880734 17.43119266],0
r2,1,0.867684,0.027756,[58 12] ; [31  7],[57.68518519 12.31481481] ; [31.31481481  6.68518519],0
r1,1,0.965832,0.001835,[47 24] ; [25 13],[46.89908257 24.10091743] ; [25.10091743 12.89908257],0
