Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,96.331129,[ 4 48] ; [232  69],[34.76487252 17.23512748] ; [201.23512748  99.76487252],1
d3,1,0.0,54.635373,[13 39] ; [230  71],[35.79603399 16.20396601] ; [207.20396601  93.79603399],1
d5,1,0.0,52.244673,[27 25] ; [273  28],[44.19263456  7.80736544] ; [255.80736544  45.19263456],1
a3,1,8e-06,19.958763,[30 22] ; [253  47],[41.80681818 10.19318182] ; [241.19318182  58.80681818],1
a5,1,0.000351,12.777373,[32 20] ; [250  51],[41.54107649 10.45892351] ; [240.45892351  60.54107649],1
d2,1,0.000654,11.615634,[19 33] ; [186 115],[30.19830028 21.80169972] ; [174.80169972 126.19830028],1
u1,1,0.003145,8.721319,[ 4 48] ; [ 80 221],[12.37393768 39.62606232] ; [ 71.62606232 229.37393768],0
a2,1,0.004668,8.003648,[ 6 46] ; [ 92 209],[14.43626062 37.56373938] ; [ 83.56373938 217.43626062],0
p8,1,0.007642,7.115407,[22 30] ; [183 112],[30.7204611 21.2795389] ; [174.2795389 120.7204611],0
n4,1,0.012948,6.176174,[39 12] ; [268  33],[44.48011364  6.51988636] ; [262.51988636  38.48011364],0
a4,1,0.019463,5.459437,[18 34] ; [157 144],[25.77903683 26.22096317] ; [149.22096317 151.77903683],0
p11,1,0.035559,4.418111,[37 15] ; [251  50],[42.42492918  9.57507082] ; [245.57507082  55.42492918],0
v2,1,0.041404,4.159414,[24 25] ; [187 104],[30.40882353 18.59117647] ; [180.59117647 110.40882353],0
r1,1,0.048348,3.897859,[38 12] ; [261  40],[42.59259259  7.40740741] ; [256.40740741  44.59259259],0
p9,1,0.057171,3.6176,[44  8] ; [276  22],[47.54285714  4.45714286] ; [272.45714286  25.54285714],0
r3,1,0.06432,3.422328,[48  4] ; [293   8],[50.23229462  1.76770538] ; [290.76770538  10.23229462],0
v3,1,0.066054,3.378445,[19 32] ; [148 141],[25.05 25.95] ; [141.95 147.05],0
p6,1,0.073135,3.21121,[19 33] ; [148 148],[24.95402299 27.04597701] ; [142.04597701 153.95402299],0
p3,1,0.085123,2.964258,[25 27] ; [183 118],[30.64022663 21.35977337] ; [177.35977337 123.64022663],0
a6,1,0.128121,2.31513,[29 23] ; [200 100],[33.82954545 18.17045455] ; [195.17045455 104.82954545],0
s1,1,0.131274,2.277377,[ 4 47] ; [ 10 288],[ 2.04584527 48.95415473] ; [ 11.95415473 286.04584527],0
p4,1,0.136795,2.213645,[31 21] ; [210  90],[35.60227273 16.39772727] ; [205.39772727  94.60227273],0
a7,1,0.155205,2.020337,[32 20] ; [214  86],[36.34090909 15.65909091] ; [209.65909091  90.34090909],0
b2,1,0.170023,1.882741,[12 24] ; [ 94 112],[15.76859504 20.23140496] ; [ 90.23140496 115.76859504],0
b3,1,0.170023,1.882741,[12 24] ; [ 94 112],[15.76859504 20.23140496] ; [ 90.23140496 115.76859504],0
v1,1,0.185033,1.756729,[26 23] ; [184 108],[30.17595308 18.82404692] ; [179.82404692 112.17595308],0
n1,1,0.202048,1.627511,[9 6] ; [25 35],[6.8 8.2] ; [27.2 32.8],0
p2,1,0.207695,1.587418,[41 11] ; [257  43],[44.02272727  7.97727273] ; [253.97727273  46.02272727],0
a1,1,0.231272,1.43302,[ 1 51] ; [ 18 283],[ 2.79886686 49.20113314] ; [ 16.20113314 284.79886686],0
u2,1,0.247598,1.336806,[11 11] ; [31 17],[13.2  8.8] ; [28.8 19.2],0
u3,1,0.249561,1.325758,[12 10] ; [33 15],[14.14285714  7.85714286] ; [30.85714286 17.14285714],0
s5,1,0.250941,1.318056,[19 32] ; [130 153],[22.75149701 28.24850299] ; [126.24850299 156.75149701],0
p12,1,0.300224,1.0732,[ 4 48] ; [ 38 260],[ 6.24 45.76] ; [ 35.76 262.24],0
n5,1,0.326406,0.963105,[42 10] ; [258  42],[44.31818182  7.68181818] ; [255.68181818  44.31818182],0
u4,1,0.327268,0.959679,[ 1 51] ; [ 15 286],[ 2.35694051 49.64305949] ; [ 13.64305949 287.35694051],0
s2,1,0.33205,0.940884,[34 17] ; [219  80],[36.86571429 14.13428571] ; [216.13428571  82.86571429],0
s7,1,0.354104,0.858697,[37 13] ; [229  58],[39.46587537 10.53412463] ; [226.53412463  60.46587537],0
p1,1,0.35841,0.843456,[ 7 45] ; [ 28 272],[ 5.17045455 46.82954545] ; [ 29.82954545 270.17045455],0
b5,1,0.369287,0.806063,[28 24] ; [182 119],[30.93484419 21.06515581] ; [179.06515581 121.93484419],0
n2,1,0.374721,0.78795,[12  3] ; [41 19],[10.6  4.4] ; [42.4 17.6],0
b4,1,0.377706,0.778154,[27 25] ; [176 125],[29.90368272 22.09631728] ; [173.09631728 127.90368272],0
v4,1,0.386958,0.74848,[49  3] ; [291  10],[50.08498584  1.91501416] ; [289.91501416  11.08498584],0
s6,1,0.414323,0.666362,[41 10] ; [253  45],[42.96275072  8.03724928] ; [251.03724928  46.96275072],0
n3,1,0.450442,0.569539,[11  3] ; [41 19],[9.83783784 4.16216216] ; [42.16216216 17.83783784],0
r2,1,0.483787,0.490314,[49  3] ; [286  11],[49.91404011  2.08595989] ; [285.08595989  11.91404011],0
p5,1,0.543802,0.368539,[ 7 45] ; [ 50 247],[ 8.49283668 43.50716332] ; [ 48.50716332 248.49283668],0
r4,1,0.564928,0.331244,[48  4] ; [284  17],[48.90651558  3.09348442] ; [283.09348442  17.90651558],0
p10,1,0.588663,0.292437,[44  7] ; [264  33],[45.13793103  5.86206897] ; [262.86206897  34.13793103],0
s4,1,0.638369,0.220881,[11 41] ; [ 55 244],[ 9.77777778 42.22222222] ; [ 56.22222222 242.77777778],0
a8,1,0.666377,0.185869,[ 7 40] ; [ 48 227],[ 8.02795031 38.97204969] ; [ 46.97204969 228.02795031],0
s3,1,0.758828,0.094261,[37 14] ; [223  76],[37.88571429 13.11428571] ; [222.11428571  76.88571429],0
p7,1,0.887561,0.019991,[36 16] ; [205  87],[36.43023256 15.56976744] ; [204.56976744  87.43023256],0
b1,1,0.99163,0.00011,[20 32] ; [116 185],[20.03399433 31.96600567] ; [115.96600567 185.03399433],0
