Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000396,12.54902,[33  1] ; [3 3],[30.6  3.4] ; [5.4 0.6],1
p9,1,0.000893,11.036941,[28  6] ; [1 5],[24.65  9.35] ; [4.35 1.65],1
p7,1,0.007096,7.248438,[25  9] ; [1 5],[22.1 11.9] ; [3.9 2.1],0
v1,1,0.010093,6.618428,[23  9] ; [1 5],[20.21052632 11.78947368] ; [3.78947368 2.21052632],0
r3,1,0.010397,6.565657,[32  1] ; [4 2],[30.46153846  2.53846154] ; [5.53846154 0.46153846],0
r4,1,0.023056,5.164248,[30  4] ; [3 3],[28.05  5.95] ; [4.95 1.05],0
a4,1,0.040641,4.190929,[13 21] ; [5 1],[15.3 18.7] ; [2.7 3.3],0
p10,1,0.046302,3.970588,[29  5] ; [3 3],[27.2  6.8] ; [4.8 1.2],0
b1,1,0.056591,3.634577,[14 20] ; [5 1],[16.15 17.85] ; [2.85 3.15],0
p4,1,0.056591,3.634577,[20 14] ; [1 5],[17.85 16.15] ; [3.15 2.85],0
p8,1,0.100914,2.691041,[18 16] ; [1 5],[16.15 17.85] ; [2.85 3.15],0
b3,1,0.114306,2.493656,[13  9] ; [1 4],[11.40740741 10.59259259] ; [2.59259259 2.40740741],0
b2,1,0.114306,2.493656,[13  9] ; [1 4],[11.40740741 10.59259259] ; [2.59259259 2.40740741],0
d2,1,0.187265,1.739007,[18 15] ; [5 1],[19.46153846 13.53846154] ; [3.53846154 2.46153846],0
p3,1,0.247232,1.338879,[20 14] ; [2 4],[18.7 15.3] ; [3.3 2.7],0
s3,1,0.267201,1.231061,[ 9 24] ; [3 3],[10.15384615 22.84615385] ; [1.84615385 4.15384615],0
p11,1,0.268244,1.225702,[29  5] ; [4 2],[28.05  5.95] ; [4.95 1.05],0
d5,1,0.268244,1.225702,[29  5] ; [4 2],[28.05  5.95] ; [4.95 1.05],0
r2,1,0.355149,0.854973,[32  2] ; [5 1],[31.45  2.55] ; [5.55 0.45],0
s8,1,0.36911,0.806659,[12 22] ; [1 5],[11.05 22.95] ; [1.95 4.05],0
b5,1,0.36911,0.806659,[12 22] ; [1 5],[11.05 22.95] ; [1.95 4.05],0
v2,1,0.403414,0.698125,[23 11] ; [3 3],[22.1 11.9] ; [3.9 2.1],0
n5,1,0.439506,0.597572,[23 11] ; [5 1],[23.8 10.2] ; [4.2 1.8],0
a5,1,0.439506,0.597572,[23 11] ; [5 1],[23.8 10.2] ; [4.2 1.8],0
n4,1,0.490657,0.475086,[27  7] ; [4 2],[26.35  7.65] ; [4.65 1.35],0
s4,1,0.554916,0.348584,[ 3 31] ; [1 5],[ 3.4 30.6] ; [0.6 5.4],0
s2,1,0.584177,0.29953,[ 9 24] ; [1 5],[ 8.46153846 24.53846154] ; [1.53846154 4.46153846],0
d3,1,0.587594,0.294118,[21 13] ; [3 3],[20.4 13.6] ; [3.6 2.4],0
a7,1,0.627079,0.236042,[20 13] ; [3 3],[19.46153846 13.53846154] ; [3.53846154 2.46153846],0
n2,1,0.67329,0.177778,[4 1] ; [2 1],[3.75 1.25] ; [2.25 0.75],0
r1,1,0.710531,0.137747,[26  8] ; [5 1],[26.35  7.65] ; [4.65 1.35],0
s7,1,0.761537,0.09209,[ 9 24] ; [2 4],[ 9.30769231 23.69230769] ; [1.69230769 4.30769231],0
a3,1,0.761537,0.09209,[24  9] ; [4 2],[23.69230769  9.30769231] ; [4.30769231 1.69230769],0
a6,1,0.819129,0.052288,[21 13] ; [4 2],[21.25 12.75] ; [3.75 2.25],0
u1,1,0.901307,0.015379,[ 5 29] ; [1 5],[ 5.1 28.9] ; [0.9 5.1],0
a2,1,0.901307,0.015379,[ 5 29] ; [1 5],[ 5.1 28.9] ; [0.9 5.1],0
b4,1,0.926033,0.008619,[22 12] ; [4 2],[22.1 11.9] ; [3.9 2.1],0
d1,1,0.926033,0.008619,[22 12] ; [4 2],[22.1 11.9] ; [3.9 2.1],0
p1,1,0.953534,0.003395,[ 6 28] ; [1 5],[ 5.95 28.05] ; [1.05 4.95],0
n6,1,0.953534,0.003395,[28  6] ; [5 1],[28.05  5.95] ; [4.95 1.05],0
