Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.010942,6.474689,[15  8] ; [46 79],[ 9.47972973 13.52027027] ; [51.52027027 73.47972973],0
r1,1,0.026042,4.953261,[12 11] ; [93 31],[16.42857143  6.57142857] ; [88.57142857 35.42857143],0
a6,1,0.030716,4.668766,[ 9 14] ; [79 46],[13.67567568  9.32432432] ; [74.32432432 50.67567568],0
a5,1,0.075847,3.151722,[10 13] ; [79 46],[13.83108108  9.16891892] ; [75.16891892 49.83108108],0
v2,1,0.083569,2.994087,[ 5 18] ; [49 71],[ 8.68531469 14.31468531] ; [45.31468531 74.68531469],0
d4,1,0.089502,2.883309,[13 10] ; [91 32],[16.38356164  6.61643836] ; [87.61643836 35.38356164],0
b5,1,0.090405,2.867153,[16  7] ; [63 62],[12.27702703 10.72297297] ; [66.72297297 58.27702703],0
s3,1,0.123228,2.37581,[12 10] ; [46 78],[ 8.73972603 13.26027397] ; [49.26027397 74.73972603],0
r3,1,0.128121,2.315123,[15  8] ; [98 25],[17.80136986  5.19863014] ; [95.19863014 27.80136986],0
p3,1,0.136167,2.220745,[ 9 14] ; [30 94],[ 6.10204082 16.89795918] ; [32.89795918 91.10204082],0
p10,1,0.164561,1.931809,[ 3 20] ; [33 91],[ 5.63265306 17.36734694] ; [30.36734694 93.63265306],0
u3,1,0.170847,1.875492,[8 3] ; [25 25],[5.95081967 5.04918033] ; [27.04918033 22.95081967],0
b1,1,0.177946,1.814696,[ 9 14] ; [68 57],[11.96621622 11.03378378] ; [65.03378378 59.96621622],0
s2,1,0.200815,1.636434,[ 9 13] ; [34 90],[ 6.47945205 15.52054795] ; [36.52054795 87.47945205],0
p2,1,0.228176,1.452195,[14  9] ; [59 66],[11.34459459 11.65540541] ; [61.65540541 63.34459459],0
p11,1,0.242424,1.366445,[ 8 15] ; [60 65],[10.56756757 12.43243243] ; [57.43243243 67.56756757],0
a2,1,0.253643,1.303128,[ 2 21] ; [ 23 102],[ 3.88513514 19.11486486] ; [ 21.11486486 103.88513514],0
b2,1,0.264505,1.245025,[ 2 12] ; [22 55],[ 3.69230769 10.30769231] ; [20.30769231 56.69230769],0
b3,1,0.264505,1.245025,[ 2 12] ; [22 55],[ 3.69230769 10.30769231] ; [20.30769231 56.69230769],0
p7,1,0.286582,1.13561,[ 6 17] ; [46 76],[ 8.24827586 14.75172414] ; [43.75172414 78.24827586],0
r4,1,0.322013,0.980751,[13 10] ; [84 41],[15.07432432  7.92567568] ; [81.92567568 43.07432432],0
s7,1,0.350153,0.872903,[ 7 14] ; [28 90],[ 5.28776978 15.71223022] ; [29.71223022 88.28776978],0
s1,1,0.352008,0.866205,[ 3 20] ; [  9 115],[ 1.87755102 21.12244898] ; [ 10.12244898 113.87755102],0
n4,1,0.376126,0.783325,[13 10] ; [82 42],[14.86394558  8.13605442] ; [80.13605442 43.86394558],0
a3,1,0.456437,0.554618,[12 11] ; [75 49],[13.6122449  9.3877551] ; [73.3877551 50.6122449],0
p8,1,0.477351,0.50491,[ 4 19] ; [30 94],[ 5.31972789 17.68027211] ; [28.68027211 95.31972789],0
n1,1,0.490696,0.475,[3 9] ; [16 29],[4. 8.] ; [15. 30.],0
v3,1,0.495542,0.46447,[ 6 17] ; [40 80],[ 7.3986014 15.6013986] ; [38.6013986 81.3986014],0
b4,1,0.51181,0.430365,[16  7] ; [78 47],[14.60810811  8.39189189] ; [79.39189189 45.60810811],0
d1,1,0.519775,0.41434,[ 9 14] ; [58 67],[10.41216216 12.58783784] ; [56.58783784 68.41216216],0
s5,1,0.567288,0.327241,[ 5 18] ; [ 21 104],[ 4.04054054 18.95945946] ; [ 21.95945946 103.04054054],0
p1,1,0.575168,0.314112,[ 2 21] ; [  7 117],[ 1.40816327 21.59183673] ; [  7.59183673 116.40816327],0
n2,1,0.588025,0.293439,[6 6] ; [27 19],[6.82758621 5.17241379] ; [26.17241379 19.82758621],0
p4,1,0.590747,0.289179,[ 9 14] ; [41 82],[ 7.87671233 15.12328767] ; [42.12328767 80.87671233],0
n5,1,0.651506,0.204007,[12 11] ; [71 53],[12.98639456 10.01360544] ; [70.01360544 53.98639456],0
r2,1,0.669236,0.182497,[18  4] ; [105  18],[18.66206897  3.33793103] ; [104.33793103  18.66206897],0
v1,1,0.67642,0.174183,[ 8 15] ; [38 87],[ 7.14864865 15.85135135] ; [38.85135135 86.14864865],0
n3,1,0.709039,0.139239,[7 5] ; [23 21],[6.42857143 5.57142857] ; [23.57142857 20.42857143],0
a7,1,0.743973,0.106665,[13 10] ; [74 49],[13.70547945  9.29452055] ; [73.29452055 49.70547945],0
n6,1,0.755436,0.09702,[15  8] ; [76 47],[14.33561644  8.66438356] ; [76.66438356 46.33561644],0
d5,1,0.790829,0.070349,[17  6] ; [89 36],[16.47297297  6.52702703] ; [89.52702703 35.47297297],0
a1,1,0.801568,0.063161,[ 2 21] ; [  9 116],[ 1.70945946 21.29054054] ; [  9.29054054 115.70945946],0
d2,1,0.820288,0.051608,[12 11] ; [61 62],[11.5 11.5] ; [61.5 61.5],0
d3,1,0.843925,0.03876,[12 11] ; [68 57],[12.43243243 10.56756757] ; [67.56756757 57.43243243],0
u1,1,0.888099,0.019799,[ 3 20] ; [ 15 110],[ 2.7972973 20.2027027] ; [ 15.2027027 109.7972973],0
a4,1,0.889996,0.019129,[ 8 15] ; [45 79],[ 8.29251701 14.70748299] ; [44.70748299 79.29251701],0
s8,1,0.908353,0.013252,[ 4 19] ; [ 23 102],[ 4.19594595 18.80405405] ; [ 22.80405405 102.19594595],0
v4,1,0.935569,0.006535,[17  5] ; [96 27],[17.14482759  4.85517241] ; [95.85517241 27.14482759],0
u2,1,0.981854,0.000517,[5 6] ; [22 26],[5.03389831 5.96610169] ; [21.96610169 26.03389831],0
