Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.3e-05,19.023735,[32  9] ; [35 59],[20.34814815 20.65185185] ; [46.65185185 47.34814815],1
p1,1,3.8e-05,16.965823,[13 28] ; [ 5 88],[ 5.50746269 35.49253731] ; [12.49253731 80.50746269],1
b3,1,5.4e-05,16.288856,[15 13] ; [ 7 49],[ 7.33333333 20.66666667] ; [14.66666667 41.33333333],1
b2,1,5.4e-05,16.288856,[15 13] ; [ 7 49],[ 7.33333333 20.66666667] ; [14.66666667 41.33333333],1
p7,1,7.3e-05,15.722424,[35  6] ; [45 47],[24.66165414 16.33834586] ; [55.33834586 36.66165414],1
p5,1,0.000138,14.52734,[11 30] ; [ 4 89],[ 4.58955224 36.41044776] ; [10.41044776 82.58955224],1
p12,1,0.004624,8.020835,[ 7 34] ; [ 3 91],[ 3.03703704 37.96296296] ; [ 6.96296296 87.03703704],0
p3,1,0.011554,6.378061,[26 15] ; [37 56],[19.2761194 21.7238806] ; [43.7238806 49.2761194],0
s7,1,0.01301,6.167688,[21 18] ; [27 61],[14.74015748 24.25984252] ; [33.25984252 54.74015748],0
p8,1,0.023329,5.143856,[27 14] ; [41 51],[20.96240602 20.03759398] ; [47.03759398 44.96240602],0
s5,1,0.03196,4.600629,[14 25] ; [17 75],[ 9.22900763 29.77099237] ; [21.77099237 70.22900763],0
a3,1,0.081627,3.032199,[25 16] ; [42 52],[20.34814815 20.65185185] ; [46.65185185 47.34814815],0
v3,1,0.082974,3.005663,[17 24] ; [24 67],[12.73484848 28.26515152] ; [28.26515152 62.73484848],0
a4,1,0.094804,2.790856,[14 26] ; [20 74],[10.14925373 29.85074627] ; [23.85074627 70.14925373],0
a5,1,0.096292,2.765906,[26 15] ; [45 49],[21.56296296 19.43703704] ; [49.43703704 44.56296296],0
v2,1,0.120067,2.41645,[22 18] ; [35 52],[17.95275591 22.04724409] ; [39.04724409 47.95275591],0
n4,1,0.140606,2.171313,[33  8] ; [64 30],[29.45925926 11.54074074] ; [67.54074074 26.45925926],0
u1,1,0.142051,2.155603,[ 3 38] ; [ 2 92],[ 1.51851852 39.48148148] ; [ 3.48148148 90.51851852],0
s2,1,0.142825,2.14726,[18 23] ; [28 63],[14.28787879 26.71212121] ; [31.71212121 59.28787879],0
a8,1,0.145377,2.120103,[ 6 33] ; [ 6 79],[ 3.77419355 35.22580645] ; [ 8.22580645 76.77419355],0
