Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,58.075006,[47 26] ; [ 8 86],[24.04191617 48.95808383] ; [30.95808383 63.04191617],1
s2,1,0.0,39.377215,[54 19] ; [24 71],[33.89285714 39.10714286] ; [44.10714286 50.89285714],1
p6,1,0.0,25.400823,[35 37] ; [12 81],[20.50909091 51.49090909] ; [26.49090909 66.50909091],1
s6,1,7e-06,20.227458,[59 13] ; [45 49],[45.10843373 26.89156627] ; [58.89156627 35.10843373],1
s3,1,1.1e-05,19.337968,[51 22] ; [33 60],[36.93975904 36.06024096] ; [47.06024096 45.93975904],1
u1,1,6.3e-05,16.011264,[24 49] ; [ 8 87],[13.9047619 59.0952381] ; [18.0952381 76.9047619],1
p9,1,6.6e-05,15.917219,[57 14] ; [47 47],[44.75151515 26.24848485] ; [59.24848485 34.75151515],1
s5,1,0.000165,14.196228,[34 33] ; [20 71],[22.89873418 44.10126582] ; [31.10126582 59.89873418],1
v4,1,0.001302,10.3396,[71  2] ; [77 18],[64.30952381  8.69047619] ; [83.69047619 11.30952381],0
r4,1,0.001401,10.20435,[64  9] ; [63 32],[55.18452381 17.81547619] ; [71.81547619 23.18452381],0
n4,1,0.002049,9.505352,[54 18] ; [49 46],[44.40718563 27.59281437] ; [58.59281437 36.40718563],0
p4,1,0.002611,9.060891,[40 33] ; [29 63],[30.52727273 42.47272727] ; [38.47272727 53.52727273],0
r1,1,0.004085,8.245767,[63 10] ; [63 31],[55.07784431 17.92215569] ; [70.92215569 23.07784431],0
n6,1,0.007928,7.049634,[55 15] ; [56 39],[47.09090909 22.90909091] ; [63.90909091 31.09090909],0
p1,1,0.010369,6.570349,[10 62] ; [ 3 92],[ 5.60479042 66.39520958] ; [ 7.39520958 87.60479042],0
d3,1,0.012529,6.234361,[59 14] ; [60 35],[51.70833333 21.29166667] ; [67.29166667 27.70833333],0
n1,1,0.015388,5.871487,[17 12] ; [10 25],[12.234375 16.765625] ; [14.765625 20.234375],0
n5,1,0.016149,5.786579,[49 23] ; [47 48],[41.38922156 30.61077844] ; [54.61077844 40.38922156],0
v1,1,0.017738,5.621862,[39 34] ; [33 61],[31.47305389 41.52694611] ; [40.52694611 53.47305389],0
p3,1,0.018736,5.526024,[35 38] ; [28 65],[27.70481928 45.29518072] ; [35.29518072 57.70481928],0
r3,1,0.024756,5.040881,[66  6] ; [75 20],[60.79041916 11.20958084] ; [80.20958084 14.79041916],0
p2,1,0.026678,4.911522,[54 19] ; [54 40],[47.20958084 25.79041916] ; [60.79041916 33.20958084],0
a3,1,0.031794,4.609571,[57 15] ; [60 34],[50.74698795 21.25301205] ; [66.25301205 27.74698795],0
u3,1,0.053894,3.715988,[11  5] ; [13 20],[7.83673469 8.16326531] ; [16.16326531 16.83673469],0
p10,1,0.05475,3.689684,[46 26] ; [46 48],[39.90361446 32.09638554] ; [52.09638554 41.90361446],0
d1,1,0.055355,3.671355,[52 21] ; [54 41],[46.05952381 26.94047619] ; [59.94047619 35.05952381],0
b1,1,0.086882,2.931218,[42 31] ; [42 53],[36.5 36.5] ; [47.5 47.5],0
a4,1,0.107646,2.588447,[41 32] ; [41 53],[35.84431138 37.15568862] ; [46.15568862 47.84431138],0
a2,1,0.123768,2.368974,[23 50] ; [20 75],[18.68452381 54.31547619] ; [24.31547619 70.68452381],0
b4,1,0.126381,2.336404,[47 26] ; [50 45],[42.14880952 30.85119048] ; [54.85119048 40.14880952],0
s4,1,0.146182,2.11165,[19 54] ; [16 79],[15.20833333 57.79166667] ; [19.79166667 75.20833333],0
v2,1,0.146918,2.103964,[39 32] ; [40 52],[34.41104294 36.58895706] ; [44.58895706 47.41104294],0
r2,1,0.158185,1.991488,[68  4] ; [81 11],[65.41463415  6.58536585] ; [83.58536585  8.41463415],0
p5,1,0.177237,1.820638,[ 8 65] ; [ 5 89],[ 5.68263473 67.31736527] ; [ 7.31736527 86.68263473],0
p8,1,0.177727,1.816527,[27 45] ; [26 68],[22.98795181 49.01204819] ; [30.01204819 63.98795181],0
d5,1,0.210534,1.56775,[65  8] ; [78 17],[62.13690476 10.86309524] ; [80.86309524 14.13690476],0
d2,1,0.255197,1.294628,[46 27] ; [51 43],[42.4011976 30.5988024] ; [54.5988024 39.4011976],0
s1,1,0.255969,1.290427,[ 6 65] ; [ 4 91],[ 4.27710843 66.72289157] ; [ 5.72289157 89.27710843],0
u2,1,0.258559,1.276458,[9 6] ; [14 19],[7.1875 7.8125] ; [15.8125 17.1875],0
b3,1,0.274664,1.193304,[17 23] ; [15 33],[14.54545455 25.45454545] ; [17.45454545 30.54545455],0
b2,1,0.274664,1.193304,[17 23] ; [15 33],[14.54545455 25.45454545] ; [17.45454545 30.54545455],0
a5,1,0.310221,1.029733,[53 20] ; [62 33],[49.9702381 23.0297619] ; [65.0297619 29.9702381],0
a7,1,0.32493,0.968998,[55 18] ; [65 30],[52.14285714 20.85714286] ; [67.85714286 27.14285714],0
a8,1,0.331883,0.941538,[ 7 56] ; [ 6 84],[ 5.35294118 57.64705882] ; [ 7.64705882 82.35294118],0
n2,1,0.380566,0.768872,[21  8] ; [23 14],[19.33333333  9.66666667] ; [24.66666667 12.33333333],0
a6,1,0.393308,0.728692,[47 26] ; [55 40],[44.32142857 28.67857143] ; [57.67857143 37.32142857],0
a1,1,0.442615,0.589492,[ 6 67] ; [ 5 90],[ 4.7797619 68.2202381] ; [ 6.2202381 88.7797619],0
n3,1,0.504024,0.446454,[17 12] ; [24 12],[18.29230769 10.70769231] ; [22.70769231 13.29230769],0
v3,1,0.532604,0.38942,[24 46] ; [27 64],[22.17391304 47.82608696] ; [28.82608696 62.17391304],0
p7,1,0.742689,0.107777,[31 40] ; [43 50],[32.03658537 38.96341463] ; [41.96341463 51.03658537],0
b5,1,0.93917,0.005824,[48 25] ; [63 32],[48.23214286 24.76785714] ; [62.76785714 32.23214286],0
