Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-06,19.955177,[ 6 28] ; [49 28],[16.84684685 17.15315315] ; [38.15315315 38.84684685],1
r3,1,0.000365,12.705751,[19 16] ; [65 11],[26.48648649  8.51351351] ; [57.51351351 18.48648649],1
v4,1,0.000457,12.284574,[23 12] ; [70  6],[29.32432432  5.67567568] ; [63.67567568 12.32432432],1
s1,1,0.000665,11.583306,[ 8 27] ; [ 2 72],[ 3.21100917 31.78899083] ; [ 6.78899083 67.21100917],1
p10,1,0.000826,11.182355,[12 22] ; [52 23],[19.96330275 14.03669725] ; [44.03669725 30.96330275],1
p11,1,0.001525,10.048669,[14 21] ; [55 22],[21.5625 13.4375] ; [47.4375 29.5625],0
p8,1,0.003761,8.395701,[ 6 28] ; [35 40],[12.78899083 21.21100917] ; [28.21100917 46.78899083],0
p9,1,0.004585,8.03628,[14 19] ; [54 22],[20.58715596 12.41284404] ; [47.41284404 28.58715596],0
v3,1,0.004628,8.019506,[11 23] ; [ 8 69],[ 5.81981982 28.18018018] ; [13.18018018 63.81981982],0
p4,1,0.013449,6.109091,[ 9 26] ; [39 38],[15. 20.] ; [33. 44.],0
a1,1,0.017854,5.61039,[ 5 30] ; [ 2 75],[ 2.1875 32.8125] ; [ 4.8125 72.1875],0
b2,1,0.029334,4.747876,[10 16] ; [ 7 38],[ 6.22535211 19.77464789] ; [10.77464789 34.22535211],0
b3,1,0.029334,4.747876,[10 16] ; [ 7 38],[ 6.22535211 19.77464789] ; [10.77464789 34.22535211],0
n6,1,0.033248,4.532979,[21 14] ; [61 16],[25.625  9.375] ; [56.375 20.625],0
s3,1,0.042742,4.105564,[10 23] ; [39 37],[14.83486239 18.16513761] ; [34.16513761 41.83486239],0
s4,1,0.042874,4.10035,[ 4 31] ; [22 54],[ 8.1981982 26.8018018] ; [17.8018018 58.1981982],0
p3,1,0.043151,4.089474,[ 7 28] ; [30 46],[11.66666667 23.33333333] ; [25.33333333 50.66666667],0
p6,1,0.071396,3.250626,[ 4 30] ; [21 56],[ 7.65765766 26.34234234] ; [17.34234234 59.65765766],0
d5,1,0.088181,2.907267,[11 24] ; [37 39],[15.13513514 19.86486486] ; [32.86486486 43.13513514],0
s7,1,0.092355,2.832838,[ 7 25] ; [29 46],[10.76635514 21.23364486] ; [25.23364486 49.76635514],0
b1,1,0.129685,2.296269,[19 16] ; [30 47],[15.3125 19.6875] ; [33.6875 43.3125],0
r4,1,0.134561,2.239079,[21 14] ; [57 20],[24.375 10.625] ; [53.625 23.375],0
d3,1,0.148956,2.082913,[ 5 30] ; [20 55],[ 7.95454545 27.04545455] ; [17.04545455 57.95454545],0
a3,1,0.156502,2.007705,[19 14] ; [33 44],[15.6 17.4] ; [36.4 40.6],0
a7,1,0.172069,1.864827,[14 21] ; [41 35],[17.34234234 17.65765766] ; [37.65765766 38.34234234],0
s2,1,0.183032,1.772834,[ 8 26] ; [28 49],[11.02702703 22.97297297] ; [24.97297297 52.02702703],0
n2,1,0.230804,1.435897,[8 7] ; [18  7],[9.75 5.25] ; [16.25  8.75],0
s8,1,0.257926,1.279854,[ 7 28] ; [23 53],[ 9.45945946 25.54054054] ; [20.54054054 55.45945946],0
d2,1,0.292032,1.110228,[12 23] ; [19 58],[ 9.6875 25.3125] ; [21.3125 55.6875],0
s6,1,0.294907,1.097086,[14 20] ; [39 36],[16.53211009 17.46788991] ; [36.46788991 38.53211009],0
n3,1,0.351055,0.86964,[8 5] ; [19  6],[9.23684211 3.76315789] ; [17.76315789  7.23684211],0
u2,1,0.408961,0.681818,[ 4 12] ; [16 28],[ 5.33333333 10.66666667] ; [14.66666667 29.33333333],0
s5,1,0.415725,0.662368,[ 4 29] ; [14 62],[ 5.44954128 27.55045872] ; [12.55045872 63.44954128],0
n5,1,0.441955,0.591202,[27  8] ; [54 23],[25.3125  9.6875] ; [55.6875 21.3125],0
a5,1,0.444296,0.585162,[15 20] ; [39 38],[16.875 18.125] ; [37.125 39.875],0
v1,1,0.466613,0.529985,[13 21] ; [24 53],[11.33333333 22.66666667] ; [25.66666667 51.33333333],0
p5,1,0.50042,0.454045,[ 4 30] ; [ 6 71],[ 3.06306306 30.93693694] ; [ 6.93693694 70.06306306],0
b5,1,0.500716,0.45342,[19 16] ; [47 30],[20.625 14.375] ; [45.375 31.625],0
n1,1,0.504985,0.444444,[7 8] ; [ 9 16],[6. 9.] ; [10. 15.],0
b4,1,0.557246,0.344495,[18 17] ; [35 42],[16.5625 18.4375] ; [36.4375 40.5625],0
d1,1,0.57872,0.308309,[ 1 34] ; [ 4 73],[ 1.5625 33.4375] ; [ 3.4375 73.5625],0
a6,1,0.646252,0.210658,[17 18] ; [41 36],[18.125 16.875] ; [39.875 37.125],0
a8,1,0.684066,0.165584,[ 4 30] ; [10 58],[ 4.66666667 29.33333333] ; [ 9.33333333 58.66666667],0
p1,1,0.696092,0.15257,[ 6 29] ; [11 66],[ 5.3125 29.6875] ; [11.6875 65.3125],0
u3,1,0.720681,0.127841,[7 9] ; [17 27],[6.4 9.6] ; [17.6 26.4],0
r1,1,0.770999,0.084721,[19 16] ; [39 37],[18.28828829 16.71171171] ; [39.71171171 36.28828829],0
a4,1,0.847911,0.036781,[10 24] ; [21 55],[ 9.58181818 24.41818182] ; [21.41818182 54.58181818],0
n4,1,0.878145,0.023508,[24 11] ; [51 25],[23.64864865 11.35135135] ; [51.35135135 24.64864865],0
a2,1,0.928793,0.007986,[ 3 32] ; [ 7 70],[ 3.125 31.875] ; [ 6.875 70.125],0
p12,1,0.937101,0.006227,[ 1 34] ; [ 2 75],[ 0.9375 34.0625] ; [ 2.0625 74.9375],0
r2,1,0.972919,0.001152,[29  6] ; [64 13],[29.0625  5.9375] ; [63.9375 13.0625],0
