Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,31.670279,[56 98] ; [43 10],[73.65217391 80.34782609] ; [25.34782609 27.65217391],1
b1,1,0.000485,12.173607,[71 88] ; [10 45],[60.18224299 98.81775701] ; [20.81775701 34.18224299],1
p12,1,0.001047,10.742947,[  2 156] ; [ 6 48],[  5.96226415 152.03773585] ; [ 2.03773585 51.96226415],0
v1,1,0.00467,8.002807,[ 57 100] ; [32 23],[65.91037736 91.08962264] ; [23.08962264 31.91037736],0
r1,1,0.005132,7.832433,[100  58] ; [46  9],[108.30046948  49.69953052] ; [37.69953052 17.30046948],0
a7,1,0.019385,5.466435,[106  52] ; [46  9],[112.75117371  45.24882629] ; [39.24882629 15.75117371],0
u1,1,0.023564,5.12646,[ 10 149] ; [ 9 46],[ 14.11682243 144.88317757] ; [ 4.88317757 50.11682243],0
d4,1,0.024932,5.028603,[115  44] ; [48  7],[121.10747664  37.89252336] ; [41.89252336 13.10747664],0
u2,1,0.027864,4.836485,[35 34] ; [15  4],[39.20454545 29.79545455] ; [10.79545455  8.20454545],0
n1,1,0.030747,4.667013,[19 43] ; [ 2 22],[15.13953488 46.86046512] ; [ 5.86046512 18.13953488],0
p10,1,0.032667,4.563153,[103  53] ; [44 10],[109.2  46.8] ; [37.8 16.2],0
d3,1,0.050187,3.835194,[97 60] ; [42 13],[102.93867925  54.06132075] ; [36.06132075 18.93867925],0
s6,1,0.054297,3.703548,[84 73] ; [37 17],[90.03317536 66.96682464] ; [30.96682464 23.03317536],0
p9,1,0.06466,3.413635,[112  43] ; [45  8],[116.99519231  38.00480769] ; [40.00480769 12.99519231],0
b4,1,0.088157,2.907704,[83 76] ; [36 19],[88.41588785 70.58411215] ; [30.58411215 24.41588785],0
p5,1,0.115539,2.476775,[  6 153] ; [ 5 49],[  8.21126761 150.78873239] ; [ 2.78873239 51.21126761],0
p6,1,0.118343,2.439115,[ 43 112] ; [ 9 44],[ 38.75 116.25] ; [13.25 39.75],0
r4,1,0.123134,2.376992,[127  32] ; [49  6],[130.76635514  28.23364486] ; [45.23364486  9.76635514],0
s7,1,0.135338,2.230178,[ 42 111] ; [20 32],[ 46.27317073 106.72682927] ; [15.72682927 36.27317073],0
a2,1,0.138266,2.197152,[ 19 140] ; [11 44],[ 22.28971963 136.71028037] ; [ 7.71028037 47.28971963],0
r2,1,0.171581,1.869075,[140  19] ; [52  3],[142.65420561  16.34579439] ; [49.34579439  5.65420561],0
s5,1,0.177091,1.821866,[ 42 112] ; [20 34],[ 45.90384615 108.09615385] ; [16.09615385 37.90384615],0
b3,1,0.20114,1.63408,[21 58] ; [10 15],[23.54807692 55.45192308] ; [ 7.45192308 17.54807692],0
b2,1,0.20114,1.63408,[21 58] ; [10 15],[23.54807692 55.45192308] ; [ 7.45192308 17.54807692],0
a5,1,0.218194,1.516207,[86 73] ; [35 20],[89.90186916 69.09813084] ; [31.09813084 23.90186916],0
d5,1,0.224094,1.477961,[110  48] ; [43 12],[113.49295775  44.50704225] ; [39.50704225 15.49295775],0
a3,1,0.236516,1.401243,[89 69] ; [36 19],[92.72300469 65.27699531] ; [32.27699531 22.72300469],0
a6,1,0.284195,1.146917,[97 62] ; [38 17],[100.30373832  58.69626168] ; [34.69626168 20.30373832],0
s3,1,0.30096,1.069938,[71 88] ; [29 26],[74.29906542 84.70093458] ; [25.70093458 29.29906542],0
a8,1,0.304376,1.054922,[  8 142] ; [ 1 51],[  6.68316832 143.31683168] ; [ 2.31683168 49.68316832],0
b5,1,0.304715,1.053444,[102  57] ; [31 24],[98.81775701 60.18224299] ; [34.18224299 20.81775701],0
d1,1,0.334671,0.930737,[69 90] ; [28 27],[72.07009346 86.92990654] ; [24.92990654 30.07009346],0
r3,1,0.353645,0.860334,[143  15] ; [52  3],[144.64788732  13.35211268] ; [50.35211268  4.64788732],0
s8,1,0.36272,0.828453,[ 47 111] ; [20 35],[ 49.69953052 108.30046948] ; [17.30046948 37.69953052],0
p8,1,0.369016,0.806976,[65 93] ; [26 28],[67.82075472 90.17924528] ; [23.17924528 30.82075472],0
p7,1,0.371671,0.798069,[81 71] ; [32 21],[83.78536585 68.21463415] ; [29.21463415 23.78536585],0
n3,1,0.384237,0.757101,[43 20] ; [14 10],[41.27586207 21.72413793] ; [15.72413793  8.27586207],0
p11,1,0.407725,0.685425,[100  59] ; [38 17],[102.53271028  56.46728972] ; [35.46728972 19.53271028],0
n6,1,0.453048,0.563015,[103  56] ; [38 16],[105.25352113  53.74647887] ; [35.74647887 18.25352113],0
p1,1,0.574561,0.315111,[  9 150] ; [ 2 52],[  8.21126761 150.78873239] ; [ 2.78873239 51.21126761],0
n2,1,0.587994,0.293488,[45 17] ; [16  8],[43.97674419 18.02325581] ; [17.02325581  6.97674419],0
p2,1,0.668402,0.183477,[116  43] ; [41 13],[117.1971831  41.8028169] ; [39.8028169 14.1971831],0
s1,1,0.669764,0.181878,[  4 154] ; [ 2 53],[  4.45070423 153.54929577] ; [ 1.54929577 53.45070423],0
p4,1,0.677004,0.173518,[68 90] ; [25 29],[69.31132075 88.68867925] ; [23.68867925 30.31132075],0
s2,1,0.748884,0.102472,[70 88] ; [23 32],[68.98591549 89.01408451] ; [24.01408451 30.98591549],0
a1,1,0.807225,0.05954,[  7 152] ; [ 2 53],[  6.68691589 152.31308411] ; [ 2.31308411 52.68691589],0
u3,1,0.819118,0.052294,[44 25] ; [12  6],[44.4137931 24.5862069] ; [11.5862069  6.4137931],0
p3,1,0.826022,0.048315,[ 53 105] ; [19 35],[ 53.66037736 104.33962264] ; [18.33962264 35.66037736],0
s4,1,0.890896,0.018816,[ 39 120] ; [14 41],[ 39.37850467 119.62149533] ; [13.62149533 41.37850467],0
d2,1,0.927974,0.008171,[ 56 103] ; [19 36],[ 55.72429907 103.27570093] ; [19.27570093 35.72429907],0
a4,1,0.94757,0.004324,[ 47 112] ; [16 39],[ 46.80841121 112.19158879] ; [16.19158879 38.80841121],0
n5,1,0.993869,5.9e-05,[ 57 100] ; [20 35],[57.02358491 99.97641509] ; [19.97641509 35.02358491],0
