Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.002493,9.14574,[36 13] ; [36 42],[27.77952756 21.22047244] ; [44.22047244 33.77952756],0
a4,1,0.026779,4.904986,[24 25] ; [23 55],[18.13385827 30.86614173] ; [28.86614173 49.13385827],0
p6,1,0.038686,4.274583,[ 9 40] ; [ 5 72],[ 5.44444444 43.55555556] ; [ 8.55555556 68.44444444],0
s5,1,0.042416,4.118526,[ 6 37] ; [23 52],[10.56779661 32.43220339] ; [18.43220339 56.56779661],0
p11,1,0.049061,3.873266,[32 17] ; [37 41],[26.62204724 22.37795276] ; [42.37795276 35.62204724],0
a7,1,0.058048,3.592289,[30 19] ; [60 18],[34.72440945 14.27559055] ; [55.27559055 22.72440945],0
a8,1,0.066442,3.368802,[ 5 41] ; [ 2 71],[ 2.70588235 43.29411765] ; [ 4.29411765 68.70588235],0
a3,1,0.074643,3.177848,[33 16] ; [40 38],[28.16535433 20.83464567] ; [44.83464567 33.16535433],0
d3,1,0.10683,2.600505,[27 22] ; [54 24],[31.2519685 17.7480315] ; [49.7480315 28.2519685],0
d5,1,0.110445,2.54784,[35 14] ; [65 13],[38.58267717 10.41732283] ; [61.41732283 16.58267717],0
p10,1,0.114798,2.486889,[21 28] ; [43 32],[25.29032258 23.70967742] ; [38.70967742 36.29032258],0
d1,1,0.116345,2.465853,[20 29] ; [43 35],[24.30708661 24.69291339] ; [38.69291339 39.30708661],0
p8,1,0.120839,2.406417,[ 6 43] ; [18 59],[ 9.33333333 39.66666667] ; [14.66666667 62.33333333],0
v1,1,0.167487,1.905298,[23 24] ; [28 49],[19.33064516 27.66935484] ; [31.66935484 45.33064516],0
p3,1,0.17146,1.87013,[14 35] ; [14 63],[10.88888889 38.11111111] ; [17.11111111 59.88888889],0
u3,1,0.200546,1.63839,[8 8] ; [26 12],[10.07407407  5.92592593] ; [23.92592593 14.07407407],0
s7,1,0.253024,1.306529,[15 29] ; [18 56],[12.30508475 31.69491525] ; [20.69491525 53.30508475],0
u1,1,0.255127,1.295007,[ 6 43] ; [ 5 73],[ 4.24409449 44.75590551] ; [ 6.75590551 71.24409449],0
n3,1,0.256833,1.285749,[7 2] ; [20 15],[5.52272727 3.47727273] ; [21.47727273 13.52272727],0
s1,1,0.258557,1.276466,[ 1 48] ; [ 5 73],[ 2.31496063 46.68503937] ; [ 3.68503937 74.31496063],0
d2,1,0.279212,1.170922,[21 28] ; [26 52],[18.13385827 30.86614173] ; [28.86614173 49.13385827],0
p2,1,0.295929,1.09245,[31 18] ; [42 36],[28.16535433 20.83464567] ; [44.83464567 33.16535433],0
b1,1,0.314761,1.010593,[20 29] ; [25 53],[17.36220472 31.63779528] ; [27.63779528 50.36220472],0
r4,1,0.324513,0.970671,[39 10] ; [56 22],[36.65354331 12.34645669] ; [58.34645669 19.65354331],0
n1,1,0.336323,0.924397,[2 8] ; [13 23],[3.26086957 6.73913043] ; [11.73913043 24.26086957],0
r1,1,0.337788,0.918808,[37 12] ; [52 25],[34.61111111 14.38888889] ; [54.38888889 22.61111111],0
p9,1,0.339487,0.912369,[27 21] ; [48 26],[29.50819672 18.49180328] ; [45.49180328 28.50819672],0
b2,1,0.404329,0.695415,[13 17] ; [12 24],[11.36363636 18.63636364] ; [13.63636364 22.36363636],0
b3,1,0.404329,0.695415,[13 17] ; [12 24],[11.36363636 18.63636364] ; [13.63636364 22.36363636],0
u2,1,0.412499,0.671586,[11  5] ; [21 16],[9.66037736 6.33962264] ; [22.33962264 14.66037736],0
s6,1,0.506041,0.442245,[22 26] ; [40 37],[23.808 24.192] ; [38.192 38.808],0
n6,1,0.519154,0.415574,[28 21] ; [40 38],[26.23622047 22.76377953] ; [41.76377953 36.23622047],0
p5,1,0.562543,0.33532,[ 1 48] ; [ 3 74],[ 1.55555556 47.44444444] ; [ 2.44444444 74.55555556],0
