Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000475,12.21215,[11  2] ; [ 7 20],[5.85 7.15] ; [12.15 14.85],1
d1,1,0.001308,10.331372,[11  2] ; [ 9 20],[6.19047619 6.80952381] ; [13.80952381 15.19047619],0
d2,1,0.035105,4.44005,[8 4] ; [ 9 20],[4.97560976 7.02439024] ; [12.02439024 16.97560976],0
p3,1,0.049774,3.849068,[5 7] ; [ 4 25],[2.63414634 9.36585366] ; [ 6.36585366 22.63414634],0
a2,1,0.100599,2.696021,[4 9] ; [ 3 26],[ 2.16666667 10.83333333] ; [ 4.83333333 24.16666667],0
v1,1,0.100599,2.696021,[7 6] ; [ 8 21],[4.64285714 8.35714286] ; [10.35714286 18.64285714],0
n5,1,0.103459,2.651395,[10  3] ; [14 14],[7.6097561 5.3902439] ; [16.3902439 11.6097561],0
d3,1,0.124025,2.365736,[10  3] ; [15 14],[7.73809524 5.26190476] ; [17.26190476 11.73809524],0
n6,1,0.129524,2.298196,[10  3] ; [14 13],[7.8 5.2] ; [16.2 10.8],0
n1,1,0.14753,2.097605,[1 6] ; [ 9 11],[2.59259259 4.40740741] ; [ 7.40740741 12.59259259],0
u3,1,0.170904,1.875,[2 1] ; [3 9],[1. 2.] ; [4. 8.],0
v4,1,0.174963,1.8399,[9 3] ; [14 13],[7.07692308 4.92307692] ; [15.92307692 11.07692308],0
n4,1,0.179627,1.800704,[10  3] ; [16 13],[8.04761905 4.95238095] ; [17.95238095 11.04761905],0
p6,1,0.195238,1.677641,[4 9] ; [ 4 25],[ 2.47619048 10.52380952] ; [ 5.52380952 23.47619048],0
p8,1,0.225887,1.466571,[5 8] ; [ 6 23],[3.4047619 9.5952381] ; [ 7.5952381 21.4047619],0
p5,1,0.227052,1.459236,[3 9] ; [ 3 26],[ 1.75609756 10.24390244] ; [ 4.24390244 24.75609756],0
b2,1,0.244551,1.354167,[3 3] ; [ 5 15],[1.84615385 4.15384615] ; [ 6.15384615 13.84615385],0
b3,1,0.244551,1.354167,[3 3] ; [ 5 15],[1.84615385 4.15384615] ; [ 6.15384615 13.84615385],0
b4,1,0.286233,1.137254,[11  2] ; [20  9],[9.5952381 3.4047619] ; [21.4047619  7.5952381],0
a3,1,0.308456,1.037277,[10  3] ; [17 11],[8.56097561 4.43902439] ; [18.43902439  9.56097561],0
n3,1,0.352704,0.863705,[4 3] ; [ 7 12],[2.96153846 4.03846154] ; [ 8.03846154 10.96153846],0
u1,1,0.386311,0.750524,[ 2 11] ; [ 2 27],[ 1.23809524 11.76190476] ; [ 2.76190476 26.23809524],0
p1,1,0.386311,0.750524,[ 2 11] ; [ 2 27],[ 1.23809524 11.76190476] ; [ 2.76190476 26.23809524],0
b1,1,0.426262,0.632988,[5 8] ; [15 14],[6.19047619 6.80952381] ; [13.80952381 15.19047619],0
s2,1,0.439391,0.597871,[4 7] ; [ 7 22],[3.025 7.975] ; [ 7.975 21.025],0
