Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.003628,8.461107,[16 79] ; [10 12],[21.11111111 73.88888889] ; [ 4.88888889 17.11111111],0
n1,1,0.003971,8.297143,[13 27] ; [7 1],[16.66666667 23.33333333] ; [3.33333333 4.66666667],0
u1,1,0.029159,4.758209,[ 7 90] ; [ 5 17],[ 9.78151261 87.21848739] ; [ 2.21848739 19.78151261],0
p11,1,0.036764,4.361294,[38 59] ; [14  8],[42.38655462 54.61344538] ; [ 9.61344538 12.38655462],0
n6,1,0.036854,4.357165,[55 40] ; [18  4],[59.27350427 35.72649573] ; [13.72649573  8.27350427],0
s8,1,0.051785,3.782706,[ 8 88] ; [ 5 17],[10.57627119 85.42372881] ; [ 2.42372881 19.57627119],0
s6,1,0.072167,3.23303,[25 71] ; [10 12],[28.47457627 67.52542373] ; [ 6.52542373 15.47457627],0
d5,1,0.106319,2.608103,[62 35] ; [18  4],[65.21008403 31.78991597] ; [14.78991597  7.21008403],0
d4,1,0.118646,2.435103,[62 34] ; [18  4],[65.08474576 30.91525424] ; [14.91525424  7.08474576],0
a8,1,0.120102,2.41599,[ 5 85] ; [ 3 16],[ 6.60550459 83.39449541] ; [ 1.39449541 17.60550459],0
r3,1,0.152413,2.047934,[68 27] ; [19  3],[70.64102564 24.35897436] ; [16.35897436  5.64102564],0
v1,1,0.155949,2.013074,[25 72] ; [ 9 13],[27.71428571 69.28571429] ; [ 6.28571429 15.71428571],0
v3,1,0.171502,1.869761,[21 73] ; [ 8 14],[23.5 70.5] ; [ 5.5 16.5],0
d3,1,0.198338,1.654568,[47 50] ; [14  8],[49.72268908 47.27731092] ; [11.27731092 10.72268908],0
n2,1,0.216095,1.530118,[21 20] ; [6 2],[22.59183673 18.40816327] ; [4.40816327 3.59183673],0
r1,1,0.219748,1.506016,[61 35] ; [17  5],[63.45762712 32.54237288] ; [14.54237288  7.45762712],0
s3,1,0.233069,1.422033,[23 73] ; [ 8 14],[25.22033898 70.77966102] ; [ 5.77966102 16.22033898],0
a7,1,0.266789,1.233182,[57 38] ; [16  6],[59.27350427 35.72649573] ; [13.72649573  8.27350427],0
a2,1,0.270406,1.214688,[13 84] ; [ 5 17],[14.67226891 82.32773109] ; [ 3.32773109 18.67226891],0
u3,1,0.276609,1.183673,[23 26] ; [6 3],[24.5 24.5] ; [4.5 4.5],0
p6,1,0.299465,1.076576,[13 81] ; [ 5 17],[14.5862069 79.4137931] ; [ 3.4137931 18.5862069],0
r2,1,0.304829,1.052951,[77 17] ; [20  2],[78.60344828 15.39655172] ; [18.39655172  3.60344828],0
a6,1,0.323221,0.975867,[55 42] ; [15  7],[57.05882353 39.94117647] ; [12.94117647  9.05882353],0
r4,1,0.337887,0.918431,[60 37] ; [16  6],[61.94957983 35.05042017] ; [14.05042017  7.94957983],0
b1,1,0.338765,0.915099,[55 42] ; [10 12],[52.98319328 44.01680672] ; [12.01680672  9.98319328],0
s5,1,0.359832,0.83848,[14 81] ; [ 5 17],[15.42735043 79.57264957] ; [ 3.57264957 18.42735043],0
u2,1,0.400752,0.706068,[19 28] ; [5 4],[20.14285714 26.85714286] ; [3.85714286 5.14285714],0
d1,1,0.400763,0.706035,[39 58] ; [11 11],[40.75630252 56.24369748] ; [ 9.24369748 12.75630252],0
a3,1,0.441508,0.59236,[48 48] ; [13  9],[49.62711864 46.37288136] ; [11.37288136 10.62711864],0
a4,1,0.460789,0.543978,[31 64] ; [ 9 13],[32.47863248 62.52136752] ; [ 7.52136752 14.47863248],0
p8,1,0.512201,0.429568,[24 72] ; [ 7 15],[25.22033898 70.77966102] ; [ 5.77966102 16.22033898],0
p4,1,0.522155,0.409634,[32 63] ; [ 9 13],[33.29059829 61.70940171] ; [ 7.70940171 14.29059829],0
n3,1,0.566082,0.329283,[24 16] ; [5 2],[24.68085106 15.31914894] ; [4.31914894 2.68085106],0
b2,1,0.629101,0.233282,[19 42] ; [ 6 10],[19.80519481 41.19480519] ; [ 5.19480519 10.80519481],0
b3,1,0.629101,0.233282,[19 42] ; [ 6 10],[19.80519481 41.19480519] ; [ 5.19480519 10.80519481],0
a1,1,0.651489,0.204028,[ 7 90] ; [ 1 21],[ 6.5210084 90.4789916] ; [ 1.4789916 20.5210084],0
v2,1,0.653575,0.201422,[34 61] ; [ 9 13],[34.91452991 60.08547009] ; [ 8.08547009 13.91452991],0
n5,1,0.658285,0.195614,[53 43] ; [11 11],[52.06779661 43.93220339] ; [11.93220339 10.06779661],0
b5,1,0.759507,0.093714,[52 45] ; [11 11],[51.35294118 45.64705882] ; [11.64705882 10.35294118],0
p2,1,0.79932,0.064632,[47 50] ; [10 12],[46.46218487 50.53781513] ; [10.53781513 11.46218487],0
p3,1,0.823281,0.049875,[24 72] ; [ 5 17],[23.59322034 72.40677966] ; [ 5.40677966 16.59322034],0
n4,1,0.849538,0.035989,[59 37] ; [14  8],[59.38983051 36.61016949] ; [13.61016949  8.38983051],0
s4,1,0.871757,0.026059,[12 85] ; [ 3 19],[12.22689076 84.77310924] ; [ 2.77310924 19.22689076],0
d2,1,0.893788,0.017825,[46 49] ; [11 11],[46.28205128 48.71794872] ; [10.71794872 11.28205128],0
