Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6e-06,20.533592,[41 22] ; [29 71],[27.05521472 35.94478528] ; [42.94478528 57.05521472],1
v3,1,0.000681,11.540246,[23 39] ; [15 90],[14.10778443 47.89221557] ; [23.89221557 81.10778443],1
a5,1,0.001105,10.643045,[44 21] ; [45 62],[33.63372093 31.36627907] ; [55.36627907 51.63372093],0
s7,1,0.001935,9.609814,[24 41] ; [16 85],[15.6626506 49.3373494] ; [24.3373494 76.6626506],0
p3,1,0.008726,6.878061,[25 39] ; [22 85],[17.59064327 46.40935673] ; [29.40935673 77.59064327],0
a3,1,0.008874,6.84807,[46 19] ; [54 53],[37.79069767 27.20930233] ; [62.20930233 44.79069767],0
s6,1,0.009957,6.642515,[35 29] ; [37 70],[26.94736842 37.05263158] ; [45.05263158 61.94736842],0
p9,1,0.015653,5.841433,[51 13] ; [65 40],[43.92899408 20.07100592] ; [72.07100592 32.92899408],0
a2,1,0.029326,4.748369,[12 53] ; [ 8 99],[ 7.55813953 57.44186047] ; [12.44186047 94.55813953],0
a4,1,0.031977,4.599731,[23 42] ; [22 85],[17.00581395 47.99418605] ; [27.99418605 79.00581395],0
r1,1,0.046648,3.958038,[48 17] ; [63 44],[41.94767442 23.05232558] ; [69.05232558 37.94767442],0
p11,1,0.054668,3.692184,[46 19] ; [60 47],[40.05813953 24.94186047] ; [65.94186047 41.05813953],0
p10,1,0.057533,3.607103,[45 19] ; [59 47],[39.15294118 24.84705882] ; [64.84705882 41.15294118],0
b4,1,0.083624,2.993027,[41 24] ; [53 54],[35.52325581 29.47674419] ; [58.47674419 48.52325581],0
p1,1,0.137566,2.204979,[ 4 61] ; [  2 105],[ 2.26744186 62.73255814] ; [  3.73255814 103.26744186],0
p2,1,0.141188,2.164963,[50 15] ; [71 36],[45.72674419 19.27325581] ; [75.27325581 31.72674419],0
n2,1,0.143924,2.13549,[17  5] ; [26 18],[14.33333333  7.66666667] ; [28.66666667 15.33333333],0
n5,1,0.177351,1.819681,[29 35] ; [37 69],[24.84705882 39.15294118] ; [41.15294118 64.84705882],0
s4,1,0.213873,1.545016,[ 8 57] ; [21 86],[10.95930233 54.04069767] ; [18.04069767 88.95930233],0
r4,1,0.229288,1.44527,[51 14] ; [75 32],[47.61627907 17.38372093] ; [78.38372093 28.61627907],0
d4,1,0.243622,1.359511,[49 16] ; [71 35],[45.61403509 19.38596491] ; [74.38596491 31.61403509],0
p7,1,0.255861,1.291017,[36 27] ; [50 54],[32.44311377 30.55688623] ; [53.55688623 50.44311377],0
p5,1,0.276929,1.182098,[ 4 60] ; [  3 103],[ 2.63529412 61.36470588] ; [  4.36470588 101.63529412],0
u3,1,0.307208,1.042641,[13  6] ; [28 23],[11.12857143  7.87142857] ; [29.87142857 21.12857143],0
