Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,96.752499,[34 47] ; [295  32],[65.31617647 15.68382353] ; [263.68382353  63.31617647],1
n6,1,0.0,28.706693,[57 23] ; [302  24],[70.73891626  9.26108374] ; [288.26108374  37.73891626],1
a3,1,1e-06,24.040647,[39 42] ; [249  79],[57.03667482 23.96332518] ; [230.96332518  97.03667482],1
p4,1,0.000134,14.585097,[47 34] ; [258  70],[60.40342298 20.59657702] ; [244.59657702  83.40342298],1
a4,1,0.000153,14.334748,[19 62] ; [153 175],[34.06356968 46.93643032] ; [137.93643032 190.06356968],1
d2,1,0.000188,13.952347,[23 58] ; [169 159],[38.02444988 42.97555012] ; [153.97555012 174.02444988],1
a2,1,0.000492,12.145412,[ 6 75] ; [ 83 246],[17.58292683 63.41707317] ; [ 71.41707317 257.58292683],1
r1,1,0.000668,11.576218,[56 25] ; [279  48],[66.50735294 14.49264706] ; [268.49264706  58.50735294],1
s7,1,0.000713,11.453821,[28 51] ; [177 135],[41.41943734 37.58056266] ; [163.58056266 148.41943734],1
a5,1,0.00096,10.902549,[51 30] ; [264  65],[62.23170732 18.76829268] ; [252.76829268  76.23170732],1
p3,1,0.001125,10.608877,[39 42] ; [221 106],[51.61764706 29.38235294] ; [208.38235294 118.61764706],0
r2,1,0.001179,10.52358,[70 11] ; [309  13],[76.17617866  4.82382134] ; [302.82382134  19.17617866],0
r4,1,0.00166,9.892269,[67 14] ; [308  21],[74.08536585  6.91463415] ; [300.91463415  28.08536585],0
v1,1,0.001902,9.642022,[34 43] ; [205 118],[46.0075 30.9925] ; [192.9925 130.0075],0
v3,1,0.002681,9.012663,[21 55] ; [150 172],[32.65326633 43.34673367] ; [138.34673367 183.65326633],0
a8,1,0.004014,8.277296,[ 3 67] ; [ 55 249],[10.85561497 59.14438503] ; [ 47.14438503 256.85561497],0
d1,1,0.004471,8.081907,[38 43] ; [211 118],[49.19268293 31.80731707] ; [199.80731707 129.19268293],0
p10,1,0.00953,6.72067,[67 13] ; [303  23],[72.90640394  7.09359606] ; [297.09359606  28.90640394],0
u1,1,0.020159,5.398042,[ 6 75] ; [ 59 270],[12.84146341 68.15853659] ; [ 52.15853659 276.84146341],0
p6,1,0.02379,5.109898,[30 49] ; [170 156],[39.01234568 39.98765432] ; [160.98765432 165.01234568],0
b1,1,0.02742,4.864183,[22 59] ; [133 196],[30.62195122 50.37804878] ; [124.37804878 204.62195122],0
d5,1,0.027569,4.854829,[59 22] ; [273  54],[65.91176471 15.08823529] ; [266.08823529  60.91176471],0
p5,1,0.031665,4.616559,[ 8 72] ; [ 67 262],[14.66992665 65.33007335] ; [ 60.33007335 268.66992665],0
p9,1,0.031931,4.602208,[70 11] ; [306  21],[74.64705882  6.35294118] ; [301.35294118  25.64705882],0
p1,1,0.082331,3.018281,[ 5 74] ; [ 44 284],[ 9.51105651 69.48894349] ; [ 39.48894349 288.51105651],0
p2,1,0.125554,2.346638,[70  9] ; [308  21],[73.19117647  5.80882353] ; [304.80882353  24.19117647],0
s4,1,0.127066,2.327994,[18 63] ; [ 49 274],[13.43316832 67.56683168] ; [ 53.56683168 269.43316832],0
s8,1,0.1298,2.294889,[35 46] ; [171 154],[41.09852217 39.90147783] ; [164.90147783 160.09852217],0
v2,1,0.137539,2.205279,[41 37] ; [197 122],[46.76070529 31.23929471] ; [191.23929471 127.76070529],0
s2,1,0.149369,2.078685,[36 45] ; [173 151],[41.8 39.2] ; [167.2 156.8],0
a1,1,0.170297,1.880324,[ 2 79] ; [ 21 308],[ 4.54390244 76.45609756] ; [ 18.45609756 310.54390244],0
b5,1,0.182034,1.780943,[50 31] ; [176 153],[44.64878049 36.35121951] ; [181.35121951 147.64878049],0
s3,1,0.192342,1.699585,[40 40] ; [187 135],[45.17412935 34.82587065] ; [181.82587065 140.17412935],0
p7,1,0.218259,1.51578,[61 15] ; [280  46],[64.46766169 11.53233831] ; [276.53233831  49.46766169],0
r3,1,0.243631,1.359462,[76  5] ; [316  11],[77.82352941  3.17647059] ; [314.17647059  12.82352941],0
d4,1,0.243778,1.358614,[64 17] ; [276  51],[67.5 13.5] ; [272.5  54.5],0
p12,1,0.245081,1.351128,[ 6 75] ; [ 39 288],[ 8.93382353 72.06617647] ; [ 36.06617647 290.93382353],0
