Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,6e-06,20.549764,[69 20] ; [20 31],[56.57857143 32.42142857] ; [32.42142857 18.57857143],1
a4,1,1e-05,19.603527,[44 46] ; [ 6 45],[31.91489362 58.08510638] ; [18.08510638 32.91489362],1
d5,1,0.000162,14.230324,[71 18] ; [25 26],[61.02857143 27.97142857] ; [34.97142857 16.02857143],1
r4,1,0.002936,8.847059,[68 22] ; [26 25],[60. 30.] ; [34. 17.],0
p4,1,0.003638,8.456443,[38 52] ; [ 9 41],[30.21428571 59.78571429] ; [16.78571429 33.21428571],0
r1,1,0.005226,7.799532,[69 20] ; [28 23],[61.66428571 27.33571429] ; [35.33571429 15.66428571],0
d2,1,0.005643,7.660978,[42 47] ; [12 39],[34.32857143 54.67142857] ; [19.67142857 31.32857143],0
p11,1,0.017566,5.638929,[54 36] ; [20 31],[47.23404255 42.76595745] ; [26.76595745 24.23404255],0
a6,1,0.019104,5.491956,[63 26] ; [26 25],[56.57857143 32.42142857] ; [32.42142857 18.57857143],0
a7,1,0.020876,5.337146,[65 25] ; [27 24],[58.72340426 31.27659574] ; [33.27659574 17.72340426],0
s4,1,0.02106,5.321826,[ 5 85] ; [ 9 42],[ 8.93617021 81.06382979] ; [ 5.06382979 45.93617021],0
v3,1,0.021635,5.274879,[27 55] ; [ 7 41],[21.44615385 60.55384615] ; [12.55384615 35.44615385],0
r3,1,0.023192,5.1541,[75 15] ; [34 17],[69.57446809 20.42553191] ; [39.42553191 11.57446809],0
v2,1,0.023953,5.098039,[40 45] ; [12 33],[34. 51.] ; [18. 27.],0
n4,1,0.024682,5.046034,[53 37] ; [20 31],[46.59574468 43.40425532] ; [26.40425532 24.59574468],0
p3,1,0.045414,4.003194,[30 60] ; [ 9 42],[24.89361702 65.10638298] ; [14.10638298 36.89361702],0
d1,1,0.057772,3.600232,[43 47] ; [16 35],[37.65957447 52.34042553] ; [21.34042553 29.65957447],0
d3,1,0.061263,3.502861,[58 31] ; [25 26],[52.76428571 36.23571429] ; [30.23571429 20.76428571],0
a8,1,0.081774,3.029294,[11 72] ; [ 2 48],[ 8.11278195 74.88721805] ; [ 4.88721805 45.11278195],0
d4,1,0.085906,2.949462,[69 20] ; [32 18],[64.66906475 24.33093525] ; [36.33093525 13.66906475],0
p8,1,0.086675,2.935075,[30 59] ; [10 40],[25.61151079 63.38848921] ; [14.38848921 35.61151079],0
s6,1,0.088686,2.898066,[44 46] ; [17 33],[39.21428571 50.78571429] ; [21.78571429 28.21428571],0
v4,1,0.105922,2.614028,[74 15] ; [35 14],[70.29710145 18.70289855] ; [38.70289855 10.29710145],0
s8,1,0.137599,2.204611,[26 64] ; [ 9 42],[22.34042553 67.65957447] ; [12.65957447 38.34042553],0
s2,1,0.245704,1.347566,[33 56] ; [14 37],[29.87857143 59.12142857] ; [17.12142857 33.87857143],0
s7,1,0.265037,1.242254,[26 55] ; [11 37],[23.23255814 57.76744186] ; [13.76744186 34.23255814],0
