Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,173.047115,[  8 106] ; [377 137],[69.88853503 44.11146497] ; [315.11146497 198.88853503],1
d4,1,0.0,123.087364,[49 64] ; [456  57],[91.15814696 21.84185304] ; [413.84185304  99.15814696],1
d3,1,0.0,52.883103,[43 70] ; [378 136],[75.87400319 37.12599681] ; [345.12599681 168.87400319],1
a4,1,0.0,41.183241,[23 88] ; [278 234],[53.62921348 57.37078652] ; [247.37078652 264.62921348],1
a5,1,0.0,34.7427,[62 51] ; [416  98],[86.14673046 26.85326954] ; [391.85326954 122.14673046],1
d2,1,0.0,32.518981,[33 81] ; [298 212],[60.47115385 53.52884615] ; [270.52884615 239.47115385],1
a3,1,0.0,29.909142,[59 52] ; [401 111],[81.95826645 29.04173355] ; [378.04173355 133.95826645],1
u1,1,1e-06,24.118385,[  4 110] ; [123 391],[23.05414013 90.94585987] ; [103.94585987 410.05414013],1
a2,1,1e-06,23.963565,[  9 105] ; [155 359],[29.77070064 84.22929936] ; [134.22929936 379.77070064],1
p2,1,1e-06,23.333027,[76 36] ; [442  68],[93.2733119 18.7266881] ; [424.7266881  85.2733119],1
r3,1,1.3e-05,18.948025,[94 19] ; [484  26],[104.83788122   8.16211878] ; [473.16211878  36.83788122],1
p4,1,4e-05,16.871396,[52 59] ; [345 166],[70.84726688 40.15273312] ; [326.15273312 184.84726688],1
r4,1,0.000281,13.195932,[90 24] ; [467  47],[101.11146497  12.88853503] ; [455.88853503  58.11146497],1
s8,1,0.000605,11.76201,[36 76] ; [255 255],[52.39871383 59.60128617] ; [238.60128617 271.39871383],1
r1,1,0.0007,11.488639,[79 35] ; [425  86],[91.9296 22.0704] ; [412.0704  98.9296],1
a7,1,0.001278,10.374453,[65 48] ; [373 139],[79.1904 33.8096] ; [358.8096 153.1904],0
v4,1,0.001447,10.145139,[98 15] ; [486  26],[105.5872   7.4128] ; [478.4128  33.5872],0
r2,1,0.001879,9.663666,[100  13] ; [486  21],[106.80322581   6.19677419] ; [479.19677419  27.80322581],0
p7,1,0.002654,9.031196,[58 53] ; [336 163],[71.69508197 39.30491803] ; [322.30491803 176.69508197],0
p1,1,0.003423,8.567315,[20 92] ; [ 44 468],[ 11.48717949 100.51282051] ; [ 52.51282051 459.48717949],0
s1,1,0.004041,8.265144,[  9 101] ; [ 13 493],[  3.92857143 106.07142857] ; [ 18.07142857 487.92857143],0
n6,1,0.006956,7.284191,[95 18] ; [473  40],[102.53035144  10.46964856] ; [465.46964856  47.53035144],0
s6,1,0.00708,7.25249,[65 46] ; [358 142],[76.84615385 34.15384615] ; [346.15384615 153.84615385],0
p3,1,0.007983,7.037234,[47 65] ; [285 226],[59.68539326 52.31460674] ; [272.31460674 238.68539326],0
p9,1,0.01099,6.466943,[85 24] ; [443  64],[93.42857143 15.57142857] ; [434.57142857  72.42857143],0
p11,1,0.013583,6.091608,[82 32] ; [422  92],[91.49044586 22.50955414] ; [412.50955414 101.49044586],0
v2,1,0.014886,5.929942,[50 58] ; [292 202],[61.35548173 46.64451827] ; [280.64451827 213.35548173],0
a6,1,0.017062,5.689959,[66 47] ; [359 154],[76.7172524 36.2827476] ; [348.2827476 164.7172524],0
v1,1,0.02876,4.78191,[54 58] ; [297 202],[64.34042553 47.65957447] ; [286.65957447 212.34042553],0
p10,1,0.029374,4.745579,[84 25] ; [436  74],[91.56704362 17.43295638] ; [428.43295638  81.56704362],0
v3,1,0.068956,3.30769,[41 71] ; [228 267],[49.63426689 62.36573311] ; [219.36573311 275.63426689],0
b5,1,0.085753,2.952339,[59 55] ; [311 203],[67.1656051 46.8343949] ; [302.8343949 211.1656051],0
s5,1,0.11431,2.493601,[32 78] ; [182 309],[39.16805324 70.83194676] ; [174.83194676 316.16805324],0
s2,1,0.121741,2.394774,[51 60] ; [274 233],[58.37378641 52.62621359] ; [266.62621359 240.37378641],0
a8,1,0.123334,2.374461,[12 93] ; [ 81 379],[17.28318584 87.71681416] ; [ 75.71681416 384.28318584],0
u2,1,0.18742,1.737784,[24 30] ; [62 50],[27.97590361 26.02409639] ; [58.02409639 53.97590361],0
n3,1,0.208506,1.581768,[17 11] ; [73 27],[19.6875  8.3125] ; [70.3125 29.6875],0
u4,1,0.210011,1.571348,[  1 113] ; [ 15 498],[  2.90909091 111.09090909] ; [ 13.09090909 499.90909091],0
b1,1,0.213948,1.544507,[52 62] ; [202 312],[46.10828025 67.89171975] ; [207.89171975 306.10828025],0
u3,1,0.301453,1.067757,[26 29] ; [63 50],[29.13690476 25.86309524] ; [59.86309524 53.13690476],0
s7,1,0.365784,0.817938,[52 54] ; [263 225],[56.21212121 49.78787879] ; [258.78787879 229.21212121],0
p6,1,0.366166,0.816636,[40 71] ; [205 299],[44.2195122 66.7804878] ; [200.7804878 303.2195122],0
s3,1,0.411317,0.674991,[59 50] ; [295 210],[62.84364821 46.15635179] ; [291.15635179 213.84364821],0
n1,1,0.418507,0.654504,[16 12] ; [48 51],[14.11023622 13.88976378] ; [49.88976378 49.11023622],0
n2,1,0.591815,0.287518,[21  8] ; [78 23],[22.08461538  6.91538462] ; [76.91538462 24.08461538],0
b4,1,0.595978,0.281104,[63 51] ; [298 216],[65.53184713 48.46815287] ; [295.46815287 218.53184713],0
p12,1,0.607928,0.263203,[12 99] ; [ 47 462],[ 10.56290323 100.43709677] ; [ 48.43709677 460.56290323],0
