Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,64.095177,[278  77] ; [51 77],[241.8115942 113.1884058] ; [87.1884058 40.8115942],1
d3,1,0.0,40.292385,[265  90] ; [56 72],[235.93167702 119.06832298] ; [85.06832298 42.93167702],1
u1,1,0.00016,14.255144,[ 70 285] ; [  7 121],[ 56.5942029 298.4057971] ; [ 20.4057971 107.5942029],1
a2,1,0.000914,10.9949,[ 92 263] ; [ 15 113],[ 78.64389234 276.35610766] ; [28.35610766 99.64389234],1
p2,1,0.001051,10.735642,[305  50] ; [92 34],[293.004158  61.995842] ; [103.995842  22.004158],0
d5,1,0.001557,10.00991,[296  59] ; [90 38],[283.70600414  71.29399586] ; [102.29399586  25.70600414],0
b5,1,0.007878,7.061005,[233 122] ; [67 61],[220.49689441 134.50310559] ; [79.50310559 48.49689441],0
s5,1,0.011903,6.325254,[102 244] ; [50 69],[113.10107527 232.89892473] ; [38.89892473 80.10107527],0
p4,1,0.017739,5.621743,[209 145] ; [59 67],[197.65 156.35] ; [70.35 55.65],0
d4,1,0.026007,4.955531,[295  60] ; [94 33],[286.50414938  68.49585062] ; [102.49585062  24.50414938],0
r1,1,0.028161,4.818203,[301  50] ; [99 29],[293.11064718  57.88935282] ; [106.88935282  21.11064718],0
a5,1,0.043163,4.089022,[261  94] ; [82 46],[252.10144928 102.89855072] ; [90.89855072 37.10144928],0
d1,1,0.044683,4.030549,[203 152] ; [60 68],[193.30227743 161.69772257] ; [69.69772257 58.30227743],0
p10,1,0.088911,2.893981,[282  70] ; [91 34],[275.25366876  76.74633124] ; [97.74633124 27.25366876],0
b1,1,0.098389,2.731471,[126 229] ; [56 72],[133.76811594 221.23188406] ; [48.23188406 79.76811594],0
v2,1,0.112049,2.525088,[147 196] ; [43 81],[139.5503212 203.4496788] ; [50.4496788 73.5503212],0
s2,1,0.17221,1.863597,[175 178] ; [54 73],[168.41041667 184.58958333] ; [60.58958333 66.41041667],0
p11,1,0.183606,1.768195,[271  84] ; [105  23],[276.35610766  78.64389234] ; [99.64389234 28.35610766],0
p12,1,0.184973,1.757207,[ 15 339] ; [  9 115],[ 17.77405858 336.22594142] ; [  6.22594142 117.77405858],0
u4,1,0.189385,1.722398,[  3 352] ; [  3 125],[  4.40993789 350.59006211] ; [  1.59006211 126.40993789],0
n4,1,0.208609,1.581055,[263  91] ; [87 40],[257.58835759  96.41164241] ; [92.41164241 34.58835759],0
a3,1,0.211028,1.564357,[248 106] ; [82 46],[242.36514523 111.63485477] ; [87.63485477 40.36514523],0
v4,1,0.216696,1.526116,[346   9] ; [120   6],[343.92931393  11.07068607] ; [122.07068607   3.92931393],0
n3,1,0.24542,1.349189,[64 16] ; [26 11],[61.53846154 18.46153846] ; [28.46153846  8.53846154],0
