Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.598512,[42  5] ; [30 37],[29.68421053 17.31578947] ; [42.31578947 24.68421053],1
p10,1,0.003249,8.662037,[46  3] ; [50 19],[39.86440678  9.13559322] ; [56.13559322 12.86440678],0
p9,1,0.00745,7.161111,[46  3] ; [51 17],[40.62393162  8.37606838] ; [56.37606838 11.62393162],0
a2,1,0.01523,5.889666,[16 33] ; [10 61],[10.61666667 38.38333333] ; [15.38333333 55.61666667],0
s2,1,0.023193,5.153982,[35 14] ; [36 35],[28.99166667 20.00833333] ; [42.00833333 28.99166667],0
u1,1,0.030551,4.678012,[13 36] ; [ 8 63],[ 8.575 40.425] ; [12.425 58.575],0
s3,1,0.03368,4.510871,[36 13] ; [38 32],[30.47058824 18.52941176] ; [43.52941176 26.47058824],0
d2,1,0.041377,4.160526,[31 18] ; [31 39],[25.52941176 23.47058824] ; [36.47058824 33.52941176],0
n4,1,0.056805,3.6283,[39 10] ; [45 26],[34.3 14.7] ; [49.7 21.3],0
d1,1,0.059397,3.554139,[32 17] ; [34 37],[26.95 22.05] ; [39.05 31.95],0
n3,1,0.065663,3.388235,[15  2] ; [9 6],[12.75  4.25] ; [11.25  3.75],0
v3,1,0.071171,3.255806,[19 28] ; [17 52],[14.5862069 32.4137931] ; [21.4137931 47.5862069],0
a6,1,0.077477,3.117039,[36 13] ; [41 30],[31.44166667 17.55833333] ; [45.55833333 25.44166667],0
s6,1,0.08099,3.044924,[45  3] ; [58 12],[41.89830508  6.10169492] ; [61.10169492  8.89830508],0
a5,1,0.087652,2.916982,[40  9] ; [48 23],[35.93333333 13.06666667] ; [52.06666667 18.93333333],0
b1,1,0.107241,2.594408,[23 26] ; [23 48],[18.78333333 30.21666667] ; [27.21666667 43.78333333],0
b3,1,0.128081,2.315611,[13 15] ; [13 32],[ 9.97260274 18.02739726] ; [16.02739726 28.97260274],0
b2,1,0.128081,2.315611,[13 15] ; [13 32],[ 9.97260274 18.02739726] ; [16.02739726 28.97260274],0
v4,1,0.148764,2.084877,[47  2] ; [61  8],[44.84745763  4.15254237] ; [63.15254237  5.84745763],0
p8,1,0.161105,1.96382,[27 22] ; [29 40],[23.25423729 25.74576271] ; [32.74576271 36.25423729],0
b4,1,0.164334,1.933889,[27 22] ; [48 23],[30.625 18.375] ; [44.375 26.625],0
r1,1,0.180899,1.790219,[42  7] ; [53 17],[39.11764706  9.88235294] ; [55.88235294 14.11764706],0
n5,1,0.192949,1.694957,[37 12] ; [45 25],[33.76470588 15.23529412] ; [48.23529412 21.76470588],0
a3,1,0.246117,1.345214,[36 13] ; [45 26],[33.075 15.925] ; [47.925 23.075],0
p7,1,0.283625,1.149636,[34 15] ; [40 27],[31.25862069 17.74137931] ; [42.74137931 24.25862069],0
n2,1,0.286201,1.137408,[11  6] ; [13  3],[12.36363636  4.63636364] ; [11.63636364  4.36363636],0
a7,1,0.290259,1.118421,[36 13] ; [45 25],[33.35294118 15.64705882] ; [47.64705882 22.35294118],0
p12,1,0.313267,1.01685,[ 6 42] ; [ 5 66],[ 4.43697479 43.56302521] ; [ 6.56302521 64.43697479],0
r3,1,0.316041,1.00526,[47  2] ; [62  6],[45.64957265  3.35042735] ; [63.35042735  4.64957265],0
a1,1,0.345635,0.889418,[ 2 47] ; [ 6 65],[ 3.26666667 45.73333333] ; [ 4.73333333 66.26666667],0
u2,1,0.361535,0.832555,[8 5] ; [11 13],[6.67567568 6.32432432] ; [12.32432432 11.67567568],0
p5,1,0.463008,0.538614,[ 6 43] ; [12 58],[ 7.41176471 41.58823529] ; [10.58823529 59.41176471],0
b5,1,0.466635,0.529933,[24 25] ; [30 41],[22.05 26.95] ; [31.95 39.05],0
d3,1,0.495219,0.465167,[34 15] ; [45 26],[32.25833333 16.74166667] ; [46.74166667 24.25833333],0
p6,1,0.533027,0.388617,[20 29] ; [25 46],[18.375 30.625] ; [26.625 44.375],0
n6,1,0.560441,0.338941,[45  4] ; [62  8],[44.05882353  4.94117647] ; [62.94117647  7.05882353],0
p11,1,0.569177,0.324061,[35 14] ; [54 17],[36.34166667 12.65833333] ; [52.65833333 18.34166667],0
s4,1,0.581041,0.304555,[16 32] ; [20 50],[14.6440678 33.3559322] ; [21.3559322 48.6440678],0
p1,1,0.638346,0.220911,[ 5 44] ; [ 9 60],[ 5.81355932 43.18644068] ; [ 8.18644068 60.81355932],0
u3,1,0.647901,0.208556,[8 5] ; [14 12],[7.33333333 5.66666667] ; [14.66666667 11.33333333],0
v2,1,0.680267,0.169825,[23 24] ; [32 39],[21.90677966 25.09322034] ; [33.09322034 37.90677966],0
n1,1,0.687922,0.161345,[8 9] ; [6 9],[7.4375 9.5625] ; [6.5625 8.4375],0
r2,1,0.688722,0.160472,[47  2] ; [66  4],[46.52941176  2.47058824] ; [66.47058824  3.52941176],0
p3,1,0.735784,0.113867,[24 25] ; [37 34],[24.90833333 24.09166667] ; [36.09166667 34.90833333],0
a4,1,0.746971,0.104094,[22 27] ; [34 37],[22.86666667 26.13333333] ; [33.13333333 37.86666667],0
a8,1,0.757822,0.095075,[ 5 39] ; [ 6 57],[ 4.52336449 39.47663551] ; [ 6.47663551 56.52336449],0
p2,1,0.802798,0.062364,[39 10] ; [57 13],[39.52941176  9.47058824] ; [56.47058824 13.52941176],0
d5,1,0.849089,0.036207,[38 11] ; [54 17],[37.56666667 11.43333333] ; [54.43333333 16.56666667],0
p4,1,0.893022,0.018085,[30 19] ; [42 28],[29.64705882 19.35294118] ; [42.35294118 27.64705882],0
d4,1,0.893022,0.018085,[39 10] ; [55 15],[38.70588235 10.29411765] ; [55.29411765 14.70588235],0
