Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001786,9.757345,[ 7 44] ; [7 6],[11.15625 39.84375] ; [ 2.84375 10.15625],0
s2,1,0.150122,2.071007,[11 40] ; [5 7],[12.95238095 38.04761905] ; [3.04761905 8.95238095],0
p7,1,0.187993,1.733277,[21 30] ; [8 5],[23.109375 27.890625] ; [5.890625 7.109375],0
n4,1,0.237996,1.392423,[26 25] ; [9 4],[27.890625 23.109375] ; [7.109375 5.890625],0
n2,1,0.329929,0.949175,[13 10] ; [4 1],[13.96428571  9.03571429] ; [3.03571429 1.96428571],0
b5,1,0.340335,0.909169,[31 20] ; [6 7],[29.484375 21.515625] ; [7.515625 5.484375],0
a5,1,0.351294,0.868778,[24 27] ; [8 5],[25.5 25.5] ; [6.5 6.5],0
v1,1,0.35311,0.86225,[13 38] ; [5 8],[14.34375 36.65625] ; [3.65625 9.34375],0
s3,1,0.356427,0.850445,[14 36] ; [5 7],[15.32258065 34.67741935] ; [3.67741935 8.32258065],0
s4,1,0.377544,0.778683,[ 9 42] ; [ 1 12],[ 7.96875 43.03125] ; [ 2.03125 10.96875],0
a3,1,0.384387,0.756625,[24 26] ; [8 5],[25.3968254 24.6031746] ; [6.6031746 6.3968254],0
n6,1,0.388013,0.745159,[28 22] ; [9 4],[29.36507937 20.63492063] ; [7.63492063 5.36507937],0
a4,1,0.437948,0.601653,[14 37] ; [5 8],[15.140625 35.859375] ; [3.859375 9.140625],0
p6,1,0.443588,0.586982,[ 7 42] ; [ 3 10],[ 7.90322581 41.09677419] ; [ 2.09677419 10.90322581],0
r3,1,0.451004,0.568127,[33 17] ; [10  3],[34.12698413 15.87301587] ; [8.87301587 4.12698413],0
p9,1,0.46781,0.527144,[27 22] ; [8 4],[28.1147541 20.8852459] ; [6.8852459 5.1147541],0
a6,1,0.488685,0.479421,[22 29] ; [7 6],[23.109375 27.890625] ; [5.890625 7.109375],0
n1,1,0.532528,0.389565,[ 6 17] ; [2 3],[ 6.57142857 16.42857143] ; [1.42857143 3.57142857],0
p1,1,0.565846,0.329682,[ 2 49] ; [ 1 12],[ 2.390625 48.609375] ; [ 0.609375 12.390625],0
u1,1,0.565846,0.329682,[ 2 49] ; [ 1 12],[ 2.390625 48.609375] ; [ 0.609375 12.390625],0
b4,1,0.572593,0.318363,[28 23] ; [6 7],[27.09375 23.90625] ; [6.90625 6.09375],0
n5,1,0.574425,0.315334,[31 20] ; [9 4],[31.875 19.125] ; [8.125 4.875],0
u2,1,0.626354,0.237037,[13 14] ; [3 2],[13.5 13.5] ; [2.5 2.5],0
b3,1,0.656178,0.1982,[ 8 23] ; [3 6],[ 8.525 22.475] ; [2.475 6.525],0
b2,1,0.656178,0.1982,[ 8 23] ; [3 6],[ 8.525 22.475] ; [2.475 6.525],0
v4,1,0.666773,0.185401,[28 23] ; [8 5],[28.6875 22.3125] ; [7.3125 5.6875],0
a7,1,0.756033,0.096531,[26 25] ; [6 7],[25.5 25.5] ; [6.5 6.5],0
a8,1,0.764632,0.089642,[ 7 41] ; [2 9],[ 7.3220339 40.6779661] ; [1.6779661 9.3220339],0
s1,1,0.81563,0.054368,[ 5 46] ; [ 1 12],[ 4.78125 46.21875] ; [ 1.21875 11.78125],0
b1,1,0.831741,0.045143,[33 18] ; [8 5],[32.671875 18.328125] ; [8.328125 4.671875],0
p2,1,0.858785,0.031656,[30 21] ; [8 5],[30.28125 20.71875] ; [7.71875 5.28125],0
n3,1,0.971216,0.001302,[14  9] ; [3 2],[13.96428571  9.03571429] ; [3.03571429 1.96428571],0
