Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001786,9.757345,[ 7 44] ; [7 6],[11.15625 39.84375] ; [ 2.84375 10.15625],0
d1,1,0.002685,9.010019,[10 41] ; [8 5],[14.34375 36.65625] ; [3.65625 9.34375],0
s6,1,0.00507,7.854423,[14 37] ; [9 4],[18.328125 32.671875] ; [4.671875 8.328125],0
p5,1,0.005497,7.708259,[ 1 49] ; [ 3 10],[ 3.17460317 46.82539683] ; [ 0.82539683 12.17460317],0
r4,1,0.009479,6.730229,[ 7 44] ; [6 7],[10.359375 40.640625] ; [ 2.640625 10.359375],0
s7,1,0.013409,6.114362,[ 7 40] ; [5 5],[ 9.89473684 37.10526316] ; [2.10526316 7.89473684],0
d2,1,0.020853,5.339046,[11 40] ; [7 6],[14.34375 36.65625] ; [3.65625 9.34375],0
a2,1,0.021599,5.277787,[ 2 49] ; [ 3 10],[ 3.984375 47.015625] ; [ 1.015625 11.984375],0
p4,1,0.026985,4.89177,[18 33] ; [9 4],[21.515625 29.484375] ; [5.484375 7.515625],0
u3,1,0.04911,3.871605,[ 5 22] ; [3 2],[ 6.75 20.25] ; [1.25 3.75],0
d4,1,0.049974,3.842327,[28 23] ; [11  2],[31.078125 19.921875] ; [7.921875 5.078125],0
p3,1,0.053609,3.724836,[10 40] ; [6 7],[12.6984127 37.3015873] ; [3.3015873 9.6984127],0
d5,1,0.054081,3.710194,[24 27] ; [10  3],[27.09375 23.90625] ; [6.90625 6.09375],0
p10,1,0.071038,3.258875,[23 27] ; [9 3],[25.80645161 24.19354839] ; [6.19354839 5.80645161],0
v2,1,0.089919,2.875823,[16 34] ; [7 5],[18.5483871 31.4516129] ; [4.4516129 7.5483871],0
p11,1,0.09234,2.833106,[26 25] ; [10  3],[28.6875 22.3125] ; [7.3125 5.6875],0
d3,1,0.092858,2.824119,[22 29] ; [9 4],[24.703125 26.296875] ; [6.296875 6.703125],0
r1,1,0.097759,2.741729,[15 36] ; [7 6],[17.53125 33.46875] ; [4.46875 8.53125],0
p8,1,0.108114,2.581571,[15 35] ; [7 6],[17.46031746 32.53968254] ; [4.53968254 8.46031746],0
p12,1,0.127459,2.323177,[ 2 49] ; [ 2 11],[ 3.1875 47.8125] ; [ 0.8125 12.1875],0
