Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,46.99545,[299 105] ; [39 63],[269.86561265 134.13438735] ; [68.13438735 33.86561265],1
p10,1,0.0,29.068324,[315  84] ; [53 48],[293.664 105.336] ; [74.336 26.664],1
p11,1,0.0,27.573903,[330  76] ; [59 45],[309.6745098  96.3254902] ; [79.3254902 24.6745098],1
n4,1,5e-06,20.703886,[303 102] ; [54 50],[284.05697446 120.94302554] ; [72.94302554 31.05697446],1
p9,1,1.3e-05,18.953842,[325  72] ; [63 39],[308.68937876  88.31062124] ; [79.31062124 22.68937876],1
p2,1,0.000299,13.07721,[336  67] ; [68 33],[323.03968254  79.96031746] ; [80.96031746 20.03968254],1
v4,1,0.000342,12.827111,[387  17] ; [88 14],[379.24901186  24.75098814] ; [95.75098814  6.24901186],1
r4,1,0.001073,10.696874,[370  36] ; [83 21],[360.62352941  45.37647059] ; [92.37647059 11.62352941],0
r2,1,0.00844,6.93765,[380  21] ; [91 13],[374.0019802  26.9980198] ; [96.9980198  7.0019802],0
s5,1,0.009887,6.6552,[106 290] ; [14 84],[ 96.19433198 299.80566802] ; [23.80566802 74.19433198],0
b1,1,0.010856,6.488662,[133 273] ; [48 56],[144.09019608 261.90980392] ; [36.90980392 67.09019608],0
b2,1,0.014026,6.034868,[ 72 145] ; [ 8 43],[ 64.7761194 152.2238806] ; [15.2238806 35.7761194],0
b3,1,0.014026,6.034868,[ 72 145] ; [ 8 43],[ 64.7761194 152.2238806] ; [15.2238806 35.7761194],0
s6,1,0.015434,5.866265,[216 179] ; [43 61],[205.02004008 189.97995992] ; [53.97995992 50.02004008],0
p5,1,0.017321,5.663509,[ 36 368] ; [  2 100],[ 30.33992095 373.66007905] ; [ 7.66007905 94.33992095],0
p4,1,0.025854,4.96575,[217 185] ; [42 59],[206.99403579 195.00596421] ; [52.00596421 48.99403579],0
p3,1,0.030012,4.708625,[176 228] ; [32 69],[166.4 237.6] ; [41.6 59.4],0
v1,1,0.047101,3.941773,[188 210] ; [37 65],[179.1 218.9] ; [45.9 56.1],0
s1,1,0.05713,3.618805,[  9 391] ; [ 6 97],[ 11.92842942 388.07157058] ; [ 3.07157058 99.92842942],0
u1,1,0.057866,3.597517,[ 60 346] ; [ 8 96],[ 54.13333333 351.86666667] ; [13.86666667 90.13333333],0
