Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,8e-06,20.011379,[11 27] ; [23  4],[19.87692308 18.12307692] ; [14.12307692 12.87692308],1
p9,1,0.002149,9.417417,[ 4 33] ; [12 15],[ 9.25 27.75] ; [ 6.75 20.25],0
r3,1,0.003903,8.328514,[11 27] ; [17  9],[16.625 21.375] ; [11.375 14.625],0
p6,1,0.008392,6.947866,[ 2 35] ; [ 8 19],[ 5.78125 31.21875] ; [ 4.21875 22.78125],0
p11,1,0.008671,6.889409,[ 7 32] ; [13 14],[11.81818182 27.18181818] ; [ 8.18181818 18.81818182],0
n3,1,0.009887,6.655183,[ 7 15] ; [10  3],[10.68571429 11.31428571] ; [6.31428571 6.68571429],0
p3,1,0.010403,6.56456,[ 4 34] ; [10 17],[ 8.18461538 29.81538462] ; [ 5.81538462 21.18461538],0
b5,1,0.017523,5.643195,[19 20] ; [21  6],[23.63636364 15.36363636] ; [16.36363636 10.63636364],0
p7,1,0.024091,5.088102,[ 6 32] ; [11 16],[ 9.93846154 28.06153846] ; [ 7.06153846 19.93846154],0
a5,1,0.024246,5.076923,[24 15] ; [ 9 18],[19.5 19.5] ; [13.5 13.5],0
d2,1,0.024794,5.038237,[21 17] ; [ 7 19],[16.625 21.375] ; [11.375 14.625],0
s6,1,0.037525,4.326421,[ 8 31] ; [12 15],[11.81818182 27.18181818] ; [ 8.18181818 18.81818182],0
p4,1,0.040939,4.178538,[ 7 32] ; [11 16],[10.63636364 28.36363636] ; [ 7.36363636 19.63636364],0
n5,1,0.045284,4.008037,[25 13] ; [11 16],[21.04615385 16.95384615] ; [14.95384615 12.04615385],0
n6,1,0.047001,3.945357,[14 23] ; [17 10],[17.921875 19.078125] ; [13.078125 13.921875],0
a3,1,0.051839,3.780964,[24 14] ; [10 16],[20.1875 17.8125] ; [13.8125 12.1875],0
b2,1,0.053471,3.729151,[12 15] ; [ 2 12],[ 9.2195122 17.7804878] ; [4.7804878 9.2195122],0
b3,1,0.053471,3.729151,[12 15] ; [ 2 12],[ 9.2195122 17.7804878] ; [4.7804878 9.2195122],0
s5,1,0.067104,3.352466,[ 3 36] ; [ 6 19],[ 5.484375 33.515625] ; [ 3.515625 21.484375],0
v2,1,0.082011,3.024598,[10 27] ; [13 14],[13.296875 23.703125] ; [ 9.703125 17.296875],0
s2,1,0.087126,2.926697,[ 6 33] ; [ 9 18],[ 8.86363636 30.13636364] ; [ 6.13636364 20.86363636],0
d5,1,0.132465,2.263374,[26 13] ; [13 14],[23.04545455 15.95454545] ; [15.95454545 11.04545455],0
a1,1,0.144299,2.131502,[ 8 31] ; [ 2 25],[ 5.90909091 33.09090909] ; [ 4.09090909 22.90909091],0
a6,1,0.145038,2.12368,[23 16] ; [11 16],[20.09090909 18.90909091] ; [13.90909091 13.09090909],0
s7,1,0.147232,2.100694,[ 5 31] ; [ 7 17],[ 7.2 28.8] ; [ 4.8 19.2],0
a4,1,0.178845,1.807195,[16 22] ; [ 7 20],[13.44615385 24.55384615] ; [ 9.55384615 17.44615385],0
p1,1,0.205258,1.604558,[ 5 34] ; [ 1 26],[ 3.54545455 35.45454545] ; [ 2.45454545 24.54545455],0
s3,1,0.220392,1.501819,[10 28] ; [11 16],[12.27692308 25.72307692] ; [ 8.72307692 18.27692308],0
v1,1,0.28976,1.120737,[ 9 29] ; [ 9 16],[10.85714286 27.14285714] ; [ 7.14285714 17.85714286],0
u3,1,0.306488,1.045752,[ 5 10] ; [ 3 14],[ 3.75 11.25] ; [ 4.25 12.75],0
n2,1,0.312563,1.019814,[ 8 14] ; [7 6],[ 9.42857143 12.57142857] ; [5.57142857 7.42857143],0
s4,1,0.313616,1.015385,[ 5 34] ; [ 6 21],[ 6.5 32.5] ; [ 4.5 22.5],0
u1,1,0.322596,0.978394,[ 4 35] ; [ 1 26],[ 2.95454545 36.04545455] ; [ 2.04545455 24.95454545],0
a2,1,0.328922,0.953139,[ 6 33] ; [ 2 25],[ 4.72727273 34.27272727] ; [ 3.27272727 23.72727273],0
p8,1,0.336831,0.922456,[ 5 33] ; [ 6 21],[ 6.43076923 31.56923077] ; [ 4.56923077 22.43076923],0
n4,1,0.36202,0.830873,[24 14] ; [14 13],[22.21538462 15.78461538] ; [15.78461538 11.21538462],0
d1,1,0.401791,0.702959,[17 22] ; [ 9 18],[15.36363636 23.63636364] ; [10.63636364 16.36363636],0
n1,1,0.413272,0.669369,[ 8 14] ; [ 3 10],[ 6.91428571 15.08571429] ; [4.08571429 8.91428571],0
b4,1,0.452612,0.564103,[18 21] ; [15 12],[19.5 19.5] ; [13.5 13.5],0
r1,1,0.46218,0.540611,[10 28] ; [ 5 22],[ 8.76923077 29.23076923] ; [ 6.23076923 20.76923077],0
r2,1,0.464792,0.53433,[20 16] ; [12 14],[18.58064516 17.41935484] ; [13.41935484 12.58064516],0
a7,1,0.480533,0.497654,[18 20] ; [10 16],[16.625 21.375] ; [11.375 14.625],0
a8,1,0.543507,0.369078,[ 3 34] ; [ 1 23],[ 2.42622951 34.57377049] ; [ 1.57377049 22.42622951],0
b1,1,0.594487,0.283391,[22 17] ; [17 10],[23.04545455 15.95454545] ; [15.95454545 11.04545455],0
