Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,41.417022,[49  5] ; [ 6 23],[35.78313253 18.21686747] ; [19.21686747  9.78313253],1
n6,1,0.000173,14.103442,[51  3] ; [18 11],[44.89156627  9.10843373] ; [24.10843373  4.89156627],1
p1,1,0.036608,4.368562,[11 43] ; [ 1 28],[ 7.80722892 46.19277108] ; [ 4.19277108 24.80722892],0
a6,1,0.047258,3.936167,[38 16] ; [14 15],[33.8313253 20.1686747] ; [18.1686747 10.8313253],0
d2,1,0.048373,3.896977,[35 17] ; [13 16],[30.81481481 21.18518519] ; [17.18518519 11.81481481],0
a2,1,0.066145,3.376181,[15 39] ; [ 3 26],[11.71084337 42.28915663] ; [ 6.28915663 22.71084337],0
a5,1,0.066445,3.368725,[42 12] ; [17 12],[38.38554217 15.61445783] ; [20.61445783  8.38554217],0
r1,1,0.066773,3.360626,[43 11] ; [17 11],[39.51219512 14.48780488] ; [20.48780488  7.51219512],0
n2,1,0.069816,3.287338,[13  1] ; [7 4],[11.2  2.8] ; [8.8 2.2],0
d4,1,0.073378,3.205783,[44  9] ; [28  1],[46.53658537  6.46341463] ; [25.46341463  3.53658537],0
p3,1,0.096791,2.75764,[25 29] ; [ 8 21],[21.46987952 32.53012048] ; [11.53012048 17.46987952],0
b4,1,0.101332,2.68446,[41 13] ; [17 12],[37.73493976 16.26506024] ; [20.26506024  8.73493976],0
r4,1,0.119501,2.423847,[48  6] ; [22  7],[45.54216867  8.45783133] ; [24.45783133  4.54216867],0
a4,1,0.125717,2.344614,[30 24] ; [11 18],[26.6746988 27.3253012] ; [14.3253012 14.6746988],0
a3,1,0.127374,2.324221,[42 12] ; [18 11],[39.03614458 14.96385542] ; [20.96385542  8.03614458],0
p11,1,0.131541,2.274222,[37 17] ; [15 14],[33.8313253 20.1686747] ; [18.1686747 10.8313253],0
b1,1,0.132247,2.265931,[26 28] ; [ 9 20],[22.77108434 31.22891566] ; [12.22891566 16.77108434],0
u2,1,0.133348,2.253089,[5 7] ; [8 3],[6.7826087 5.2173913] ; [6.2173913 4.7826087],0
p12,1,0.151153,2.06058,[10 44] ; [ 2 27],[ 7.80722892 46.19277108] ; [ 4.19277108 24.80722892],0
s7,1,0.173711,1.850621,[30 21] ; [12 16],[27.11392405 23.88607595] ; [14.88607595 13.11392405],0
p4,1,0.196484,1.668314,[28 25] ; [11 18],[25.20731707 27.79268293] ; [13.79268293 15.20731707],0
r3,1,0.200166,1.641165,[44  9] ; [27  2],[45.8902439  7.1097561] ; [25.1097561  3.8902439],0
p10,1,0.211873,1.55858,[43 10] ; [20  9],[40.7195122 12.2804878] ; [22.2804878  6.7195122],0
s1,1,0.222554,1.487824,[ 6 47] ; [ 1 28],[ 4.52439024 48.47560976] ; [ 2.47560976 26.52439024],0
p2,1,0.280389,1.165202,[38 16] ; [17 12],[35.78313253 18.21686747] ; [19.21686747  9.78313253],0
n3,1,0.285049,1.142857,[10  4] ; [5 5],[8.75 5.25] ; [6.25 3.75],0
