Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,60.40014,[129  10] ; [15 25],[111.82122905  27.17877095] ; [32.17877095  7.82122905],1
p11,1,4.2e-05,16.790151,[117  23] ; [21 19],[107.33333333  32.66666667] ; [30.66666667  9.33333333],1
n5,1,0.004077,8.249036,[111  28] ; [23 17],[104.05586592  34.94413408] ; [29.94413408 10.05586592],0
p2,1,0.008221,6.984654,[124  15] ; [29 11],[118.81005587  20.18994413] ; [34.18994413  5.81005587],0
n4,1,0.023353,5.142034,[109  31] ; [24 16],[103.44444444  36.55555556] ; [29.55555556 10.44444444],0
n6,1,0.028156,4.818512,[115  23] ; [27 13],[110.08988764  27.91011236] ; [31.91011236  8.08988764],0
s8,1,0.033921,4.498674,[68 71] ; [12 28],[62.12290503 76.87709497] ; [17.87709497 22.12290503],0
s2,1,0.033947,4.49736,[78 60] ; [15 25],[72.1011236 65.8988764] ; [20.8988764 19.1011236],0
v1,1,0.03994,4.220438,[80 57] ; [16 24],[74.30508475 62.69491525] ; [21.69491525 18.30508475],0
r4,1,0.053134,3.739698,[125  15] ; [31  9],[121.33333333  18.66666667] ; [34.66666667  5.33333333],0
s6,1,0.065219,3.399436,[99 37] ; [23 17],[94.27272727 41.72727273] ; [27.72727273 12.27272727],0
b1,1,0.089056,2.891352,[46 94] ; [19 21],[50.55555556 89.44444444] ; [14.44444444 25.55555556],0
u1,1,0.100316,2.700514,[ 17 123] ; [ 9 31],[ 20.22222222 119.77777778] ; [ 5.77777778 34.22222222],0
p7,1,0.104384,2.637254,[95 43] ; [22 18],[90.70786517 47.29213483] ; [26.29213483 13.70786517],0
v4,1,0.105069,2.626861,[133   5] ; [36  4],[131.02247191   6.97752809] ; [37.97752809  2.02247191],0
u2,1,0.116888,2.458537,[26 15] ; [6 9],[23.42857143 17.57142857] ; [8.57142857 6.42857143],0
d3,1,0.159749,1.976598,[100  40] ; [33  7],[103.44444444  36.55555556] ; [29.55555556 10.44444444],0
p8,1,0.164676,1.930755,[74 64] ; [16 23],[70.16949153 67.83050847] ; [19.83050847 19.16949153],0
r1,1,0.187283,1.73886,[111  28] ; [28 12],[107.93854749  31.06145251] ; [31.06145251  8.93854749],0
a4,1,0.230958,1.434949,[62 78] ; [22 18],[65.33333333 74.66666667] ; [18.66666667 21.33333333],0
a3,1,0.232659,1.424534,[98 42] ; [24 16],[94.88888889 45.11111111] ; [27.11111111 12.88888889],0
s5,1,0.255405,1.293496,[44 91] ; [ 9 30],[41.12068966 93.87931034] ; [11.87931034 27.12068966],0
v2,1,0.266306,1.235675,[70 66] ; [24 15],[73.05142857 62.94857143] ; [20.94857143 18.05142857],0
u3,1,0.299129,1.078075,[26 14] ; [8 8],[24.28571429 15.71428571] ; [9.71428571 6.28571429],0
n1,1,0.309108,1.034483,[10 19] ; [8 8],[11.6 17.4] ; [6.4 9.6],0
s4,1,0.333179,0.936502,[ 23 116] ; [ 4 35],[ 21.08426966 117.91573034] ; [ 5.91573034 33.08426966],0
r3,1,0.337904,0.918367,[132   8] ; [36  4],[130.66666667   9.33333333] ; [37.33333333  2.66666667],0
u4,1,0.342008,0.902889,[  1 139] ; [ 1 39],[  1.55555556 138.44444444] ; [ 0.44444444 39.55555556],0
s7,1,0.363679,0.825147,[67 69] ; [16 23],[64.50285714 71.49714286] ; [18.49714286 20.50285714],0
