Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,168.561843,[ 30 108] ; [280  53],[90.82802548 47.17197452] ; [219.17197452 113.82802548],1
s7,1,0.0,49.626401,[52 78] ; [242  81],[84.37086093 45.62913907] ; [209.62913907 113.37086093],1
s8,1,2e-06,22.970004,[57 81] ; [216 115],[80.32835821 57.67164179] ; [192.67164179 138.32835821],1
b1,1,0.004064,8.255126,[42 97] ; [148 185],[55.95338983 83.04661017] ; [134.04661017 198.95338983],0
a3,1,0.014354,5.994115,[94 45] ; [260  72],[104.47133758  34.52866242] ; [249.52866242  82.47133758],0
s5,1,0.02412,5.086012,[47 89] ; [148 174],[57.90393013 78.09606987] ; [137.09606987 184.90393013],0
r2,1,0.047534,3.926372,[126  11] ; [316  12],[130.22365591   6.77634409] ; [311.77634409  16.22365591],0
p1,1,0.054758,3.689443,[  7 132] ; [ 35 296],[ 12.4212766 126.5787234] ; [ 29.5787234 301.4212766],0
s1,1,0.096404,2.764054,[  3 134] ; [ 19 310],[  6.46781116 130.53218884] ; [ 15.53218884 313.46781116],0
d1,1,0.100462,2.698192,[79 60] ; [216 117],[86.875 52.125] ; [208.125 124.875],0
s4,1,0.101044,2.688988,[ 18 117] ; [ 65 264],[ 24.1487069 110.8512931] ; [ 58.8512931 270.1487069],0
p11,1,0.114639,2.489075,[107  32] ; [277  56],[113.08474576  25.91525424] ; [270.91525424  62.08474576],0
u3,1,0.129578,2.297556,[24 20] ; [50 23],[27.82905983 16.17094017] ; [46.17094017 26.82905983],0
r3,1,0.158651,1.987034,[131   8] ; [321  10],[133.67659574   5.32340426] ; [318.32340426  12.67659574],0
u4,1,0.164035,1.936631,[  2 137] ; [ 13 320],[  4.41737288 134.58262712] ; [ 10.58262712 322.41737288],0
n2,1,0.187181,1.739666,[22 10] ; [47 11],[24.53333333  7.46666667] ; [44.46666667 13.53333333],0
n1,1,0.189644,1.720383,[11 20] ; [29 29],[13.93258427 17.06741573] ; [26.06741573 31.93258427],0
a2,1,0.195817,1.673297,[ 32 107] ; [ 96 237],[ 37.69491525 101.30508475] ; [ 90.30508475 242.69491525],0
