Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4e-06,21.104137,[14 23] ; [50 10],[24.41237113 12.58762887] ; [39.58762887 20.41237113],1
p11,1,0.016944,5.702213,[19 18] ; [45 15],[24.41237113 12.58762887] ; [39.58762887 20.41237113],0
a4,1,0.020637,5.357204,[ 7 30] ; [25 35],[12.20618557 24.79381443] ; [19.79381443 40.20618557],0
u1,1,0.02314,5.157955,[ 1 36] ; [11 49],[ 4.57731959 32.42268041] ; [ 7.42268041 52.57731959],0
p3,1,0.029485,4.739073,[ 8 29] ; [26 34],[12.96907216 24.03092784] ; [21.03092784 38.96907216],0
p4,1,0.054259,3.704726,[10 27] ; [28 32],[14.49484536 22.50515464] ; [23.50515464 36.49484536],0
s8,1,0.076705,3.133369,[10 27] ; [27 33],[14.11340206 22.88659794] ; [22.88659794 37.11340206],0
a5,1,0.09442,2.797361,[19 18] ; [41 19],[22.88659794 14.11340206] ; [37.11340206 22.88659794],0
a2,1,0.101788,2.67731,[ 2 35] ; [10 50],[ 4.57731959 32.42268041] ; [ 7.42268041 52.57731959],0
n3,1,0.105832,2.615385,[11  6] ; [15  2],[13.  4.] ; [13.  4.],0
a7,1,0.113454,2.505436,[28  9] ; [36 24],[24.41237113 12.58762887] ; [39.58762887 20.41237113],0
s7,1,0.136976,2.211609,[13 21] ; [32 27],[16.4516129 17.5483871] ; [28.5483871 30.4516129],0
b3,1,0.150241,2.069805,[ 4 13] ; [ 3 31],[ 2.33333333 14.66666667] ; [ 4.66666667 29.33333333],0
b2,1,0.150241,2.069805,[ 4 13] ; [ 3 31],[ 2.33333333 14.66666667] ; [ 4.66666667 29.33333333],0
b1,1,0.15404,2.031778,[ 9 28] ; [23 37],[12.20618557 24.79381443] ; [19.79381443 40.20618557],0
d4,1,0.162108,1.954451,[29  8] ; [39 21],[25.93814433 11.06185567] ; [42.06185567 17.93814433],0
a3,1,0.18423,1.763169,[21 16] ; [42 18],[24.03092784 12.96907216] ; [38.96907216 21.03092784],0
d3,1,0.205436,1.603298,[28  9] ; [38 22],[25.17525773 11.82474227] ; [40.82474227 19.17525773],0
s3,1,0.216468,1.52763,[23 14] ; [43 15],[25.70526316 11.29473684] ; [40.29473684 17.70526316],0
n1,1,0.243537,1.36,[ 3 14] ; [ 6 11],[ 4.5 12.5] ; [ 4.5 12.5],0
r1,1,0.247567,1.336984,[23 14] ; [44 16],[25.55670103 11.44329897] ; [41.44329897 18.55670103],0
v1,1,0.264093,1.247173,[13 24] ; [28 32],[15.63917526 21.36082474] ; [25.36082474 34.63917526],0
v4,1,0.270612,1.213641,[32  5] ; [55  4],[33.53125  3.46875] ; [53.46875  5.53125],0
b5,1,0.28537,1.141337,[25 12] ; [34 26],[22.50515464 14.49484536] ; [36.49484536 23.50515464],0
r2,1,0.290654,1.116591,[35  2] ; [52  7],[33.53125  3.46875] ; [53.46875  5.53125],0
p1,1,0.301534,1.067397,[ 2 35] ; [ 1 59],[ 1.1443299 35.8556701] ; [ 1.8556701 58.1443299],0
n6,1,0.323514,0.974685,[30  7] ; [53  7],[31.65979381  5.34020619] ; [51.34020619  8.65979381],0
v2,1,0.329617,0.950402,[13 22] ; [28 31],[15.26595745 19.73404255] ; [25.73404255 33.26595745],0
p8,1,0.360906,0.834739,[ 9 27] ; [20 39],[10.98947368 25.01052632] ; [18.01052632 40.98947368],0
d2,1,0.363104,0.827129,[12 25] ; [25 35],[14.11340206 22.88659794] ; [22.88659794 37.11340206],0
s1,1,0.38159,0.765572,[ 1 36] ; [ 4 55],[ 1.92708333 35.07291667] ; [ 3.07291667 55.92708333],0
u3,1,0.429402,0.62444,[11  5] ; [10  8],[9.88235294 6.11764706] ; [11.11764706  6.88235294],0
p9,1,0.448534,0.574354,[25 10] ; [47 13],[26.52631579  8.47368421] ; [45.47368421 14.52631579],0
b4,1,0.453951,0.560767,[22 15] ; [31 29],[20.21649485 16.78350515] ; [32.78350515 27.21649485],0
u2,1,0.463744,0.536842,[ 6 10] ; [9 9],[7.05882353 8.94117647] ; [ 7.94117647 10.05882353],0
s2,1,0.477404,0.504787,[22 15] ; [38 19],[23.61702128 13.38297872] ; [36.38297872 20.61702128],0
r4,1,0.542027,0.371796,[29  8] ; [50 10],[30.13402062  6.86597938] ; [48.86597938 11.13402062],0
p7,1,0.605615,0.26661,[15 20] ; [29 31],[16.21052632 18.78947368] ; [27.78947368 32.21052632],0
p2,1,0.668397,0.183482,[25 12] ; [43 17],[25.93814433 11.06185567] ; [42.06185567 17.93814433],0
r3,1,0.755072,0.097318,[34  3] ; [54  6],[33.56701031  3.43298969] ; [54.43298969  5.56701031],0
p10,1,0.763998,0.090141,[26 10] ; [45 15],[26.625  9.375] ; [44.375 15.625],0
v3,1,0.80986,0.057891,[10 27] ; [17 41],[10.51578947 26.48421053] ; [16.48421053 41.51578947],0
s6,1,0.851379,0.035103,[29  7] ; [45 12],[28.64516129  7.35483871] ; [45.35483871 11.64516129],0
a1,1,0.861656,0.030369,[ 1 36] ; [ 2 58],[ 1.1443299 35.8556701] ; [ 1.8556701 58.1443299],0
d5,1,0.940287,0.005611,[28  9] ; [45 15],[27.84536082  9.15463918] ; [45.15463918 14.84536082],0
s5,1,0.94595,0.004596,[14 22] ; [21 34],[13.84615385 22.15384615] ; [21.15384615 33.84615385],0
a6,1,0.99306,7.6e-05,[21 16] ; [34 26],[20.97938144 16.02061856] ; [34.02061856 25.97938144],0
d1,1,0.99306,7.6e-05,[16 21] ; [26 34],[16.02061856 20.97938144] ; [25.97938144 34.02061856],0
