Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,6.5e-05,15.962984,[1 3] ; [42  3],[3.51020408 0.48979592] ; [39.48979592  5.51020408],1
p9,1,0.000349,12.786823,[1 3] ; [40  4],[3.41666667 0.58333333] ; [37.58333333  6.41666667],1
r2,1,0.001428,10.169012,[2 2] ; [43  2],[3.67346939 0.32653061] ; [41.32653061  3.67346939],0
v4,1,0.027357,4.868144,[3 1] ; [44  1],[3.83673469 0.16326531] ; [43.16326531  1.83673469],0
s6,1,0.036065,4.394045,[2 2] ; [39  5],[3.41666667 0.58333333] ; [37.58333333  6.41666667],0
s2,1,0.077192,3.123049,[1 3] ; [31 14],[2.6122449 1.3877551] ; [29.3877551 15.6122449],0
a5,1,0.097609,2.744176,[1 3] ; [30 15],[2.53061224 1.46938776] ; [28.46938776 16.53061224],0
a6,1,0.146636,2.106906,[1 3] ; [28 17],[2.36734694 1.63265306] ; [26.63265306 18.36734694],0
s7,1,0.152036,2.051703,[1 3] ; [26 16],[2.34782609 1.65217391] ; [24.65217391 17.34782609],0
s4,1,0.267248,1.230817,[2 2] ; [11 34],[1.06122449 2.93877551] ; [11.93877551 33.06122449],0
n4,1,0.379981,0.770763,[2 2] ; [32 13],[2.7755102 1.2244898] ; [31.2244898 13.7755102],0
n6,1,0.416753,0.659453,[3 1] ; [40  5],[3.51020408 0.48979592] ; [39.48979592  5.51020408],0
p7,1,0.440108,0.596002,[2 2] ; [31 14],[2.69387755 1.30612245] ; [30.30612245 14.69387755],0
u2,1,0.448599,0.574189,[1 2] ; [13 10],[1.61538462 1.38461538] ; [12.38461538 10.61538462],0
s3,1,0.524146,0.405727,[2 2] ; [29 15],[2.58333333 1.41666667] ; [28.41666667 15.58333333],0
a3,1,0.601529,0.272696,[1 2] ; [22 23],[1.4375 1.5625] ; [21.5625 23.4375],0
p11,1,0.720731,0.127793,[3 1] ; [37  8],[3.26530612 0.73469388] ; [36.73469388  8.26530612],0
a4,1,0.720731,0.127793,[1 3] ; [ 8 37],[0.73469388 3.26530612] ; [ 8.26530612 36.73469388],0
p1,1,0.812053,0.056538,[1 3] ; [ 9 36],[0.81632653 3.18367347] ; [ 9.18367347 35.81632653],0
b5,1,0.830488,0.045829,[2 2] ; [25 20],[2.20408163 1.79591837] ; [24.79591837 20.20408163],0
d4,1,0.830488,0.045829,[2 2] ; [25 20],[2.20408163 1.79591837] ; [24.79591837 20.20408163],0
n5,1,0.898467,0.016281,[3 1] ; [35 10],[3.10204082 0.89795918] ; [34.89795918 10.10204082],0
p2,1,0.980246,0.000613,[3 1] ; [34 11],[3.02040816 0.97959184] ; [33.97959184 11.02040816],0
