Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,42.586181,[60  2] ; [15 24],[46.03960396 15.96039604] ; [28.96039604 10.03960396],1
r1,1,0.0,34.702621,[57  5] ; [15 25],[43.76470588 18.23529412] ; [28.23529412 11.76470588],1
v4,1,1e-06,24.593132,[55  6] ; [18 22],[44.08910891 16.91089109] ; [28.91089109 11.08910891],1
s8,1,0.001121,10.616033,[17 44] ; [ 1 39],[10.87128713 50.12871287] ; [ 7.12871287 32.87128713],0
p2,1,0.002081,9.476717,[33 29] ; [ 9 31],[25.52941176 36.47058824] ; [16.47058824 23.52941176],0
s6,1,0.00307,8.765312,[30 31] ; [ 8 32],[22.95049505 38.04950495] ; [15.04950495 24.95049505],0
p4,1,0.003541,8.505183,[24 37] ; [ 5 35],[17.51485149 43.48514851] ; [11.48514851 28.51485149],0
u3,1,0.004826,7.943481,[14  6] ; [ 4 13],[ 9.72972973 10.27027027] ; [8.27027027 8.72972973],0
a7,1,0.007605,7.124307,[45 17] ; [18 21],[38.67326733 23.32673267] ; [24.32673267 14.67326733],0
p11,1,0.011928,6.321471,[31 31] ; [10 30],[24.92156863 37.07843137] ; [16.07843137 23.92156863],0
a6,1,0.017257,5.670082,[44 18] ; [19 21],[38.29411765 23.70588235] ; [24.70588235 15.29411765],0
s2,1,0.024781,5.039142,[19 40] ; [ 5 35],[14.3030303 44.6969697] ; [ 9.6969697 30.3030303],0
v3,1,0.029419,4.742941,[22 36] ; [ 7 33],[17.16326531 40.83673469] ; [11.83673469 28.16326531],0
u1,1,0.039693,4.230949,[12 50] ; [ 2 38],[ 8.50980392 53.49019608] ; [ 5.49019608 34.50980392],0
n2,1,0.054466,3.698346,[16  7] ; [10 14],[12.72340426 10.27659574] ; [13.27659574 10.72340426],0
n3,1,0.067768,3.336274,[14  7] ; [ 9 14],[10.97727273 10.02272727] ; [12.02272727 10.97727273],0
a5,1,0.073157,3.210718,[42 20] ; [20 20],[37.68627451 24.31372549] ; [24.31372549 15.68627451],0
a1,1,0.077313,3.120499,[ 3 59] ; [ 6 34],[ 5.47058824 56.52941176] ; [ 3.52941176 36.47058824],0
p8,1,0.088526,2.900968,[10 52] ; [ 2 38],[ 7.29411765 54.70588235] ; [ 4.70588235 35.29411765],0
d3,1,0.089295,2.887041,[40 22] ; [19 21],[35.8627451 26.1372549] ; [23.1372549 16.8627451],0
n6,1,0.104782,2.631206,[41 21] ; [20 20],[37.07843137 24.92156863] ; [23.92156863 16.07843137],0
p3,1,0.108335,2.578342,[16 45] ; [ 5 34],[12.81 48.19] ; [ 8.19 30.81],0
v1,1,0.129455,2.299029,[21 41] ; [ 8 32],[17.62745098 44.37254902] ; [11.37254902 28.62745098],0
d5,1,0.131843,2.270664,[50 12] ; [27 13],[46.80392157 15.19607843] ; [30.19607843  9.80392157],0
b3,1,0.160103,1.973254,[12 29] ; [12 14],[14.68656716 26.31343284] ; [ 9.31343284 16.68656716],0
b2,1,0.160103,1.973254,[12 29] ; [12 14],[14.68656716 26.31343284] ; [ 9.31343284 16.68656716],0
d4,1,0.166407,1.915018,[49 13] ; [26 13],[46.03960396 15.96039604] ; [28.96039604 10.03960396],0
u2,1,0.203669,1.615865,[10 10] ; [ 5 12],[ 8.10810811 11.89189189] ; [ 6.89189189 10.10810811],0
s3,1,0.210795,1.56596,[23 38] ; [10 29],[20.13 40.87] ; [12.87 26.13],0
s7,1,0.217256,1.522403,[17 39] ; [ 7 30],[14.4516129 41.5483871] ; [ 9.5483871 27.4516129],0
n4,1,0.251288,1.316129,[44 18] ; [24 16],[41.33333333 20.66666667] ; [26.66666667 13.33333333],0
p6,1,0.259074,1.2737,[ 5 56] ; [ 1 37],[ 3.6969697 57.3030303] ; [ 2.3030303 35.6969697],0
p1,1,0.283098,1.152159,[ 5 56] ; [ 6 34],[ 6.64356436 54.35643564] ; [ 4.35643564 35.64356436],0
b4,1,0.293539,1.103318,[42 20] ; [23 17],[39.50980392 22.49019608] ; [25.49019608 14.50980392],0
a2,1,0.327044,0.960568,[16 46] ; [ 7 33],[13.98039216 48.01960784] ; [ 9.01960784 30.98039216],0
a8,1,0.338837,0.914826,[ 4 52] ; [ 1 37],[ 2.9787234 53.0212766] ; [ 2.0212766 35.9787234],0
a3,1,0.370415,0.802271,[42 20] ; [23 16],[39.9009901 22.0990099] ; [25.0990099 13.9009901],0
