Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000535,11.990893,[30  7] ; [ 9 15],[23.6557377 13.3442623] ; [15.3442623  8.6557377],1
n4,1,0.008963,6.830198,[29  8] ; [11 13],[24.26229508 12.73770492] ; [15.73770492  8.26229508],0
s6,1,0.009278,6.768508,[27 10] ; [ 9 14],[22.2 14.8] ; [13.8  9.2],0
s5,1,0.01987,5.42328,[15 21] ; [ 3 20],[10.98305085 25.01694915] ; [ 7.01694915 15.98305085],0
r3,1,0.020185,5.395786,[36  1] ; [19  5],[33.36065574  3.63934426] ; [21.63934426  2.36065574],0
s7,1,0.024154,5.083544,[19 17] ; [ 5 17],[14.89655172 21.10344828] ; [ 9.10344828 12.89655172],0
p11,1,0.026482,4.924269,[26 11] ; [10 14],[21.83606557 15.16393443] ; [14.16393443  9.83606557],0
s8,1,0.048364,3.897285,[17 19] ; [ 5 18],[13.42372881 22.57627119] ; [ 8.57627119 14.42372881],0
r2,1,0.055341,3.671786,[35  2] ; [18  5],[32.68333333  4.31666667] ; [20.31666667  2.68333333],0
p9,1,0.067949,3.331884,[27 10] ; [12 12],[23.6557377 13.3442623] ; [15.3442623  8.6557377],0
v4,1,0.069171,3.302581,[34  3] ; [18  6],[31.54098361  5.45901639] ; [20.45901639  3.54098361],0
v3,1,0.080282,3.059182,[14 22] ; [ 4 19],[10.98305085 25.01694915] ; [ 7.01694915 15.98305085],0
b4,1,0.093755,2.808686,[22 15] ; [ 9 15],[18.80327869 18.19672131] ; [12.19672131 11.80327869],0
b5,1,0.109215,2.565542,[22 15] ; [19  5],[24.86885246 12.13114754] ; [16.13114754  7.86885246],0
s4,1,0.112522,2.518436,[ 9 28] ; [ 2 22],[ 6.67213115 30.32786885] ; [ 4.32786885 19.67213115],0
a6,1,0.123532,2.371962,[23 13] ; [10 13],[20.13559322 15.86440678] ; [12.86440678 10.13559322],0
s1,1,0.149081,2.081627,[ 2 35] ; [ 4 20],[ 3.63934426 33.36065574] ; [ 2.36065574 21.63934426],0
n5,1,0.153056,2.041528,[28  9] ; [14 10],[25.47540984 11.52459016] ; [16.52459016  7.47540984],0
a5,1,0.170041,1.882579,[25 12] ; [12 12],[22.44262295 14.55737705] ; [14.55737705  9.44262295],0
p4,1,0.24388,1.358025,[14 22] ; [13 11],[16.2 19.8] ; [10.8 13.2],0
r4,1,0.254316,1.299435,[32  5] ; [18  6],[30.32786885  6.67213115] ; [19.67213115  4.32786885],0
n6,1,0.289873,1.120211,[28  8] ; [15  8],[26.23728814  9.76271186] ; [16.76271186  6.23728814],0
a7,1,0.291428,1.113011,[25 12] ; [13 11],[23.04918033 13.95081967] ; [14.95081967  9.04918033],0
d3,1,0.305914,1.048235,[19 17] ; [ 9 14],[17.08474576 18.91525424] ; [10.91525424 12.08474576],0
p6,1,0.327833,0.957437,[17 20] ; [ 8 16],[15.16393443 21.83606557] ; [ 9.83606557 14.16393443],0
d1,1,0.344461,0.893757,[20 17] ; [10 14],[18.19672131 18.80327869] ; [11.80327869 12.19672131],0
b2,1,0.426451,0.632471,[ 6 19] ; [ 6 11],[ 7.14285714 17.85714286] ; [ 4.85714286 12.14285714],0
b3,1,0.426451,0.632471,[ 6 19] ; [ 6 11],[ 7.14285714 17.85714286] ; [ 4.85714286 12.14285714],0
v1,1,0.45935,0.547477,[19 18] ; [10 14],[17.59016393 19.40983607] ; [11.40983607 12.59016393],0
p8,1,0.471194,0.519175,[18 19] ; [ 9 14],[16.65 20.35] ; [10.35 12.65],0
r1,1,0.527688,0.398842,[26 11] ; [15  9],[24.86885246 12.13114754] ; [16.13114754  7.86885246],0
u1,1,0.543507,0.369078,[ 3 34] ; [ 1 23],[ 2.42622951 34.57377049] ; [ 1.57377049 22.42622951],0
a2,1,0.543507,0.369078,[ 3 34] ; [ 1 23],[ 2.42622951 34.57377049] ; [ 1.57377049 22.42622951],0
