Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000535,11.990893,[30  7] ; [ 9 15],[23.6557377 13.3442623] ; [15.3442623  8.6557377],1
d5,1,0.568735,0.324804,[26 10] ; [15  8],[25.01694915 10.98305085] ; [15.98305085  7.01694915],0
p3,1,0.598161,0.277778,[19 17] ; [11 13],[18. 18.] ; [12. 12.],0
s2,1,0.604921,0.267638,[21 16] ; [12 12],[20.01639344 16.98360656] ; [12.98360656 11.01639344],0
u2,1,0.675447,0.175296,[5 9] ; [4 5],[5.47826087 8.52173913] ; [3.52173913 5.47826087],0
s3,1,0.683015,0.166752,[22 15] ; [13 11],[21.2295082 15.7704918] ; [13.7704918 10.2295082],0
a4,1,0.72041,0.1281,[14 23] ; [ 8 16],[13.3442623 23.6557377] ; [ 8.6557377 15.3442623],0
d2,1,0.726347,0.122493,[14 22] ; [10 13],[14.6440678 21.3559322] ; [ 9.3559322 13.6440678],0
p5,1,0.745516,0.105337,[ 4 33] ; [ 3 19],[ 4.38983051 32.61016949] ; [ 2.61016949 19.38983051],0
a8,1,0.746738,0.104293,[ 7 28] ; [ 4 20],[ 6.52542373 28.47457627] ; [ 4.47457627 19.52542373],0
a3,1,0.812289,0.056394,[22 15] ; [15  9],[22.44262295 14.55737705] ; [14.55737705  9.44262295],0
p1,1,0.826991,0.04777,[ 2 35] ; [ 1 23],[ 1.81967213 35.18032787] ; [ 1.18032787 22.81967213],0
a1,1,0.826991,0.04777,[ 2 35] ; [ 1 23],[ 1.81967213 35.18032787] ; [ 1.18032787 22.81967213],0
n1,1,0.832662,0.044643,[3 4] ; [3 5],[2.8 4.2] ; [3.2 4.8],0
d4,1,0.886703,0.0203,[26 10] ; [17  6],[26.23728814  9.76271186] ; [16.76271186  6.23728814],0
u3,1,0.915759,0.011189,[8 7] ; [5 4],[8.125 6.875] ; [4.875 4.125],0
b1,1,0.917857,0.010636,[19 18] ; [12 12],[18.80327869 18.19672131] ; [12.19672131 11.80327869],0
n3,1,1.0,0.0,[6 2] ; [6 2],[6. 2.] ; [6. 2.],0
