Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-06,22.409989,[ 30 108] ; [29 21],[43.30851064 94.69148936] ; [15.69148936 34.30851064],1
d2,1,0.001269,10.38699,[53 85] ; [33 18],[62.79365079 75.20634921] ; [23.20634921 27.79365079],0
s3,1,0.003936,8.313318,[47 89] ; [29 21],[55.56989247 80.43010753] ; [20.43010753 29.56989247],0
s6,1,0.005003,7.878416,[66 69] ; [36 14],[74.43243243 60.56756757] ; [27.56756757 22.43243243],0
d1,1,0.007839,7.069998,[68 71] ; [36 15],[76.08421053 62.91578947] ; [27.91578947 23.08421053],0
b3,1,0.011775,6.344375,[20 57] ; [18 18],[25.89380531 51.10619469] ; [12.10619469 23.89380531],0
b2,1,0.011775,6.344375,[20 57] ; [18 18],[25.89380531 51.10619469] ; [12.10619469 23.89380531],0
p9,1,0.017989,5.597189,[107  32] ; [47  4],[112.66315789  26.33684211] ; [41.33684211  9.66315789],0
n2,1,0.019158,5.487013,[18  3] ; [4 5],[15.4  5.6] ; [6.6 2.4],0
d5,1,0.041469,4.156757,[107  32] ; [46  5],[111.93157895  27.06842105] ; [41.06842105  9.93157895],0
p2,1,0.042838,4.101768,[110  28] ; [47  4],[114.63492063  23.36507937] ; [42.36507937  8.63492063],0
p11,1,0.104079,2.641902,[108  31] ; [45  6],[111.93157895  27.06842105] ; [41.06842105  9.93157895],0
n3,1,0.108809,2.571429,[19  2] ; [6 3],[17.5  3.5] ; [7.5 1.5],0
p10,1,0.12802,2.316352,[105  33] ; [44  7],[108.79365079  29.20634921] ; [40.20634921 10.79365079],0
p6,1,0.14505,2.123552,[46 91] ; [23 28],[50.28191489 86.71808511] ; [18.71808511 32.28191489],0
p1,1,0.164376,1.933504,[ 18 120] ; [ 3 48],[ 15.33333333 122.66666667] ; [ 5.66666667 45.33333333],0
r4,1,0.168576,1.895562,[121  18] ; [48  3],[123.63684211  15.36315789] ; [45.36315789  5.63684211],0
p5,1,0.168576,1.895562,[ 18 121] ; [ 3 48],[ 15.36315789 123.63684211] ; [ 5.63684211 45.36315789],0
r1,1,0.169686,1.885713,[102  35] ; [42  8],[105.4973262  31.5026738] ; [38.5026738 11.4973262],0
p12,1,0.217028,1.523915,[  7 132] ; [ 5 45],[  8.82539683 130.17460317] ; [ 3.17460317 46.82539683],0
s4,1,0.225653,1.468055,[ 17 118] ; [10 41],[ 19.59677419 115.40322581] ; [ 7.40322581 43.59677419],0
v1,1,0.252001,1.312178,[72 64] ; [30 18],[75.39130435 60.60869565] ; [26.60869565 21.39130435],0
u3,1,0.252702,1.308305,[31 25] ; [14  6],[33.15789474 22.84210526] ; [11.84210526  8.15789474],0
v3,1,0.257317,1.283132,[43 92] ; [20 29],[46.22282609 88.77717391] ; [16.77717391 32.22282609],0
r3,1,0.265965,1.237442,[126  12] ; [49  2],[127.77777778  10.22222222] ; [47.22222222  3.77777778],0
a8,1,0.267113,1.231514,[ 11 111] ; [ 7 40],[ 12.99408284 109.00591716] ; [ 5.00591716 41.99408284],0
a5,1,0.277424,1.179665,[98 41] ; [40 11],[100.95789474  38.04210526] ; [37.04210526 13.95789474],0
n6,1,0.280989,1.162299,[115  23] ; [39 12],[112.44444444  25.55555556] ; [41.55555556  9.44444444],0
s1,1,0.290805,1.115889,[  2 137] ; [ 2 49],[  2.92631579 136.07368421] ; [ 1.07368421 49.92631579],0
b4,1,0.294238,1.100129,[81 58] ; [34 17],[84.13157895 54.86842105] ; [30.86842105 20.13157895],0
v2,1,0.299425,1.076754,[75 61] ; [30 17],[78.03278689 57.96721311] ; [26.96721311 20.03278689],0
p8,1,0.300761,1.070818,[84 55] ; [35 16],[87.05789474 51.94210526] ; [31.94210526 19.05789474],0
a6,1,0.334755,0.930415,[100  39] ; [33 18],[97.3 41.7] ; [35.7 15.3],0
b1,1,0.337548,0.919722,[60 79] ; [26 25],[62.91578947 76.08421053] ; [23.08421053 27.91578947],0
a2,1,0.363446,0.825951,[ 27 112] ; [13 38],[ 29.26315789 109.73684211] ; [10.73684211 40.26315789],0
r2,1,0.415162,0.66397,[127  10] ; [48  2],[128.20855615   8.79144385] ; [46.79144385  3.20855615],0
s5,1,0.494424,0.466884,[35 99] ; [15 33],[36.81318681 97.18681319] ; [13.18681319 34.81318681],0
b5,1,0.5108,0.432429,[81 58] ; [27 24],[79.01052632 59.98947368] ; [28.98947368 22.01052632],0
