Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-06,22.409989,[ 30 108] ; [29 21],[43.30851064 94.69148936] ; [15.69148936 34.30851064],1
d4,1,0.546285,0.364014,[106  33] ; [41 10],[107.54210526  31.45789474] ; [39.45789474 11.54210526],0
a7,1,0.550174,0.357005,[106  33] ; [36 14],[104.43386243  34.56613757] ; [37.56613757 12.43386243],0
p7,1,0.61936,0.246769,[97 41] ; [37 13],[98.36170213 39.63829787] ; [35.63829787 14.36170213],0
d3,1,0.68119,0.168789,[89 50] ; [31 20],[87.78947368 51.21052632] ; [32.21052632 18.78947368],0
u2,1,0.700964,0.147471,[28 28] ; [ 9 11],[27.26315789 28.73684211] ; [ 9.73684211 10.26315789],0
n1,1,0.718567,0.12987,[ 6 15] ; [2 7],[ 5.6 15.4] ; [2.4 6.6],0
p4,1,0.739027,0.110983,[103  36] ; [39 12],[103.88421053  35.11578947] ; [38.11578947 12.88421053],0
v4,1,0.74224,0.108168,[128  10] ; [48  3],[128.50793651   9.49206349] ; [47.49206349  3.50793651],0
a4,1,0.743625,0.106966,[59 80] ; [23 28],[59.98947368 79.01052632] ; [22.01052632 28.98947368],0
u1,1,0.763558,0.090488,[ 22 117] ; [ 9 42],[ 22.67894737 116.32105263] ; [ 8.32105263 42.67894737],0
a3,1,0.823616,0.049683,[82 57] ; [31 20],[82.66842105 56.33157895] ; [30.33157895 20.66842105],0
n5,1,0.954334,0.003279,[98 40] ; [36 15],[97.84126984 40.15873016] ; [36.15873016 14.84126984],0
n4,1,0.975747,0.000924,[106  33] ; [39 12],[106.07894737  32.92105263] ; [38.92105263 12.07894737],0
