Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,25.097317,[83  6] ; [5 7],[77.54455446 11.45544554] ; [10.45544554  1.54455446],1
p9,1,4e-05,16.861311,[75 13] ; [3 7],[70.04081633 17.95918367] ; [7.95918367 2.04081633],1
p10,1,0.000164,14.206422,[71 15] ; [4 8],[65.81632653 20.18367347] ; [9.18367347 2.81632653],1
v4,1,0.001559,10.006984,[84  5] ; [8 4],[81.06930693  7.93069307] ; [10.93069307  1.06930693],0
v2,1,0.00299,8.813736,[47 40] ; [ 1 11],[42.18181818 44.81818182] ; [5.81818182 6.18181818],0
n1,1,0.006879,7.304396,[ 4 12] ; [6 1],[6.95652174 9.04347826] ; [3.04347826 3.95652174],0
r2,1,0.014421,5.985846,[81  8] ; [8 4],[78.42574257 10.57425743] ; [10.57425743  1.42574257],0
p11,1,0.016577,5.740577,[72 17] ; [6 6],[68.73267327 20.26732673] ; [9.26732673 2.73267327],0
r1,1,0.021487,5.286828,[76 13] ; [7 5],[73.13861386 15.86138614] ; [9.86138614 2.13861386],0
a6,1,0.040618,4.191893,[69 20] ; [6 6],[66.08910891 22.91089109] ; [8.91089109 3.08910891],0
d4,1,0.042326,4.122128,[50 39] ; [3 9],[46.7029703 42.2970297] ; [6.2970297 5.7029703],0
s1,1,0.051955,3.777211,[ 3 83] ; [ 2 10],[ 4.3877551 81.6122449] ; [ 0.6122449 11.3877551],0
p2,1,0.055737,3.659887,[67 21] ; [6 6],[64.24 23.76] ; [8.76 3.24],0
b1,1,0.070501,3.271319,[42 47] ; [9 3],[44.94059406 44.05940594] ; [6.05940594 5.94059406],0
a3,1,0.084248,2.980983,[58 31] ; [10  1],[60.52 28.48] ; [7.48 3.52],0
p3,1,0.089127,2.890079,[45 43] ; [3 9],[42.24 45.76] ; [5.76 6.24],0
a1,1,0.094036,2.803896,[ 4 85] ; [ 2 10],[ 5.28712871 83.71287129] ; [ 0.71287129 11.28712871],0
s6,1,0.119805,2.419865,[53 34] ; [4 7],[50.60204082 36.39795918] ; [6.39795918 4.60204082],0
s8,1,0.183647,1.767857,[34 54] ; [2 9],[32. 56.] ; [4. 7.],0
d3,1,0.262302,1.256569,[45 44] ; [4 8],[43.17821782 45.82178218] ; [5.82178218 6.17821782],0
v1,1,0.262586,1.255071,[44 43] ; [4 8],[42.18181818 44.81818182] ; [5.81818182 6.18181818],0
n5,1,0.401279,0.704489,[64 25] ; [10  2],[65.20792079 23.79207921] ; [8.79207921 3.20792079],0
s7,1,0.416718,0.659553,[45 39] ; [4 6],[43.78723404 40.21276596] ; [5.21276596 4.78723404],0
a7,1,0.428429,0.627078,[62 27] ; [7 5],[60.8019802 28.1980198] ; [8.1980198 3.8019802],0
s3,1,0.430367,0.621833,[51 37] ; [5 6],[49.77777778 38.22222222] ; [6.22222222 4.77777778],0
p1,1,0.439968,0.596365,[15 73] ; [ 1 11],[14.08 73.92] ; [ 1.92 10.08],0
p6,1,0.529828,0.394721,[30 58] ; [3 9],[29.04 58.96] ; [3.96 8.04],0
v3,1,0.544366,0.367507,[37 50] ; [4 8],[36.03030303 50.96969697] ; [4.96969697 7.03030303],0
a2,1,0.554941,0.34854,[13 76] ; [ 1 11],[12.33663366 76.66336634] ; [ 1.66336634 10.33663366],0
p8,1,0.58078,0.304975,[52 36] ; [5 5],[51.18367347 36.81632653] ; [5.81632653 4.18367347],0
a8,1,0.628018,0.234758,[12 71] ; [ 1 10],[11.4787234 71.5212766] ; [1.5212766 9.4787234],0
s2,1,0.641381,0.216941,[42 44] ; [5 7],[41.24489796 44.75510204] ; [5.75510204 6.24489796],0
d2,1,0.648745,0.207486,[28 61] ; [3 9],[27.31683168 61.68316832] ; [3.68316832 8.31683168],0
n3,1,0.677856,0.172549,[12  4] ; [5 1],[12.36363636  3.63636364] ; [4.63636364 1.36363636],0
p5,1,0.683343,0.166387,[12 76] ; [2 9],[12.44444444 75.55555556] ; [1.55555556 9.44444444],0
n4,1,0.706266,0.142035,[64 25] ; [8 4],[63.44554455 25.55445545] ; [8.55445545 3.44554455],0
n6,1,0.716867,0.131514,[70 18] ; [9 3],[69.52 18.48] ; [9.48 2.52],0
p4,1,0.735866,0.113793,[48 39] ; [6 6],[47.45454545 39.54545455] ; [6.54545455 5.45454545],0
p7,1,0.74816,0.103084,[47 41] ; [7 5],[47.52 40.48] ; [6.48 5.52],0
b5,1,0.830228,0.045971,[49 40] ; [7 5],[49.34653465 39.65346535] ; [6.65346535 5.34653465],0
n2,1,0.840825,0.040336,[14  3] ; [6 1],[14.16666667  2.83333333] ; [5.83333333 1.16666667],0
a4,1,0.852207,0.034709,[27 61] ; [4 8],[27.28 60.72] ; [3.72 8.28],0
s5,1,0.892427,0.018288,[27 59] ; [4 8],[27.20408163 58.79591837] ; [3.79591837 8.20408163],0
s4,1,0.898024,0.016424,[16 72] ; [ 2 10],[15.84 72.16] ; [2.16 9.84],0
b4,1,0.935758,0.006497,[53 36] ; [7 5],[52.87128713 36.12871287] ; [7.12871287 4.87128713],0
b2,1,0.960321,0.002475,[26 27] ; [4 4],[26.06557377 26.93442623] ; [3.93442623 4.06557377],0
b3,1,0.960321,0.002475,[26 27] ; [4 4],[26.06557377 26.93442623] ; [3.93442623 4.06557377],0
