Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,39.290014,[ 4 24] ; [44  7],[17.01265823 10.98734177] ; [30.98734177 20.01265823],1
d4,1,0.0,29.810779,[13 15] ; [50  1],[22.32911392  5.67088608] ; [40.67088608 10.32911392],1
d3,1,0.0,26.292395,[ 9 19] ; [45  6],[19.13924051  8.86075949] ; [34.86075949 16.13924051],1
a2,1,0.000213,13.711341,[ 1 27] ; [22 29],[ 8.15189873 19.84810127] ; [14.84810127 36.15189873],1
a4,1,0.000233,13.544134,[ 6 22] ; [33 18],[13.82278481 14.17721519] ; [25.17721519 25.82278481],1
u1,1,0.000361,12.72184,[ 1 27] ; [21 30],[ 7.79746835 20.20253165] ; [14.20253165 36.79746835],1
p3,1,0.003954,8.305048,[ 7 21] ; [30 21],[13.11392405 14.88607595] ; [23.88607595 27.11392405],0
a3,1,0.007891,7.057978,[16 12] ; [43  8],[20.91139241  7.08860759] ; [38.08860759 12.91139241],0
b5,1,0.021225,5.308215,[13 15] ; [37 14],[17.72151899 10.27848101] ; [32.27848101 18.72151899],0
a5,1,0.02155,5.281796,[15 13] ; [40 11],[19.49367089  8.50632911] ; [35.50632911 15.49367089],0
p6,1,0.025111,5.016201,[ 7 21] ; [26 25],[11.69620253 16.30379747] ; [21.30379747 29.69620253],0
n1,1,0.025347,5.0,[2 7] ; [14  7],[4.8 4.2] ; [11.2  9.8],0
p8,1,0.076699,3.133502,[ 6 22] ; [21 30],[ 9.56962025 18.43037975] ; [17.43037975 33.56962025],0
a6,1,0.08892,2.893812,[15 13] ; [37 14],[18.43037975  9.56962025] ; [33.56962025 17.43037975],0
a8,1,0.168122,1.899614,[ 6 19] ; [ 5 39],[ 3.98550725 21.01449275] ; [ 7.01449275 36.98550725],0
b4,1,0.202793,1.622145,[14 14] ; [33 18],[16.65822785 11.34177215] ; [30.34177215 20.65822785],0
n4,1,0.226907,1.460148,[17 10] ; [38 12],[19.28571429  7.71428571] ; [35.71428571 14.28571429],0
s1,1,0.234043,1.416122,[ 2 25] ; [ 1 50],[ 1.03846154 25.96153846] ; [ 1.96153846 49.03846154],0
r2,1,0.25722,1.283657,[26  2] ; [49  1],[26.92307692  1.07692308] ; [48.07692308  1.92307692],0
s4,1,0.258571,1.276394,[ 5 23] ; [15 36],[ 7.08860759 20.91139241] ; [12.91139241 38.08860759],0
p7,1,0.265286,1.240962,[16 12] ; [22 28],[13.64102564 14.35897436] ; [24.35897436 25.64102564],0
r1,1,0.273414,1.199539,[22  5] ; [46  5],[23.53846154  3.46153846] ; [44.46153846  6.53846154],0
s5,1,0.344538,0.893472,[13 15] ; [26 19],[14.95890411 13.04109589] ; [24.04109589 20.95890411],0
s6,1,0.354641,0.856782,[23  5] ; [43  5],[24.31578947  3.68421053] ; [41.68421053  6.31578947],0
p9,1,0.355263,0.85457,[21  7] ; [41  8],[22.54545455  5.45454545] ; [39.45454545  9.54545455],0
s2,1,0.363577,0.825499,[20  8] ; [41 10],[21.62025316  6.37974684] ; [39.37974684 11.62025316],0
b2,1,0.458078,0.550586,[ 3 10] ; [11 21],[4.04444444 8.95555556] ; [ 9.95555556 22.04444444],0
b3,1,0.458078,0.550586,[ 3 10] ; [11 21],[4.04444444 8.95555556] ; [ 9.95555556 22.04444444],0
v2,1,0.490555,0.475309,[14 13] ; [30 20],[15.42857143 11.57142857] ; [28.57142857 21.42857143],0
s3,1,0.564523,0.331933,[18 10] ; [36 15],[19.13924051  8.86075949] ; [34.86075949 16.13924051],0
p10,1,0.62626,0.237167,[19  8] ; [37 12],[19.89473684  7.10526316] ; [36.10526316 12.89473684],0
s7,1,0.636386,0.223499,[20  5] ; [38  7],[20.71428571  4.28571429] ; [37.28571429  7.71428571],0
n3,1,0.642279,0.215774,[5 3] ; [15  6],[5.51724138 2.48275862] ; [14.48275862  6.51724138],0
u3,1,0.648077,0.208333,[10  2] ; [6 2],[9.6 2.4] ; [6.4 1.6],0
p1,1,0.650612,0.20513,[ 5 23] ; [ 7 43],[ 4.30769231 23.69230769] ; [ 7.69230769 42.30769231],0
v4,1,0.662887,0.190035,[27  1] ; [50  1],[27.29113924  0.70886076] ; [49.70886076  1.29113924],0
r3,1,0.66752,0.184517,[25  3] ; [47  4],[25.51898734  2.48101266] ; [46.48101266  4.51898734],0
n6,1,0.677674,0.172756,[23  5] ; [42  7],[23.63636364  4.36363636] ; [41.36363636  7.63636364],0
p5,1,0.700216,0.148247,[ 3 25] ; [ 7 44],[ 3.5443038 24.4556962] ; [ 6.4556962 44.5443038],0
n2,1,0.718567,0.12987,[7 2] ; [15  6],[6.6 2.4] ; [15.4  5.6],0
b1,1,0.71983,0.128656,[16 12] ; [27 24],[15.24050633 12.75949367] ; [27.75949367 23.24050633],0
p4,1,0.752476,0.099462,[16 12] ; [31 20],[16.65822785 11.34177215] ; [30.34177215 20.65822785],0
p2,1,0.831369,0.045346,[22  6] ; [39 12],[21.62025316  6.37974684] ; [39.37974684 11.62025316],0
v1,1,0.836113,0.042794,[15 13] ; [28 22],[15.43589744 12.56410256] ; [27.56410256 22.43589744],0
r4,1,0.910517,0.012631,[26  2] ; [47  4],[25.87341772  2.12658228] ; [47.12658228  3.87341772],0
a7,1,0.915366,0.011294,[20  8] ; [37 14],[20.20253165  7.79746835] ; [36.79746835 14.20253165],0
v3,1,0.921766,0.009645,[11 16] ; [19 29],[10.8 16.2] ; [19.2 28.8],0
u4,1,0.93792,0.006066,[ 1 27] ; [ 2 49],[ 1.06329114 26.93670886] ; [ 1.93670886 49.06329114],0
a1,1,0.93792,0.006066,[ 1 27] ; [ 2 49],[ 1.06329114 26.93670886] ; [ 1.93670886 49.06329114],0
