Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,7.2e-05,15.75957,[10 19] ; [48 14],[18.48351648 10.51648352] ; [39.51648352 22.48351648],1
p10,1,0.004226,8.184012,[ 9 20] ; [38 22],[15.31460674 13.68539326] ; [31.68539326 28.31460674],0
n6,1,0.004327,8.141333,[13 16] ; [46 15],[19.01111111  9.98888889] ; [39.98888889 21.01111111],0
s7,1,0.010282,6.58534,[ 3 24] ; [23 37],[ 8.06896552 18.93103448] ; [17.93103448 42.06896552],0
d2,1,0.025005,5.023511,[ 3 26] ; [20 42],[ 7.32967033 21.67032967] ; [15.67032967 46.32967033],0
s3,1,0.083373,2.997884,[17 11] ; [25 36],[13.21348315 14.78651685] ; [28.78651685 32.21348315],0
p9,1,0.092187,2.835765,[15 14] ; [42 18],[18.57303371 10.42696629] ; [38.42696629 21.57303371],0
n1,1,0.094245,2.800321,[1 9] ; [ 9 14],[3.03030303 6.96969697] ; [ 6.96969697 16.03030303],0
s4,1,0.124822,2.355749,[ 2 27] ; [12 50],[ 4.46153846 24.53846154] ; [ 9.53846154 52.46153846],0
p8,1,0.144727,2.126961,[ 8 21] ; [27 35],[11.15384615 17.84615385] ; [23.84615385 38.15384615],0
u2,1,0.144896,2.125175,[9 6] ; [14 23],[6.63461538 8.36538462] ; [16.36538462 20.63461538],0
n3,1,0.154833,2.023979,[7 2] ; [11 11],[5.22580645 3.77419355] ; [12.77419355  9.22580645],0
a4,1,0.189743,1.719616,[ 7 22] ; [ 8 53],[ 4.83333333 24.16666667] ; [10.16666667 50.83333333],0
n2,1,0.19757,1.660248,[8 2] ; [13 10],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
p6,1,0.226682,1.461559,[ 3 25] ; [13 48],[ 5.03370787 22.96629213] ; [10.96629213 50.03370787],0
s6,1,0.242688,1.364909,[10 19] ; [29 32],[12.56666667 16.43333333] ; [26.43333333 34.56666667],0
s8,1,0.255007,1.295662,[ 6 23] ; [20 42],[ 8.28571429 20.71428571] ; [17.71428571 44.28571429],0
b1,1,0.292239,1.109278,[12 17] ; [33 29],[14.34065934 14.65934066] ; [30.65934066 31.34065934],0
a1,1,0.324023,0.97264,[ 3 26] ; [ 3 59],[ 1.91208791 27.08791209] ; [ 4.08791209 57.91208791],0
v4,1,0.326335,0.963386,[24  5] ; [44 16],[22.15730337  6.84269663] ; [45.84269663 14.15730337],0
a6,1,0.335802,0.926392,[10 19] ; [28 34],[12.10989011 16.89010989] ; [25.89010989 36.10989011],0
d4,1,0.341536,0.904656,[13 16] ; [21 40],[10.95555556 18.04444444] ; [23.04444444 37.95555556],0
