Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,45.730505,[56 27] ; [ 40 130],[31.49407115 51.50592885] ; [ 64.50592885 105.49407115],1
p7,1,0.0,26.923913,[59 24] ; [ 61 107],[39.6812749 43.3187251] ; [80.3187251 87.6812749],1
p8,1,2e-06,22.785159,[50 33] ; [ 49 120],[32.60714286 50.39285714] ; [ 66.39285714 102.60714286],1
n4,1,9e-05,15.33993,[68 15] ; [98 74],[54.03137255 28.96862745] ; [111.96862745  60.03137255],1
v1,1,0.000379,12.631441,[45 37] ; [ 54 117],[32.08695652 49.91304348] ; [ 66.91304348 104.08695652],1
p11,1,0.000788,11.269515,[69 14] ; [108  65],[57.38671875 25.61328125] ; [119.61328125  53.38671875],1
p10,1,0.001036,10.761237,[64 19] ; [95 75],[52.16205534 30.83794466] ; [106.83794466  63.16205534],0
a5,1,0.001918,9.626313,[61 22] ; [92 81],[49.60546875 33.39453125] ; [103.39453125  69.60546875],0
p2,1,0.002353,9.251682,[68 15] ; [108  63],[57.51181102 25.48818898] ; [118.48818898  52.51181102],0
p1,1,0.002374,9.235429,[14 69] ; [  9 163],[ 7.48627451 75.51372549] ; [ 15.51372549 156.48627451],0
n6,1,0.005913,7.576763,[68 14] ; [114  58],[58.75590551 23.24409449] ; [123.24409449  48.75590551],0
p9,1,0.007101,7.247161,[66 17] ; [106  63],[56.65079365 26.34920635] ; [115.34920635  53.65079365],0
p6,1,0.008351,6.956569,[23 59] ; [ 24 145],[15.35458167 66.64541833] ; [ 31.64541833 137.35458167],0
r4,1,0.016858,5.711076,[70 13] ; [122  51],[62.25 20.75] ; [129.75  43.25],0
v4,1,0.02091,5.334315,[77  6] ; [140  31],[70.90944882 12.09055118] ; [146.09055118  24.90944882],0
s8,1,0.022577,5.200781,[14 69] ; [ 13 160],[ 8.75390625 74.24609375] ; [ 18.24609375 154.75390625],0
p5,1,0.025209,5.009481,[ 7 76] ; [  4 167],[ 3.59448819 79.40551181] ; [  7.40551181 163.59448819],0
v2,1,0.026186,4.943668,[46 37] ; [66 97],[37.78861789 45.21138211] ; [74.21138211 88.78861789],0
n5,1,0.037007,4.350085,[60 23] ; [100  70],[52.49011858 30.50988142] ; [107.50988142  62.49011858],0
d5,1,0.07758,3.114884,[64 19] ; [114  58],[57.9372549 25.0627451] ; [120.0627451  51.9372549],0
n3,1,0.093592,2.811476,[14  3] ; [35 23],[11.10666667  5.89333333] ; [37.89333333 20.10666667],0
r3,1,0.094124,2.802388,[75  8] ; [140  30],[70.53359684 12.46640316] ; [144.46640316  25.53359684],0
u3,1,0.121026,2.403993,[18 15] ; [26 42],[14.37623762 18.62376238] ; [29.62376238 38.37623762],0
a6,1,0.124699,2.357287,[59 24] ; [106  67],[53.49609375 29.50390625] ; [111.50390625  61.49609375],0
s5,1,0.142284,2.153077,[13 69] ; [ 16 152],[ 9.512 72.488] ; [ 19.488 148.512],0
a7,1,0.166051,1.918237,[60 23] ; [108  62],[55.11462451 27.88537549] ; [112.88537549  57.11462451],0
d3,1,0.178603,1.809208,[53 30] ; [94 77],[48.03543307 34.96456693] ; [98.96456693 72.03543307],0
r2,1,0.184943,1.757447,[76  7] ; [144  24],[72.74900398 10.25099602] ; [147.25099602  20.74900398],0
u1,1,0.210708,1.566554,[ 9 74] ; [ 11 162],[ 6.484375 76.515625] ; [ 13.515625 159.484375],0
n2,1,0.223182,1.483794,[13  4] ; [35 23],[10.88  6.12] ; [37.12 20.88],0
d1,1,0.23467,1.412328,[44 39] ; [78 95],[39.5546875 43.4453125] ; [82.4453125 90.5546875],0
v3,1,0.271721,1.208036,[27 55] ; [ 43 121],[23.33333333 58.66666667] ; [ 46.66666667 117.33333333],0
s2,1,0.319868,0.989485,[14 69] ; [ 21 150],[11.43700787 71.56299213] ; [ 23.56299213 147.43700787],0
b5,1,0.322965,0.976902,[44 39] ; [103  70],[47.66015625 35.33984375] ; [99.33984375 73.66015625],0
r1,1,0.333707,0.934459,[58 25] ; [109  62],[54.57086614 28.42913386] ; [112.42913386  58.57086614],0
p12,1,0.351935,0.866467,[ 3 80] ; [  3 170],[ 1.9453125 81.0546875] ; [  4.0546875 168.9453125],0
s1,1,0.374414,0.788961,[ 2 81] ; [  8 161],[ 3.29365079 79.70634921] ; [  6.70634921 162.29365079],0
b1,1,0.419736,0.651054,[38 45] ; [ 70 103],[35.015625 47.984375] ; [ 72.984375 100.015625],0
n1,1,0.443362,0.587567,[ 4 13] ; [19 38],[ 5.28378378 11.71621622] ; [17.71621622 39.28378378],0
a1,1,0.460011,0.545867,[ 3 80] ; [ 10 163],[ 4.21484375 78.78515625] ; [  8.78515625 164.21484375],0
d4,1,0.469651,0.522797,[62 21] ; [121  51],[59.56470588 23.43529412] ; [123.43529412  48.56470588],0
s3,1,0.493603,0.468663,[20 62] ; [ 35 135],[17.8968254 64.1031746] ; [ 37.1031746 132.8968254],0
d2,1,0.586296,0.296166,[33 49] ; [75 96],[35.00395257 46.99604743] ; [72.99604743 98.00395257],0
u4,1,0.593913,0.284274,[ 1 82] ; [  1 172],[ 0.6484375 82.3515625] ; [  1.3515625 171.6484375],0
a8,1,0.826928,0.047805,[ 6 67] ; [ 15 150],[ 6.44117647 66.55882353] ; [ 14.55882353 150.44117647],0
a4,1,0.839506,0.041017,[31 52] ; [ 62 110],[30.27058824 52.72941176] ; [ 62.72941176 109.27058824],0
a3,1,0.858575,0.031751,[50 33] ; [105  66],[50.6496063 32.3503937] ; [104.3503937  66.6496063],0
b2,1,0.877925,0.023593,[19 36] ; [34 61],[19.43333333 35.56666667] ; [33.56666667 61.43333333],0
b3,1,0.877925,0.023593,[19 36] ; [34 61],[19.43333333 35.56666667] ; [33.56666667 61.43333333],0
a2,1,0.894921,0.017445,[13 70] ; [ 26 147],[12.64453125 70.35546875] ; [ 26.35546875 146.64453125],0
