Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,9e-06,19.61594,[22 14] ; [ 6 38],[12.6 23.4] ; [15.4 28.6],1
s7,1,0.000535,11.987867,[15 20] ; [ 3 35],[ 8.63013699 26.36986301] ; [ 9.36986301 28.63013699],1
b5,1,0.001654,9.89899,[25 11] ; [15 29],[18. 18.] ; [22. 22.],0
s2,1,0.002504,9.137529,[18 18] ; [ 8 36],[11.7 24.3] ; [14.3 29.7],0
v4,1,0.00493,7.9048,[30  6] ; [23 20],[24.15189873 11.84810127] ; [28.84810127 14.15189873],0
s6,1,0.010676,6.518519,[19 17] ; [11 33],[13.5 22.5] ; [16.5 27.5],0
a7,1,0.018234,5.573517,[28  8] ; [23 21],[22.95 13.05] ; [28.05 15.95],0
v1,1,0.021164,5.31323,[17 19] ; [10 34],[12.15 23.85] ; [14.85 29.15],0
n3,1,0.02964,4.730053,[11  2] ; [11 12],[7.94444444 5.05555556] ; [14.05555556  8.94444444],0
d2,1,0.046186,3.974791,[12 23] ; [25 19],[16.39240506 18.60759494] ; [20.60759494 23.39240506],0
s8,1,0.046549,3.961619,[ 8 28] ; [ 3 41],[ 4.95 31.05] ; [ 6.05 37.95],0
s5,1,0.053138,3.739582,[ 9 22] ; [ 5 39],[ 5.78666667 25.21333333] ; [ 8.21333333 35.78666667],0
r4,1,0.06502,3.404471,[23 13] ; [19 25],[18.9 17.1] ; [23.1 20.9],0
p2,1,0.07924,3.080428,[21 15] ; [17 27],[17.1 18.9] ; [20.9 23.1],0
r2,1,0.102426,2.667356,[32  4] ; [32 11],[29.16455696  6.83544304] ; [34.83544304  8.16455696],0
p6,1,0.121102,2.403009,[ 9 27] ; [ 5 38],[ 6.37974684 29.62025316] ; [ 7.62025316 35.37974684],0
r3,1,0.13437,2.241281,[27  9] ; [26 18],[23.85 12.15] ; [29.15 14.85],0
v3,1,0.151001,2.062106,[11 21] ; [ 8 33],[ 8.32876712 23.67123288] ; [10.67123288 30.32876712],0
d4,1,0.213633,1.546634,[28  7] ; [29 14],[25.57692308  9.42307692] ; [31.42307692 11.57692308],0
n4,1,0.232302,1.426712,[14 22] ; [23 21],[16.65 19.35] ; [20.35 23.65],0
s3,1,0.239174,1.385457,[19 17] ; [17 26],[16.40506329 19.59493671] ; [19.59493671 23.40506329],0
d3,1,0.241002,1.374724,[23 11] ; [24 20],[20.48717949 13.51282051] ; [26.51282051 17.48717949],0
n2,1,0.304976,1.052308,[8 5] ; [11 14],[6.5 6.5] ; [12.5 12.5],0
r1,1,0.344325,0.894262,[20 16] ; [29 15],[22.05 13.95] ; [26.95 17.05],0
u2,1,0.366799,0.81448,[8 4] ; [9 9],[6.8 5.2] ; [10.2  7.8],0
p7,1,0.379269,0.77307,[14 22] ; [13 31],[12.15 23.85] ; [14.85 29.15],0
p4,1,0.412618,0.671243,[12 24] ; [11 33],[10.35 25.65] ; [12.65 31.35],0
u3,1,0.456057,0.555556,[7 5] ; [ 8 10],[6. 6.] ; [9. 9.],0
b2,1,0.465012,0.533804,[ 4 12] ; [11 20],[ 5.10638298 10.89361702] ; [ 9.89361702 21.10638298],0
b3,1,0.465012,0.533804,[ 4 12] ; [11 20],[ 5.10638298 10.89361702] ; [ 9.89361702 21.10638298],0
u1,1,0.486234,0.484848,[ 3 33] ; [ 2 42],[ 2.25 33.75] ; [ 2.75 41.25],0
a8,1,0.514806,0.424286,[ 4 31] ; [ 3 39],[ 3.18181818 31.81818182] ; [ 3.81818182 38.18181818],0
a4,1,0.554525,0.349273,[14 22] ; [20 24],[15.3 20.7] ; [18.7 25.3],0
a5,1,0.571207,0.320667,[19 17] ; [26 18],[20.25 15.75] ; [24.75 19.25],0
b1,1,0.571207,0.320667,[19 17] ; [26 18],[20.25 15.75] ; [24.75 19.25],0
d5,1,0.6003,0.274543,[25 10] ; [29 15],[23.92405063 11.07594937] ; [30.07594937 13.92405063],0
p3,1,0.601461,0.272798,[12 24] ; [12 31],[10.93670886 25.06329114] ; [13.06329114 29.93670886],0
s1,1,0.653095,0.20202,[ 3 33] ; [ 5 39],[ 3.6 32.4] ; [ 4.4 39.6],0
a1,1,0.653095,0.20202,[ 3 33] ; [ 5 39],[ 3.6 32.4] ; [ 4.4 39.6],0
a2,1,0.653095,0.20202,[ 8 28] ; [ 8 36],[ 7.2 28.8] ; [ 8.8 35.2],0
p8,1,0.667556,0.184474,[ 9 27] ; [ 9 34],[ 8.20253165 27.79746835] ; [ 9.79746835 33.20253165],0
s4,1,0.678861,0.171411,[ 7 29] ; [ 7 37],[ 6.3 29.7] ; [ 7.7 36.3],0
a6,1,0.690251,0.158814,[23 12] ; [27 17],[22.15189873 12.84810127] ; [27.84810127 16.15189873],0
a3,1,0.754827,0.097519,[23 13] ; [26 17],[22.32911392 13.67088608] ; [26.67088608 16.32911392],0
p1,1,0.764448,0.089787,[ 4 32] ; [ 4 40],[ 3.6 32.4] ; [ 4.4 39.6],0
n1,1,0.858273,0.031888,[4 9] ; [ 7 18],[3.76315789 9.23684211] ; [ 7.23684211 17.76315789],0
b4,1,0.909828,0.012827,[20 16] ; [25 19],[20.25 15.75] ; [24.75 19.25],0
d1,1,0.909828,0.012827,[16 20] ; [19 25],[15.75 20.25] ; [19.25 24.75],0
n5,1,0.934835,0.006685,[14 21] ; [18 26],[14.17721519 20.82278481] ; [17.82278481 26.17721519],0
v2,1,0.943164,0.005083,[11 22] ; [14 29],[10.85526316 22.14473684] ; [14.14473684 28.85526316],0
