Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.006435,7.424277,[ 3 14] ; [33 27],[7.94805195 9.05194805] ; [28.05194805 31.94805195],0
n6,1,0.020039,5.408509,[ 7 10] ; [43 17],[11.03896104  5.96103896] ; [38.96103896 21.03896104],0
p4,1,0.025732,4.973966,[ 4 13] ; [34 29],[8.075 8.925] ; [29.925 33.075],0
a1,1,0.03614,4.390497,[ 4 13] ; [ 4 59],[ 1.7 15.3] ; [ 6.3 56.7],0
p1,1,0.03614,4.390497,[ 4 13] ; [ 4 59],[ 1.7 15.3] ; [ 6.3 56.7],0
v4,1,0.051584,3.789209,[9 8] ; [44 13],[12.17567568  4.82432432] ; [40.82432432 16.17567568],0
p11,1,0.060173,3.532617,[9 8] ; [48 15],[12.1125  4.8875] ; [44.8875 18.1125],0
v3,1,0.062188,3.478062,[ 7 10] ; [12 50],[ 4.08860759 12.91139241] ; [14.91139241 47.08860759],0
d2,1,0.080521,3.05435,[9 8] ; [19 44],[ 5.95 11.05] ; [22.05 40.95],0
s5,1,0.121077,2.403337,[ 1 15] ; [14 45],[ 3.2 12.8] ; [11.8 47.2],0
s1,1,0.149269,2.079709,[ 2 15] ; [ 2 61],[ 0.85 16.15] ; [ 3.15 59.85],0
u2,1,0.217023,1.52395,[1 4] ; [13 13],[2.25806452 2.74193548] ; [11.74193548 14.25806452],0
b4,1,0.218647,1.513226,[12  5] ; [34 29],[9.775 7.225] ; [36.225 26.775],0
s3,1,0.233103,1.421829,[ 6 11] ; [30 28],[8.16 8.84] ; [27.84 30.16],0
p6,1,0.240083,1.380105,[ 3 14] ; [20 42],[ 4.94936709 12.05063291] ; [18.05063291 43.94936709],0
b5,1,0.269844,1.217539,[8 9] ; [39 24],[9.9875 7.0125] ; [37.0125 25.9875],0
s2,1,0.324944,0.968941,[ 5 12] ; [26 35],[ 6.75641026 10.24358974] ; [24.24358974 36.75641026],0
n1,1,0.331171,0.944312,[5 5] ; [ 6 13],[3.79310345 6.20689655] ; [ 7.20689655 11.79310345],0
b2,1,0.338869,0.914705,[2 8] ; [14 25],[3.26530612 6.73469388] ; [12.73469388 26.26530612],0
b3,1,0.338869,0.914705,[2 8] ; [14 25],[3.26530612 6.73469388] ; [12.73469388 26.26530612],0
p7,1,0.342546,0.900878,[ 6 10] ; [31 30],[7.68831169 8.31168831] ; [29.31168831 31.68831169],0
a2,1,0.346894,0.884786,[ 3 14] ; [ 6 57],[ 1.9125 15.0875] ; [ 7.0875 55.9125],0
u3,1,0.348314,0.879588,[1 4] ; [11 15],[1.93548387 3.06451613] ; [10.06451613 15.93548387],0
a3,1,0.348841,0.87767,[12  5] ; [36 26],[10.32911392  6.67088608] ; [37.67088608 24.32911392],0
n5,1,0.372619,0.794912,[13  4] ; [39 21],[11.48051948  5.51948052] ; [40.51948052 19.48051948],0
r1,1,0.393348,0.728567,[ 3 14] ; [17 44],[ 4.35897436 12.64102564] ; [15.64102564 45.35897436],0
a7,1,0.428379,0.627214,[11  6] ; [34 29],[9.5625 7.4375] ; [35.4375 27.5625],0
n4,1,0.437606,0.602552,[12  5] ; [38 25],[10.625  6.375] ; [39.375 23.625],0
p3,1,0.437606,0.602552,[ 5 12] ; [25 38],[ 6.375 10.625] ; [23.625 39.375],0
d5,1,0.465566,0.53248,[10  7] ; [43 20],[11.2625  5.7375] ; [41.7375 21.2625],0
p8,1,0.481067,0.496444,[ 5 12] ; [24 38],[ 6.24050633 10.75949367] ; [22.75949367 39.24050633],0
a6,1,0.481442,0.495595,[10  7] ; [31 32],[8.7125 8.2875] ; [32.2875 30.7125],0
d3,1,0.490899,0.474554,[8 9] ; [35 27],[9.25316456 7.74683544] ; [33.74683544 28.25316456],0
s7,1,0.518563,0.41675,[ 6 11] ; [26 33],[7.15789474 9.84210526] ; [24.84210526 34.15789474],0
n3,1,0.523094,0.407788,[7 3] ; [11  8],[6.20689655 3.79310345] ; [11.79310345  7.20689655],0
u1,1,0.523659,0.406681,[ 1 16] ; [ 7 56],[ 1.7 15.3] ; [ 6.3 56.7],0
a8,1,0.52913,0.396062,[ 2 15] ; [ 4 53],[ 1.37837838 15.62162162] ; [ 4.62162162 52.37837838],0
