Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,31.4295,[ 6 54] ; [52 43],[22.4516129 37.5483871] ; [35.5483871 59.4516129],1
a3,1,0.000115,14.880932,[24 36] ; [69 28],[35.54140127 24.45859873] ; [57.45859873 39.54140127],1
d1,1,0.000206,13.775392,[17 43] ; [57 40],[28.28025478 31.71974522] ; [45.71974522 51.28025478],1
d5,1,0.000426,12.4149,[34 26] ; [80 17],[43.56687898 16.43312102] ; [70.43312102 26.56687898],1
u1,1,0.002431,9.19213,[ 2 58] ; [20 77],[ 8.40764331 51.59235669] ; [13.59235669 83.40764331],0
d2,1,0.002685,9.010283,[21 38] ; [58 38],[30.07096774 28.92903226] ; [48.92903226 47.07096774],0
a6,1,0.003417,8.570464,[28 32] ; [68 29],[36.68789809 23.31210191] ; [59.31210191 37.68789809],0
n4,1,0.004565,8.044247,[32 28] ; [73 24],[40.12738854 19.87261146] ; [64.87261146 32.12738854],0
d4,1,0.006525,7.399325,[35 23] ; [78 19],[42.28387097 15.71612903] ; [70.71612903 26.28387097],0
r1,1,0.014737,5.947589,[40 20] ; [81 16],[46.24203822 13.75796178] ; [74.75796178 22.24203822],0
d3,1,0.020342,5.382293,[29 31] ; [65 32],[35.92356688 24.07643312] ; [58.07643312 38.92356688],0
v1,1,0.064033,3.429722,[16 44] ; [40 57],[21.40127389 38.59872611] ; [34.59872611 62.40127389],0
p6,1,0.088276,2.905533,[16 43] ; [15 80],[11.87662338 47.12337662] ; [19.12337662 75.87662338],0
v4,1,0.094642,2.793594,[48 11] ; [87  9],[51.38709677  7.61290323] ; [83.61290323 12.38709677],0
b1,1,0.108308,2.578734,[28 32] ; [58 39],[32.86624204 27.13375796] ; [53.13375796 43.86624204],0
p8,1,0.115291,2.480155,[15 45] ; [36 61],[19.49044586 40.50955414] ; [31.50955414 65.49044586],0
r4,1,0.19331,1.692212,[45 15] ; [81 16],[48.15286624 11.84713376] ; [77.84713376 19.15286624],0
a1,1,0.220512,1.501037,[ 2 58] ; [ 8 89],[ 3.82165605 56.17834395] ; [ 6.17834395 90.82165605],0
p4,1,0.226428,1.463162,[21 39] ; [43 53],[24.61538462 35.38461538] ; [39.38461538 56.61538462],0
p7,1,0.308799,1.035805,[30 28] ; [42 55],[26.94193548 31.05806452] ; [45.05806452 51.94193548],0
