Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,31.4295,[ 6 54] ; [52 43],[22.4516129 37.5483871] ; [35.5483871 59.4516129],1
s5,1,0.419353,0.652127,[10 49] ; [21 73],[11.95424837 47.04575163] ; [19.04575163 74.95424837],0
p3,1,0.431475,0.618849,[17 43] ; [33 63],[19.23076923 40.76923077] ; [30.76923077 65.23076923],0
b4,1,0.43592,0.607,[39 21] ; [57 40],[36.68789809 23.31210191] ; [59.31210191 37.68789809],0
s4,1,0.456652,0.554089,[10 49] ; [12 83],[ 8.42857143 50.57142857] ; [13.57142857 81.42857143],0
n5,1,0.47152,0.518412,[33 27] ; [59 38],[35.15923567 24.84076433] ; [56.84076433 40.15923567],0
s3,1,0.539083,0.377241,[25 34] ; [46 51],[26.8525641 32.1474359] ; [44.1474359 52.8525641],0
p5,1,0.544724,0.366855,[ 3 57] ; [ 3 94],[ 2.29299363 57.70700637] ; [ 3.70700637 93.29299363],0
p2,1,0.554327,0.349623,[33 27] ; [58 39],[34.77707006 25.22292994] ; [56.22292994 40.77707006],0
n6,1,0.570901,0.321176,[42 18] ; [63 33],[40.38461538 19.61538462] ; [64.61538462 31.38461538],0
p10,1,0.576016,0.312719,[14 46] ; [26 69],[15.48387097 44.51612903] ; [24.51612903 70.48387097],0
u2,1,0.585329,0.297698,[18 17] ; [12 15],[16.93548387 18.06451613] ; [13.06451613 13.93548387],0
v2,1,0.617323,0.249648,[22 35] ; [41 55],[23.47058824 33.52941176] ; [39.52941176 56.47058824],0
b5,1,0.650427,0.205363,[35 25] ; [53 44],[33.63057325 26.36942675] ; [54.36942675 42.63057325],0
n1,1,0.653095,0.20202,[ 8 14] ; [14 19],[ 8.8 13.2] ; [13.2 19.8],0
n3,1,0.655306,0.199275,[12 10] ; [20 13],[12.8  9.2] ; [19.2 13.8],0
a8,1,0.656241,0.198122,[ 5 51] ; [ 6 81],[ 4.30769231 51.69230769] ; [ 6.69230769 80.30769231],0
b2,1,0.687871,0.1614,[10 26] ; [19 41],[10.875 25.125] ; [18.125 41.875],0
b3,1,0.687871,0.1614,[10 26] ; [19 41],[10.875 25.125] ; [18.125 41.875],0
u3,1,0.703239,0.145125,[21 15] ; [15 13],[20.25 15.75] ; [15.75 12.25],0
n2,1,0.71632,0.132046,[13  8] ; [24 12],[13.63157895  7.36842105] ; [23.36842105 12.63157895],0
s2,1,0.746551,0.104452,[19 40] ; [33 62],[19.92207792 39.07792208] ; [32.07792208 62.92207792],0
p11,1,0.753521,0.098596,[30 30] ; [51 46],[30.95541401 29.04458599] ; [50.04458599 46.95541401],0
s7,1,0.76001,0.093311,[17 40] ; [29 61],[17.83673469 39.16326531] ; [28.16326531 61.83673469],0
a7,1,0.777636,0.07975,[37 22] ; [63 34],[37.82051282 21.17948718] ; [62.17948718 34.82051282],0
r3,1,0.780568,0.077606,[52  7] ; [84 13],[51.43589744  7.56410256] ; [84.56410256 12.43589744],0
s8,1,0.793287,0.068668,[15 45] ; [22 73],[14.32258065 45.67741935] ; [22.67741935 72.32258065],0
v3,1,0.799038,0.064817,[20 39] ; [30 64],[19.28104575 39.71895425] ; [30.71895425 63.28104575],0
p1,1,0.812241,0.056424,[ 5 55] ; [ 7 89],[ 4.61538462 55.38461538] ; [ 7.38461538 88.61538462],0
s1,1,0.826694,0.047936,[ 5 55] ; [ 7 88],[ 4.64516129 55.35483871] ; [ 7.35483871 87.64516129],0
s6,1,0.974418,0.001028,[27 33] ; [43 52],[27.09677419 32.90322581] ; [42.90322581 52.09677419],0
