Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,84.313942,[ 3 39] ; [199  55],[28.66216216 13.33783784] ; [173.33783784  80.66216216],1
d3,1,0.0,45.52226,[11 31] ; [197  57],[29.51351351 12.48648649] ; [178.48648649  75.51351351],1
d5,1,0.0,41.492636,[22 20] ; [230  24],[35.75675676  6.24324324] ; [216.24324324  37.75675676],1
a3,1,0.000127,14.687232,[24 18] ; [210  43],[33.31525424  8.68474576] ; [200.68474576  52.31525424],1
d2,1,0.000397,12.548139,[13 29] ; [153 101],[23.55405405 18.44594595] ; [142.44594595 111.55405405],1
a2,1,0.001507,10.069682,[ 3 39] ; [ 78 176],[11.49324324 30.50675676] ; [ 69.50675676 184.49324324],0
u1,1,0.004167,8.209625,[ 2 40] ; [ 62 192],[ 9.08108108 32.91891892] ; [ 54.91891892 199.08108108],0
p11,1,0.006265,7.472488,[28 14] ; [214  40],[34.33783784  7.66216216] ; [207.66216216  46.33783784],0
a5,1,0.007924,7.0505,[26 16] ; [204  50],[32.63513514  9.36486486] ; [197.36486486  56.63513514],0
a4,1,0.009948,6.644261,[12 30] ; [127 127],[19.72297297 22.27702703] ; [119.27702703 134.72297297],0
r1,1,0.011828,6.336499,[28 12] ; [218  36],[33.46938776  6.53061224] ; [212.53061224  41.46938776],0
u2,1,0.014669,5.955849,[ 7 11] ; [31 12],[11.21311475  6.78688525] ; [26.78688525 16.21311475],0
n4,1,0.017409,5.654706,[28 13] ; [212  41],[33.46938776  7.53061224] ; [206.53061224  46.46938776],0
p8,1,0.021173,5.312463,[18 24] ; [155  96],[24.79863481 17.20136519] ; [148.20136519 102.79863481],0
p3,1,0.030575,4.676654,[18 24] ; [154 100],[24.40540541 17.59459459] ; [147.59459459 106.40540541],0
p9,1,0.053764,3.720006,[35  7] ; [233  19],[38.28571429  3.71428571] ; [229.71428571  22.28571429],0
u3,1,0.054604,3.694131,[10  8] ; [35  9],[13.06451613  4.93548387] ; [31.93548387 12.06451613],0
b2,1,0.062834,3.460954,[ 8 22] ; [78 96],[12.64705882 17.35294118] ; [ 73.35294118 100.64705882],0
b3,1,0.062834,3.460954,[ 8 22] ; [78 96],[12.64705882 17.35294118] ; [ 73.35294118 100.64705882],0
v2,1,0.069394,3.297295,[19 21] ; [151  90],[24.19928826 15.80071174] ; [145.80071174  95.19928826],0
p6,1,0.077569,3.115108,[14 28] ; [120 130],[19.2739726 22.7260274] ; [114.7260274 135.2739726],0
a7,1,0.0779,3.108171,[24 18] ; [179  74],[28.90169492 13.09830508] ; [174.09830508  78.90169492],0
p1,1,0.082777,3.00952,[ 8 34] ; [ 25 227],[ 4.71428571 37.28571429] ; [ 28.28571429 223.71428571],0
p12,1,0.087167,2.925928,[ 2 40] ; [ 36 215],[ 5.44709898 36.55290102] ; [ 32.55290102 218.44709898],0
v3,1,0.098473,2.730107,[14 28] ; [113 127],[18.91489362 23.08510638] ; [108.08510638 131.91489362],0
n3,1,0.103394,2.652392,[11  1] ; [37 17],[8.72727273 3.27272727] ; [39.27272727 14.72727273],0
s5,1,0.124222,2.363266,[15 26] ; [117 119],[19.53790614 21.46209386] ; [112.46209386 123.53790614],0
a6,1,0.177608,1.817527,[25 17] ; [177  76],[28.75932203 13.24067797] ; [173.24067797  79.75932203],0
v1,1,0.207646,1.587765,[21 19] ; [153  90],[24.59363958 15.40636042] ; [149.40636042  93.59363958],0
n2,1,0.227634,1.455586,[11  1] ; [41 13],[9.45454545 2.54545455] ; [42.54545455 11.45454545],0
b4,1,0.232919,1.422947,[20 22] ; [146 108],[23.55405405 18.44594595] ; [142.44594595 111.55405405],0
