Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.004245,8.175776,[31 61] ; [12  5],[36.29357798 55.70642202] ; [ 6.70642202 10.29357798],0
d2,1,0.021722,5.267937,[42 49] ; [13  4],[46.34259259 44.65740741] ; [8.65740741 8.34259259],0
a3,1,0.048776,3.88306,[46 45] ; [13  4],[49.71296296 41.28703704] ; [9.28703704 7.71296296],0
n1,1,0.050629,3.820519,[13 27] ; [5 2],[15.31914894 24.68085106] ; [2.68085106 4.31914894],0
a8,1,0.068326,3.322774,[ 5 84] ; [ 3 13],[ 6.78095238 82.21904762] ; [ 1.21904762 14.78095238],0
s4,1,0.069068,3.305041,[16 75] ; [ 6 10],[18.71028037 72.28971963] ; [ 3.28971963 12.71028037],0
s7,1,0.07252,3.225031,[19 66] ; [7 9],[21.88118812 63.11881188] ; [ 4.11881188 11.88118812],0
a4,1,0.123422,2.373348,[30 60] ; [9 8],[32.80373832 57.19626168] ; [ 6.19626168 10.80373832],0
p5,1,0.127203,2.326317,[ 3 88] ; [ 2 15],[ 4.21296296 86.78703704] ; [ 0.78703704 16.21296296],0
a6,1,0.138217,2.197695,[47 45] ; [12  5],[49.79816514 42.20183486] ; [9.20183486 7.79816514],0
b4,1,0.138217,2.197695,[47 45] ; [12  5],[49.79816514 42.20183486] ; [9.20183486 7.79816514],0
p3,1,0.179054,1.80546,[23 68] ; [ 7 10],[25.27777778 65.72222222] ; [ 4.72222222 12.27777778],0
u1,1,0.260303,1.267147,[ 8 84] ; [ 3 14],[ 9.28440367 82.71559633] ; [ 1.71559633 15.28440367],0
s1,1,0.26779,1.228033,[ 8 83] ; [ 3 14],[ 9.26851852 81.73148148] ; [ 1.73148148 15.26851852],0
b3,1,0.284085,1.147446,[18 42] ; [ 2 11],[16.43835616 43.56164384] ; [3.56164384 9.43835616],0
b2,1,0.284085,1.147446,[18 42] ; [ 2 11],[16.43835616 43.56164384] ; [3.56164384 9.43835616],0
p10,1,0.303025,1.060836,[18 73] ; [ 5 11],[19.56074766 71.43925234] ; [ 3.43925234 12.56074766],0
s8,1,0.326454,0.962914,[13 79] ; [ 4 13],[14.34862385 77.65137615] ; [ 2.65137615 14.34862385],0
n6,1,0.339794,0.91121,[53 38] ; [12  5],[54.76851852 36.23148148] ; [10.23148148  6.76851852],0
s3,1,0.393278,0.728783,[38 53] ; [9 8],[39.60185185 51.39814815] ; [7.39814815 9.60185185],0
a7,1,0.420822,0.648017,[53 39] ; [8 9],[51.48623853 40.51376147] ; [9.51376147 7.48623853],0
p4,1,0.436992,0.604168,[31 61] ; [7 9],[32.37037037 59.62962963] ; [ 5.62962963 10.37037037],0
v4,1,0.445619,0.581771,[67 24] ; [14  3],[68.25 22.75] ; [12.75  4.25],0
a1,1,0.446324,0.579971,[ 6 86] ; [ 2 15],[ 6.75229358 85.24770642] ; [ 1.24770642 15.75229358],0
d4,1,0.447277,0.577543,[56 36] ; [12  5],[57.39449541 34.60550459] ; [10.60550459  6.39449541],0
p11,1,0.471167,0.519237,[40 52] ; [9 8],[41.35779817 50.64220183] ; [7.64220183 9.35779817],0
n3,1,0.477288,0.505054,[18 19] ; [5 3],[18.91111111 18.08888889] ; [4.08888889 3.91111111],0
p6,1,0.483702,0.490504,[15 76] ; [ 4 13],[16.00925926 74.99074074] ; [ 2.99074074 14.00925926],0
v1,1,0.489377,0.477896,[20 72] ; [ 5 12],[21.10091743 70.89908257] ; [ 3.89908257 13.10091743],0
s2,1,0.512871,0.428205,[25 66] ; [ 6 11],[26.12037037 64.87962963] ; [ 4.87962963 12.12037037],0
r4,1,0.551038,0.35546,[58 34] ; [12  5],[59.08256881 32.91743119] ; [10.91743119  6.08256881],0
n5,1,0.585041,0.298156,[53 39] ; [11  6],[54.01834862 37.98165138] ; [9.98165138 7.01834862],0
d5,1,0.607722,0.263506,[59 33] ; [12  5],[59.9266055 32.0733945] ; [11.0733945  5.9266055],0
n4,1,0.613377,0.255286,[60 32] ; [10  7],[59.08256881 32.91743119] ; [10.91743119  6.08256881],0
p7,1,0.618548,0.247914,[38 53] ; [ 6 11],[37.07407407 53.92592593] ; [ 6.92592593 10.07407407],0
v3,1,0.658619,0.195205,[17 73] ; [ 4 13],[17.6635514 72.3364486] ; [ 3.3364486 13.6635514],0
b1,1,0.672393,0.178816,[49 43] ; [10  7],[49.79816514 42.20183486] ; [9.20183486 7.79816514],0
a5,1,0.672393,0.178816,[49 43] ; [10  7],[49.79816514 42.20183486] ; [9.20183486 7.79816514],0
r3,1,0.688211,0.161029,[66 26] ; [13  4],[66.67889908 25.32110092] ; [12.32110092  4.67889908],0
p1,1,0.697831,0.150738,[ 8 83] ; [ 2 15],[ 8.42592593 82.57407407] ; [ 1.57407407 15.42592593],0
a2,1,0.706615,0.141681,[13 79] ; [ 3 14],[13.50458716 78.49541284] ; [ 2.49541284 14.50458716],0
p8,1,0.795289,0.067314,[24 67] ; [ 5 12],[24.43518519 66.56481481] ; [ 4.56481481 12.43518519],0
d1,1,0.807344,0.059465,[35 57] ; [ 7 10],[35.44954128 56.55045872] ; [ 6.55045872 10.44954128],0
d3,1,0.823667,0.049653,[46 46] ; [9 8],[46.42201835 45.57798165] ; [8.57798165 8.42201835],0
b5,1,0.823667,0.049653,[46 46] ; [8 9],[45.57798165 46.42201835] ; [8.42201835 8.57798165],0
u3,1,0.867096,0.028005,[25 21] ; [2 2],[24.84 21.16] ; [2.16 1.84],0
u2,1,0.867096,0.028005,[21 25] ; [2 2],[21.16 24.84] ; [1.84 2.16],0
r1,1,0.898252,0.016351,[61 31] ; [11  6],[60.7706422 31.2293578] ; [11.2293578  5.7706422],0
p2,1,0.953598,0.003386,[48 44] ; [9 8],[48.11009174 43.88990826] ; [8.88990826 8.11009174],0
r2,1,0.994873,4.1e-05,[75 16] ; [14  3],[74.99074074 16.00925926] ; [14.00925926  2.99074074],0
