Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.403318,0.698413,[10 32] ; [1 1],[10.5 31.5] ; [0.5 1.5],0
v3,1,0.445249,0.582717,[11 32] ; [1 1],[11.46666667 31.53333333] ; [0.53333333 1.46666667],0
s6,1,0.516375,0.421127,[30 12] ; [1 1],[29.59090909 12.40909091] ; [1.40909091 0.59090909],0
v4,1,0.608408,0.2625,[27 13] ; [1 1],[26.66666667 13.33333333] ; [1.33333333 0.66666667],0
n5,1,0.645981,0.211005,[27 14] ; [1 1],[26.69767442 14.30232558] ; [1.30232558 0.69767442],0
a3,1,0.662432,0.190582,[28 15] ; [1 1],[27.71111111 15.28888889] ; [1.28888889 0.71111111],0
p6,1,0.662432,0.190582,[15 28] ; [1 1],[15.28888889 27.71111111] ; [0.71111111 1.28888889],0
r2,1,0.686333,0.163083,[25 14] ; [1 1],[24.73170732 14.26829268] ; [1.26829268 0.73170732],0
b5,1,0.715329,0.133013,[27 16] ; [1 1],[26.75555556 16.24444444] ; [1.24444444 0.75555556],0
n4,1,0.715329,0.133013,[27 16] ; [1 1],[26.75555556 16.24444444] ; [1.24444444 0.75555556],0
p8,1,0.735502,0.11412,[16 26] ; [1 1],[16.22727273 25.77272727] ; [0.77272727 1.22727273],0
s7,1,0.756563,0.096099,[25 16] ; [1 1],[24.79069767 16.20930233] ; [1.20930233 0.79069767],0
d3,1,0.767755,0.087209,[26 17] ; [1 1],[25.8 17.2] ; [1.2 0.8],0
d2,1,0.767755,0.087209,[17 26] ; [1 1],[17.2 25.8] ; [0.8 1.2],0
p7,1,0.788975,0.071632,[25 17] ; [1 1],[24.81818182 17.18181818] ; [1.18181818 0.81818182],0
a6,1,0.819786,0.051902,[25 18] ; [1 1],[24.84444444 18.15555556] ; [1.15555556 0.84444444],0
s8,1,0.819786,0.051902,[18 25] ; [1 1],[18.15555556 24.84444444] ; [0.84444444 1.15555556],0
a5,1,0.819786,0.051902,[25 18] ; [1 1],[24.84444444 18.15555556] ; [1.15555556 0.84444444],0
b4,1,0.871503,0.026163,[19 24] ; [1 1],[19.11111111 23.88888889] ; [0.88888889 1.11111111],0
a7,1,0.922994,0.009344,[20 23] ; [1 1],[20.06666667 22.93333333] ; [0.93333333 1.06666667],0
b1,1,0.922994,0.009344,[20 23] ; [1 1],[20.06666667 22.93333333] ; [0.93333333 1.06666667],0
v2,1,0.947487,0.004338,[22 20] ; [1 1],[21.95454545 20.04545455] ; [1.04545455 0.95454545],0
d1,1,0.974346,0.001034,[21 22] ; [1 1],[21.02222222 21.97777778] ; [0.97777778 1.02222222],0
