Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.00568,7.648971,[26  5] ; [57 44],[19.49242424 11.50757576] ; [63.50757576 37.49242424],0
d1,1,0.006789,7.328003,[17 14] ; [29 73],[10.72180451 20.27819549] ; [35.27819549 66.72180451],0
v3,1,0.027544,4.856397,[ 9 21] ; [13 88],[ 5.03816794 24.96183206] ; [16.96183206 84.03816794],0
d4,1,0.039263,4.249447,[24  7] ; [58 44],[19.11278195 11.88721805] ; [62.88721805 39.11278195],0
a3,1,0.067256,3.348753,[21 10] ; [50 52],[16.54887218 14.45112782] ; [54.45112782 47.54887218],0
d3,1,0.071622,3.245459,[20 11] ; [46 54],[15.61832061 15.38167939] ; [50.38167939 49.61832061],0
n2,1,0.0759,3.150579,[12  2] ; [22 15],[9.33333333 4.66666667] ; [24.66666667 12.33333333],0
b4,1,0.121423,2.398872,[21 10] ; [53 49],[17.2481203 13.7518797] ; [56.7518797 45.2481203],0
r3,1,0.141992,2.156242,[27  4] ; [76 26],[24.0075188  6.9924812] ; [78.9924812 23.0075188],0
a8,1,0.157398,1.999052,[ 1 29] ; [12 86],[ 3.046875 26.953125] ; [ 9.953125 88.046875],0
a2,1,0.173686,1.850835,[ 5 26] ; [ 8 94],[ 3.03007519 27.96992481] ; [ 9.96992481 92.03007519],0
d2,1,0.216525,1.527256,[15 16] ; [36 64],[12.06870229 18.93129771] ; [38.93129771 61.06870229],0
n1,1,0.227723,1.455026,[ 2 10] ; [13 24],[3.67346939 8.32653061] ; [11.32653061 25.67346939],0
n5,1,0.241393,1.372439,[16 15] ; [64 37],[18.78787879 12.21212121] ; [61.21212121 39.78787879],0
a7,1,0.338147,0.917444,[19 12] ; [52 49],[16.67424242 14.32575758] ; [54.32575758 46.67424242],0
n3,1,0.346488,0.886276,[11  3] ; [24 13],[9.60784314 4.39215686] ; [25.39215686 11.60784314],0
b2,1,0.351833,0.866837,[7 8] ; [22 43],[5.4375 9.5625] ; [23.5625 41.4375],0
b3,1,0.351833,0.866837,[7 8] ; [22 43],[5.4375 9.5625] ; [23.5625 41.4375],0
r2,1,0.361976,0.831028,[25  6] ; [71 27],[23.06976744  7.93023256] ; [72.93023256 25.06976744],0
s6,1,0.372839,0.794179,[14 17] ; [37 65],[11.88721805 19.11278195] ; [39.11278195 62.88721805],0
a1,1,0.389152,0.741589,[ 4 27] ; [ 8 94],[ 2.79699248 28.20300752] ; [ 9.20300752 92.79699248],0
n4,1,0.393856,0.727003,[20 11] ; [57 45],[17.94736842 13.05263158] ; [59.05263158 42.94736842],0
s5,1,0.448394,0.574707,[ 6 21] ; [16 84],[ 4.67716535 22.32283465] ; [17.32283465 82.67716535],0
p9,1,0.46628,0.530777,[19 12] ; [67 31],[20.66666667 10.33333333] ; [65.33333333 32.66666667],0
p1,1,0.468066,0.526539,[ 2 29] ; [11 90],[ 3.0530303 27.9469697] ; [ 9.9469697 91.0530303],0
a4,1,0.473029,0.51489,[11 20] ; [29 72],[ 9.39393939 21.60606061] ; [30.60606061 70.39393939],0
p3,1,0.489414,0.477814,[ 8 23] ; [33 69],[ 9.55639098 21.44360902] ; [31.44360902 70.55639098],0
b1,1,0.490337,0.475787,[14 17] ; [39 63],[12.35338346 18.64661654] ; [40.64661654 61.35338346],0
a5,1,0.507271,0.439691,[17 14] ; [49 53],[15.38345865 15.61654135] ; [50.61654135 51.38345865],0
u3,1,0.508543,0.437063,[4 6] ; [15 36],[3.1147541 6.8852459] ; [15.8852459 35.1147541],0
p8,1,0.515046,0.423802,[ 9 20] ; [38 63],[10.48461538 18.51538462] ; [36.51538462 64.48461538],0
s2,1,0.521425,0.411075,[11 20] ; [30 72],[ 9.55639098 21.44360902] ; [31.44360902 70.55639098],0
p5,1,0.548467,0.36007,[ 1 30] ; [ 6 94],[ 1.65648855 29.34351145] ; [ 5.34351145 94.65648855],0
b5,1,0.554972,0.348485,[17 14] ; [62 40],[18.41353383 12.58646617] ; [60.58646617 41.41353383],0
p6,1,0.591373,0.288205,[ 9 20] ; [26 74],[ 7.86821705 21.13178295] ; [27.13178295 72.86821705],0
s3,1,0.61712,0.249936,[12 18] ; [35 65],[10.84615385 19.15384615] ; [36.15384615 63.84615385],0
p11,1,0.638806,0.220307,[18 13] ; [64 38],[19.11278195 11.88721805] ; [62.88721805 39.11278195],0
p10,1,0.639031,0.220011,[17 14] ; [59 40],[18.12307692 12.87692308] ; [57.87692308 41.12307692],0
u2,1,0.653214,0.201872,[5 5] ; [22 30],[4.35483871 5.64516129] ; [22.64516129 29.35483871],0
a6,1,0.661927,0.191191,[19 12] ; [58 44],[17.94736842 13.05263158] ; [59.05263158 42.94736842],0
u1,1,0.69375,0.155055,[ 1 30] ; [ 5 97],[ 1.39849624 29.60150376] ; [ 4.60150376 97.39849624],0
p4,1,0.728006,0.12095,[11 19] ; [41 61],[11.81818182 18.18181818] ; [40.18181818 61.81818182],0
p2,1,0.778804,0.078893,[21 10] ; [65 35],[20.35114504 10.64885496] ; [65.64885496 34.35114504],0
s7,1,0.810479,0.057508,[ 7 21] ; [27 72],[ 7.49606299 20.50393701] ; [26.50393701 72.49606299],0
n6,1,0.887086,0.020162,[22  9] ; [73 28],[22.31060606  8.68939394] ; [72.68939394 28.31060606],0
p7,1,0.888045,0.019818,[15 16] ; [46 52],[14.65891473 16.34108527] ; [46.34108527 51.65891473],0
v4,1,0.892003,0.018434,[24  7] ; [77 24],[23.71969697  7.28030303] ; [77.28030303 23.71969697],0
s4,1,0.904877,0.014281,[ 7 24] ; [22 80],[ 6.7593985 24.2406015] ; [22.2406015 79.7593985],0
s8,1,0.904877,0.014281,[ 7 24] ; [22 80],[ 6.7593985 24.2406015] ; [22.2406015 79.7593985],0
p12,1,0.935237,0.006603,[ 1 30] ; [ 3 99],[ 0.93233083 30.06766917] ; [ 3.06766917 98.93233083],0
r4,1,0.972918,0.001153,[16 15] ; [53 49],[16.08270677 14.91729323] ; [52.91729323 49.08270677],0
